category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Film i Telewizja;Kultowe Polskie Seriale;Jaki warszawski serial komediowy opowiada o perypetiach rodziny Norków i Krawczyków?;łatwe;Miodowe lata;Świat według Kiepskich;Graczykowie;Kasia i Tomek
Film i Telewizja;Kultowe Polskie Seriale;O jakiej rodzinie opowiada uwielbiany polski serial 'Rodzinka.pl' z Tomaszem Karolakiem?;łatwe;O rodzinie Boskich;O rodzinie Lubiczów;O rodzinie Zduńskich;O rodzinie Mostowiaków
Film i Telewizja;Kino Marvela i DC;Kto brawurowo zagrał rolę Tony'ego Starka w kultowym filmie 'Iron Man' z 2008 r.?;łatwe;Robert Downey Jr.;Chris Evans;Chris Hemsworth;Mark Ruffalo
Film i Telewizja;Kino Marvela i DC;Jak w komiksach i filmach DC brzmi prawdziwe imię i nazwisko człowieka-nietoperza, Batmana?;łatwe;Bruce Wayne;Clark Kent;Barry Allen;Peter Parker
Film i Telewizja;Kino Marvela i DC;Z jakiego niezwykle wytrzymałego, fikcyjnego metalu zrobiona jest tarcza Kapitana Ameryki?;łatwe;Z vibranium;Z adamantium;Z kryptonitu;Z uru
Film i Telewizja;Kino Marvela i DC;Który z superbohaterów uniwersum DC jest w połowie człowiekiem, a w połowie Atlantą?;łatwe;Aquaman;Flash;Cyborg;Superman
Film i Telewizja;Kino Marvela i DC;Jaki kolor skóry charakteryzuje Thanosa, głównego antagonistę w sadze filmów 'Avengers'?;łatwe;Fioletowy;Zielony;Niebieski;Szary
Film i Telewizja;Gwiazdy Hollywood;Jaki hollywoodzki aktor zagrał przejmującą, główną rolę w filmie 'Forrest Gump'?;łatwe;Tom Hanks;Brad Pitt;Tom Cruise;Nicolas Cage
Film i Telewizja;Gwiazdy Hollywood;Który aktor wcielił się w rolę młodego artysty Jacka Dawsona w megaprodukcji 'Titanic'?;łatwe;Leonardo DiCaprio;Johnny Depp;Matt Damon;Matthew McConaughey
Film i Telewizja;Gwiazdy Hollywood;Jak nazywa się aktorka, która wcieliła się w tytułową, kultową rolę w hicie 'Barbie' z 2023 r.?;łatwe;Margot Robbie;Emma Stone;Jennifer Lawrence;Scarlett Johansson
Film i Telewizja;Gwiazdy Hollywood;Z jakim aktorem na planie filmu 'Pan i Pani Smith' poznała się Angelina Jolie?;łatwe;Z Bradem Pittem;Z Georgem Clooneyem;Z Antonio Banderasem;Z Keanu Reevesem
Film i Telewizja;Gwiazdy Hollywood;W jakiej wielkiej, morskiej serii filmów Johnny Depp wykreował postać Kapitana Jacka Sparrowa?;łatwe;Piraci z Karaibów;Pan i Władca: Na krańcu świata;Wodny Świat;Ostatni Mohikanin
Film i Telewizja;Polscy Reżyserzy;Kto z polskich reżyserów stworzył adaptację słynnej Sienkiewiczowskiej Trylogii?;łatwe;Jerzy Hoffman;Andrzej Wajda;Krzysztof Zanussi;Roman Polański
Film i Telewizja;Polscy Reżyserzy;Który reżyser z Polski jest twórcą światowych hitów jak 'Pianista' czy 'Chinatown'?;łatwe;Roman Polański;Agnieszka Holland;Andrzej Żuławski;Jerzy Skolimowski
Film i Telewizja;Polscy Reżyserzy;Za co legendarny polski twórca Andrzej Wajda odebrał statuetkę Oscara w 2000 r.?;łatwe;Za całokształt twórczości;Za film 'Katyń';Za film 'Człowiek z żelaza';Za najlepszy scenariusz
Film i Telewizja;Polscy Reżyserzy;Jak nazywa się młody reżyser nominowany do Oscara za poruszający film 'Boże Ciało'?;łatwe;Jan Komasa;Patryk Vega;Wojciech Smarzowski;Mitja Okorn
Film i Telewizja;Polscy Reżyserzy;Kto jest twórcą znakomitego, wieloczęściowego cyklu telewizyjnego 'Dekalog'?;łatwe;Krzysztof Kieślowski;Stanisław Bareja;Władysław Pasikowski;Juliusz Machulski
Film i Telewizja;Filmy Animowane;Gdzie rozgrywa się akcja animowanego klasyku Disneya 'Król Lew'?;łatwe;Na afrykańskiej sawannie;W indyjskiej dżungli;W australijskim buszu;Na amerykańskiej prerii
Film i Telewizja;Filmy Animowane;Jak ma na imię zrzędliwy, zielony ogr z bagien, główny bohater hitu studia DreamWorks?;łatwe;Shrek;Hulk;Stitch;Olaf
Film i Telewizja;Filmy Animowane;Z jakiego, obecnie największego studia animacji, pierwotnie pochodzi postać Myszki Miki?;łatwe;Z Walt Disney Animation Studios;Z Pixar Animation Studios;Ze Studio Ghibli;Z Warner Bros.
Film i Telewizja;Filmy Animowane;Jak ma na imię mała, pomarańczowa rybka (błazenek), której szuka ojciec w filmie Pixara?;łatwe;Nemo;Dory;Marlin;Flounder
Film i Telewizja;Filmy Animowane;Jak nazywają się dwie królewskie siostry, bohaterki kinowego hitu 'Kraina Lodu'?;łatwe;Elsa i Anna;Ariel i Bella;Mulan i Merida;Fiona i Śnieżka
Film i Telewizja;Seriale Netflix i HBO;Jak nazywa się niezwykle popularny serial HBO, w którym wielkie rody walczą o Żelazny Tron?;łatwe;Gra o Tron;Rodów Smoka;Sukcesja;Wikingowie
Film i Telewizja;Seriale Netflix i HBO;O jakiej postaci historycznej z brytyjskiej rodziny królewskiej opowiada serial Netflixa 'The Crown'?;łatwe;O królowej Elżbiecie II;O księżnej Dianie;O królowej Wiktorii;O Henryku VIII
Film i Telewizja;Seriale Netflix i HBO;Jak nazywa się amerykańskie miasteczko lat 80., w którym toczy się akcja 'Stranger Things'?;łatwe;Hawkins;Riverdale;Twin Peaks;Smallville
Film i Telewizja;Seriale Netflix i HBO;Który hiszpańskojęzyczny megahit opowiada o grupie przestępców okradających narodową mennicę?;łatwe;Dom z papieru (La Casa de Papel);Narcos;Szkoła dla elity;Vis a vis
Film i Telewizja;Seriale Netflix i HBO;Kto gra głównego bohatera, zabójcę potworów Geralta z Rivii, w serialu 'Wiedźmin' od Netflixa?;łatwe;Henry Cavill (w pierwszych sezonach);Michał Żebrowski;Chris Hemsworth;Mads Mikkelsen
Film i Telewizja;Kino Akcji;W rolę jakiego charyzmatycznego policjanta wciela się Bruce Willis w serii 'Szklana pułapka'?;łatwe;W Johna McClane'a;W Martina Riggsa;W Brudnego Harry'ego;W Ethana Hunta
Film i Telewizja;Kino Akcji;Jaki słynny agent brytyjskiego wywiadu używa numeru kodowego 007?;łatwe;James Bond;Jason Bourne;Ethan Hunt;Jack Reacher
Film i Telewizja;Kino Akcji;Który słynny amerykański aktor o austriackich korzeniach wcielił się w rolę 'Terminatora'?;łatwe;Arnold Schwarzenegger;Sylvester Stallone;Jean-Claude Van Damme;Dolph Lundgren
Film i Telewizja;Kino Akcji;Jakiego koloru pigułkę wybrał w filmie 'Matrix' główny bohater Neo, aby poznać prawdę?;łatwe;Czerwoną;Niebieską;Zieloną;Czarną
Film i Telewizja;Kino Akcji;W kogo wciela się w najnowszych kinowych hitach akcji Keanu Reeves, mszcząc się za zabitego psa?;łatwe;W Johna Wicka;W Neo;W Jacka Reachera;W Franka Martina
Film i Telewizja;Horrory i Thrillery;Jak nazywa się genialny psychiatra i psychopatyczny kanibal z filmu 'Milczenie owiec'?;łatwe;Hannibal Lecter;Norman Bates;John Doe;Patrick Bateman
Film i Telewizja;Horrory i Thrillery;W jakim hotelu popada w obłęd Jack Torrance z głośnego horroru 'Lśnienie'?;łatwe;W hotelu Overlook;W hotelu Bates;W hotelu Cortez;W hotelu Dolphin
Film i Telewizja;Horrory i Thrillery;Jak nazywa się upiorna lalka, będąca głównym motywem znanej serii w uniwersum 'Obecności'?;łatwe;Annabelle;Chucky;Brahms;Billy
Film i Telewizja;Horrory i Thrillery;Kto nawiedzał we śnie i mordował nastolatków w kultowym 'Koszmarze z ulicy Wiązów'?;łatwe;Freddy Krueger;Jason Voorhees;Michael Myers;Pennywise
Film i Telewizja;Horrory i Thrillery;Jaką bronią najczęściej posługiwał się psychopata Leatherface w horrorach kręconych w Teksasie?;łatwe;Piłą mechaniczną;Maczetą;Nożem kuchennym;Siekierą
Film i Telewizja;Muzyka Filmowa;Kto skomponował epicką muzykę do trylogii 'Władca Pierścieni'?;łatwe;Howard Shore;Hans Zimmer;John Williams;Ennio Morricone
Film i Telewizja;Muzyka Filmowa;Z jakim reżyserem na stałe współpracuje kompozytor John Williams?;łatwe;Ze Stevenem Spielbergiem;Z Christopherem Nolanem;Z Quentinem Tarantino;Z Martinem Scorsese
Film i Telewizja;Muzyka Filmowa;Jaki polski kompozytor zdobył Oscara za muzykę do filmu 'Marzyciel'?;łatwe;Jan A.P. Kaczmarek;Wojciech Kilar;Michał Lorenc;Krzysztof Komeda
Film i Telewizja;Muzyka Filmowa;Z jakiego głośnego filmu z lat 90. pochodzi utwór 'My Heart Will Go On'?;łatwe;Z 'Titanica';Z 'Bodyguard';Z 'Pearl Harbor';Z 'Armageddonu'
Film i Telewizja;Muzyka Filmowa;Kto jest autorem mrocznego, charakterystycznego motywu muzycznego z filmu 'Szczęki'?;łatwe;John Williams;Hans Zimmer;Danny Elfman;Alan Silvestri
Film i Telewizja;Programy Rozrywkowe (Show);Kto jest wieloletnim, legendarnym prowadzącym teleturniej 'Jeden z dziesięciu'?;łatwe;Tadeusz Sznuk;Karol Strasburger;Hubert Urbański;Krzysztof Ibisz
Film i Telewizja;Programy Rozrywkowe (Show);W jakim programie na początku lat 00. uczestnicy wygrywali tzw. 'Złoty Pociąg'?;łatwe;W 'Awanturze o kasę';W 'Idź na całość';W 'Życiowej szansie';W 'Dwa światy'
Film i Telewizja;Programy Rozrywkowe (Show);Kto zasłynął rozdawaniem samochodów i maskotek Zonka w programie 'Idź na całość'?;łatwe;Zygmunt Chajzer;Krzysztof Ibisz;Hubert Urbański;Piotr Gąsowski
Film i Telewizja;Programy Rozrywkowe (Show);Z jakiego familijnego programu pochodzi słynny tekst: 'Więcej niż jedno zwierzę to...'?;łatwe;Z 'Familiady';Z 'Koła Fortuny';Z 'Milionerów';Z 'Va Banque'
Film i Telewizja;Programy Rozrywkowe (Show);Jaki program muzyczny poszukiwał nowych talentów wokalnych 'w ciemno'?;łatwe;The Voice of Poland;Mam Talent;X Factor;Idol
Film i Telewizja;Historia Kina;W którym roku bracia Lumière zorganizowali pierwszy publiczny pokaz filmowy?;łatwe;W 1895 r.;W 1888 r.;W 1905 r.;W 1912 r.
Film i Telewizja;Historia Kina;Jaki tytuł nosił pierwszy pełnometrażowy film udźwiękowiony z 1927 roku?;łatwe;Śpiewak jazzowy;Dzisiejsze czasy;Obywatel Kane;Metropolis
Film i Telewizja;Historia Kina;Który wybitny komik ery kina niemego stworzył popularną postać Trampa?;łatwe;Charlie Chaplin;Buster Keaton;Harold Lloyd;Oliver Hardy
Film i Telewizja;Historia Kina;Jak nazywał się rygorystyczny zbiór zasad cenzury obyczajowej w dawnym Hollywood?;łatwe;Kodeks Haysa;Prawo Murphy'ego;Reguła Forda;Ustawa McCarthy'ego
Film i Telewizja;Historia Kina;Kto w 1941 roku wyreżyserował i zagrał główną rolę w przełomowym 'Obywatelu Kane'?;łatwe;Orson Welles;Alfred Hitchcock;John Ford;Howard Hawks
Film i Telewizja;Złote Myśli z Ekranu;W jakiej wielkiej sadze sci-fi padają słowa: 'Niech moc będzie z tobą'?;łatwe;Gwiezdne wojny;Star Trek;Matrix;Diuna
Film i Telewizja;Złote Myśli z Ekranu;Z jakiego mafijnego arcydzieła pochodzi cytat: 'Zrobię mu propozycję nie do odrzucenia'?;łatwe;Z 'Ojca chrzestnego';Z 'Chłopców z ferajny';Z 'Człowieka z blizną';Z 'Pulp Fiction'
Film i Telewizja;Złote Myśli z Ekranu;Kto z kinowych twardzieli na pożegnanie wypowiedział słynne: 'Hasta la vista, baby'?;łatwe;Terminator;Rambo;John McClane;Rocky Balboa
Film i Telewizja;Złote Myśli z Ekranu;W jakim kultowym polskim filmie padły absurdalne słowa: 'Kopernik była kobietą!'?;łatwe;Seksmisja;Kiler;Miś;Vabank
Film i Telewizja;Złote Myśli z Ekranu;W jakiej ekstremalnej sytuacji wypowiedziano w filmie słowa 'Houston, mamy problem'?;łatwe;Podczas awarii misji Apollo 13;Podczas ataku obcych na Ziemię;Przed zderzeniem z asteroidą;Podczas buntu maszyn w kosmosie
Film i Telewizja;Festiwal w Gdyni;Jaką główną nagrodę otrzymuje najlepszy film Festiwalu Polskich Filmów Fabularnych?;łatwe;Złote Lwy;Złote Orły;Złote Kaczki;Złote Niedźwiedzie
Film i Telewizja;Festiwal w Gdyni;W jakim polskim mieście nad Bałtykiem odbywa się ten prestiżowy festiwal?;łatwe;W Gdyni;W Gdańsku;W Sopocie;W Kołobrzegu
Film i Telewizja;Festiwal w Gdyni;Który reżyser w 2014 r. zdobył Złote Lwy za rewelacyjny film medyczny pt. 'Bogowie'?;łatwe;Łukasz Palkowski;Władysław Pasikowski;Wojciech Smarzowski;Paweł Pawlikowski
Film i Telewizja;Festiwal w Gdyni;Jaki film o losach rodziny Beksińskich zdobył Złote Lwy w 2016 roku?;łatwe;Ostatnia rodzina;Róża;Ida;Cicha noc
Film i Telewizja;Festiwal w Gdyni;W jakim nowoczesnym obiekcie od 2015 roku ma swoje główne centrum gdyński festiwal?;łatwe;W Gdyńskim Centrum Filmowym;Na Skwerze Kościuszki;W Ergo Arenie;W Hali Gdynia Arena
Film i Telewizja;Aktorzy Starszego Pokolenia;Jaki aktor genialnie zagrał krewkiego Władysława Pawlaka w trylogii 'Sami swoi'?;łatwe;Wacław Kowalski;Władysław Hańcza;Leon Niemczyk;Franciszek Pieczka
Film i Telewizja;Aktorzy Starszego Pokolenia;Jak miał na nazwisko aktor, który równie brawurowo wcielił się w sąsiada Kargula?;łatwe;Hańcza (Władysław);Pieczka (Franciszek);Gołas (Wiesław);Pokora (Wojciech)
Film i Telewizja;Aktorzy Starszego Pokolenia;Który legendarny aktor użyczył twarzy sympatycznemu Gustikowi w 'Czterech pancernych'?;łatwe;Franciszek Pieczka;Janusz Gajos;Roman Wilhelmi;Włodzimierz Press
Film i Telewizja;Aktorzy Starszego Pokolenia;Jak nazywał się wielki przedwojenny amant, Eugeniusz, ofiara sowieckich łagrów?;łatwe;Eugeniusz Bodo;Aleksander Żabczyński;Adolf Dymsza;Kazimierz Krukowski
Film i Telewizja;Aktorzy Starszego Pokolenia;Jaka wybitna polska aktorka wcieliła się w postać Barbary Niechcic w 'Nocach i dniach'?;łatwe;Jadwiga Barańska;Beata Tyszkiewicz;Anna Dymna;Krystyna Janda
Film i Telewizja;Komedie Stanisława Barei;W którym roku odbyła się kinowa premiera filmu 'Miś' i kto był współautorem scenariusza razem ze Stanisławem Bareją?;trudne;"1981; Stanisław Tym";"1980; Marek Piwowski";"1983; Krzysztof Gradowski";"1979; Janusz Kondratiuk"
Film i Telewizja;Nagrody Oscar;Który film jako pierwszy nieanglojęzyczny w historii zdobył Oscara w kategorii Najlepszy Film?;trudne;Parasite (Parazyt) – Bong Joon-ho, 2020;Amour (Miłość) – Michael Haneke, 2013;Roma – Alfonso Cuarón, 2019;Życie jest piękne – Roberto Benigni, 1999
Film i Telewizja;Kultowe Polskie Seriale;Ile odcinków liczy oryginalny serial 'Czterdziestolatek' z lat 1974–1977, bez uwzględnienia późniejszej kontynuacji?;trudne;21;18;24;13
Film i Telewizja;Kino Marvela i DC;Który aktor wcielił się w postać Jokera w filmie 'Mroczny Rycerz' (2008) i pośmiertnie otrzymał za tę rolę Oscara?;trudne;Heath Ledger;Joaquin Phoenix;Jack Nicholson;Jared Leto
Film i Telewizja;Gwiazdy Hollywood;Kto jest najmłodszą aktorką w historii, która zdobyła Oscara za główną rolę kobiecą, mając zaledwie 21 lat w chwili ogłoszenia nominacji?;trudne;Marlee Matlin;Jennifer Lawrence;Audrey Hepburn;Natalie Portman
Film i Telewizja;Polscy Reżyserzy;Który film Andrzeja Wajdy zdobył Złotą Palmę na festiwalu w Cannes w 1981 roku?;trudne;Człowiek z żelaza;Człowiek z marmuru;Ziemia obiecana;Wesele
Film i Telewizja;Filmy Animowane;Który reżyser stworzył 'Toy Story' (1995) – pierwszy w pełni komputerowo animowany film fabularny w historii kina?;trudne;John Lasseter;Pete Docter;Andrew Stanton;Brad Bird
Film i Telewizja;Seriale Netflix i HBO;Z jaką dokładnością procentową (czystością) Walter White warzy metamfetaminę w serialu 'Breaking Bad', co staje się jego znakiem rozpoznawczym?;trudne;99,1%;96,8%;98,5%;100%
Film i Telewizja;Kino Akcji;W którym filmie po raz pierwszy John McClane wypowiada słynny cytat 'Yippee-ki-yay' i kto go gra?;trudne;"Szklana pułapka (1988); Bruce Willis";"Szklana pułapka 2 (1990); Bruce Willis";"Commando (1985); Arnold Schwarzenegger";"Predator (1987); Arnold Schwarzenegger"
Film i Telewizja;Historia Kina;W którym roku bracia Auguste i Louis Lumière po raz pierwszy publicznie wyświetlili film dla płatnej publiczności, co uznaje się za narodziny kina?;trudne;1895;1888;1900;1905
Film i Telewizja;Horrory i Thrillery;Jaki numer ma przeklęty pokój hotelowy w filmie 'Lśnienie' (The Shining, 1980) Stanleya Kubricka?;trudne;237;666;101;314
Film i Telewizja;Muzyka Filmowa;Ennio Morricone zdobył swojego pierwszego 'zwykłego' (konkursowego) Oscara za muzykę w 2016 roku – za ścieżkę dźwiękową do jakiego filmu?;trudne;Nienawistna ósemka (The Hateful Eight);Dobry, zły i brzydki (The Good, the Bad and the Ugly);Cinema Paradiso;Za garść dolarów (A Fistful of Dollars)
Film i Telewizja;Aktorzy Starszego Pokolenia;Zbigniew Cybulski, zwany 'polskim Jamesem Deanem', zginął tragicznie w wypadku kolejowym w 1967 roku na dworcu w którym mieście?;trudne;Wrocław;Warszawa;Kraków;Łódź
Film i Telewizja;Festiwal w Gdyni;Który film Krzysztofa Kieślowskiego zdobył Złote Lwy na Festiwalu Polskich Filmów Fabularnych w Gdyni w 1988 roku?;trudne;Krótki film o zabijaniu;Dekalog;Podwójne życie Weroniki;Przypadek
Film i Telewizja;Programy Rozrywkowe (Show);Teleturniej 'Jeden z dziesięciu', emitowany w TVP2 od 1994 roku i prowadzony przez Tadeusza Sznuka, jest polską adaptacją którego brytyjskiego formatu?;trudne;Fifteen to One;Who Wants to Be a Millionaire?;The Weakest Link;Mastermind
Film i Telewizja;Złote Myśli z Ekranu;Słynny cytat 'E.T. zadzwoń do domu' pochodzi z jakiego roku (premiera kinowa) i kto był reżyserem tego filmu?;trudne;"1982; Steven Spielberg";"1980; George Lucas";"1984; John Carpenter";"1979; Ridley Scott"
