category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Kulinaria i Smaki;Kuchnia Azjatycka;Co to jest kimchi, bardzo popularny, narodowy wręcz i ostry dodatek prosto z kuchni koreańskiej?;łatwe;Fermentowana kapusta na ostro;Zupa z pędów bambusa;Smażony ryż z jajkiem;Pieróg na parze
Kulinaria i Smaki;Kuchnia Azjatycka;W jakiej znanej i rozgrzewającej japońskiej zupie znajdziesz bulion, makaron, jajko i mięso lub tofu?;łatwe;W ramenie;W pho;W tom yum;W pad thai
Kulinaria i Smaki;Kuchnia Azjatycka;Jakim naturalnym, ciemnym i wyrazistym, słonawym sosem często doprawia się azjatyckie dania wok?;łatwe;Sosem sojowym;Sosem czosnkowym;Sosem tysiąca wysp;Ketchupem
Kulinaria i Smaki;Kuchnia Azjatycka;Czym jedzą Azjaci tradycyjny ryż, makaron czy sushi, używając do tego wyłącznie jednej dłoni?;łatwe;Drewnianymi pałeczkami;Metalowymi widelcami;Małymi, drewnianymi łyżeczkami;Rękami
Kulinaria i Smaki;Desery i Wypieki;Jaki puszysty i uwielbiany deser powstaje poprzez dokładne upieczenie utartego sera twarogowego?;łatwe;Sernik;Szarlotka;Pączek;Makowiec
Kulinaria i Smaki;Desery i Wypieki;W jaki czwartek w Polsce tradycyjnie i bez umiaru obżeramy się słodkimi pączkami oraz faworkami?;łatwe;W Tłusty Czwartek;W Mokry Czwartek;W Słodki Czwartek;W Wielki Czwartek
Kulinaria i Smaki;Desery i Wypieki;Jaki flagowy, francuski maślany wypiek w kształcie półksiężyca spożywa się zwykle na śniadanie?;łatwe;Croissant (Rogalik);Bagietka;Ekler;Makaronik
Kulinaria i Smaki;Desery i Wypieki;Głównym owocem w nadzieniu bardzo tradycyjnej, domowej polskiej szarlotki zawsze muszą być...;łatwe;Jabłka (z cynamonem);Śliwki;Wiśnie;Gruszki
Kulinaria i Smaki;Desery i Wypieki;Jaki znany, czekoladowy deser o płynnym, gorącym środku i zapiekanej otoczce podaje się w formie ciastka?;łatwe;Fondant czekoladowy (Lava Cake);Brownie;Tiramisu;Karpatka
Kulinaria i Smaki;Owoce i Warzywa;Jak nazywa się niezwykle kwaśny, żółty cytrus, którego sok chętnie wyciskamy rano do herbaty?;łatwe;Cytryna;Limonka;Grejpfrut;Mandarynka
Kulinaria i Smaki;Owoce i Warzywa;Z jakiego czerwonego warzywa bogatego w likopen można przygotować pyszny ketchup i pastę neapolitańską?;łatwe;Z pomidora;Z papryki czerwonej;Z rzodkiewki;Z buraka
Kulinaria i Smaki;Owoce i Warzywa;Jakie warzywo cebulowe ma mocny aromat i ząbki, a w bajkach wiesza się je na odgonienie wampirów?;łatwe;Czosnek;Por;Szczypiorek;Cebula dymka
Kulinaria i Smaki;Owoce i Warzywa;Który jesienny owoc, twardy i o wydłużonym kształcie, występuje w odmianie popularnie zwanej 'Konferencja'?;łatwe;Gruszka;Śliwka;Jabłko;Pigwa
Kulinaria i Smaki;Owoce i Warzywa;W przypadku jakiego znanego warzywa o długim, pomarańczowym korzeniu króliki jedzą go ze smakiem?;łatwe;Marchew;Pietruszka;Seler;Pasternak
Kulinaria i Smaki;Przyprawy Świata;Która przyprawa o żółto-złotym zabarwieniu bywa bardzo droga i pochodzi z kwiatowych znamion krokusa?;łatwe;Szafran;Kurkuma;Curry;Kmin rzymski
Kulinaria i Smaki;Przyprawy Świata;Jaki słodki, brązowy proszek robiony jest ze startej kory i idealnie pasuje do szarlotki z jabłkami?;łatwe;Cynamon;Kakao;Gałka muszkatołowa;Kardamon
Kulinaria i Smaki;Przyprawy Świata;Czego w kuchni włoskiej głównie używa się do przyprawiania świeżych pomidorów obok oliwy i czosnku?;łatwe;Bazylii i oregano;Majeranku i kminku;Koperku;Kurkumy
Kulinaria i Smaki;Przyprawy Świata;Jaka wyrazista, azjatycka przyprawa posiada charakterystyczny, 'palący' korzeń, świetny na jesień?;łatwe;Imbir;Chrzan;Anyż;Szafran
Kulinaria i Smaki;Sery i Nabiał;Jak brzmi nazwa tego szwajcarskiego żółtego sera z wielkimi, charakterystycznymi 'dziurami'?;łatwe;Ementaler;Cheddar;Gouda;Parmezan
Kulinaria i Smaki;Sery i Nabiał;Który włoski, twardy i bardzo aromatyczny ser ścierany jest bardzo drobno jako posypka na makaron?;łatwe;Parmezan (Parmigiano);Gorgonzola;Mascarpone;Mozzarella
Kulinaria i Smaki;Sery i Nabiał;Jaki tradycyjny na Podhalu serek wędzony produkowany jest z mleka owczego w charakterystycznych wrzecionach?;łatwe;Oscypek;Bryndza;Koryciński;Gouda
Kulinaria i Smaki;Sery i Nabiał;Co znajduje się wewnątrz prawdziwej i dobrej, włoskiej pizzy neapolitańskiej o nazwie Margherita?;łatwe;Roztopiona, świeża mozzarella;Twardy ser gouda;Czeski smażony ser;Serek wiejski
Kulinaria i Smaki;Sery i Nabiał;Jak nazywa się bardzo miękki i delikatny ser pleśniowy, najczęściej pochodzący prosto z Francji?;łatwe;Camembert lub Brie;Cheddar;Feta;Edamski
Kulinaria i Smaki;Street Food i Fast Food;Z parówki, podłużnej bułki pszennej i wielu sosów składa się na ulicznych stoiskach popularny...;łatwe;Hot dog;Hamburger;Kebab;Zapiekanka
Kulinaria i Smaki;Street Food i Fast Food;Jaki popularny turecki przysmak w bułce lub cieście składa się ze ścinanego, opiekanego mięsa?;łatwe;Kebab (Doner/Durum);Gyros;Burger;Quesadilla
Kulinaria i Smaki;Street Food i Fast Food;Co charakterystycznego Polacy lubią chrupać na dworcach PKP, na połówce bagietki z serem i pieczarkami?;łatwe;Zapiekankę z pieca;Calzone;Rogala z makiem;Tosty hawajskie
Kulinaria i Smaki;Street Food i Fast Food;Z czego tradycyjnie wyrabiane są złociste frytki kupowane tonami we wszystkich fast foodach świata?;łatwe;Ze smażonych w głębokim tłuszczu ziemniaków;Z mąki i jajek;Z panierowanego kurczaka;Z prażonej kukurydzy
Kulinaria i Smaki;Street Food i Fast Food;Z czym tradycyjnie zjemy cienką, meksykańską tortillę w potrawie zwanej Taco lub Burrito?;łatwe;Z farszem (np. mięso, fasola, kukurydza, ryż);Na słodko z truskawkami;Z kiełbasą i musztardą;Z ugotowaną rybą w panierce
Kulinaria i Smaki;Napoje i Alkohole;Jaki pobudzający i popularny czarny napar powstaje w ekspresie przez zalanie palonych ziaren?;łatwe;Kawa;Czysta herbata;Kakao;Mate
Kulinaria i Smaki;Napoje i Alkohole;Który złocisty trunek z charakterystyczną pianką od wieków dominuje na stadionach i grillach w Polsce?;łatwe;Piwo;Cydr;Wino;Wódka
Kulinaria i Smaki;Napoje i Alkohole;Jak nazywa się słodki, gęsty syrop lub sok, produkowany na jesień i zimę m.in. z czarnego bzu i malin?;łatwe;Sok malinowy (Syrop do herbaty);Kwas chlebowy;Cydr;Kompot z suszu
Kulinaria i Smaki;Napoje i Alkohole;Z czego tradycyjnie powstaje francuski szampan i większość klasycznych, gronowych win europejskich?;łatwe;Z fermentowanych winogron;Z fermentowanych jabłek;Z miodu;Ze śliwek i wiśni
Kulinaria i Smaki;Napoje i Alkohole;Jak z hiszpańskiego nazywa się bardzo znany na Kubie napój alkoholowy z mięty, limonki, cukru i rumu?;łatwe;Mojito;Margarita;Pina Colada;Sangria
Kulinaria i Smaki;Mięsa i Wędliny;Z jakiego mięsa tradycyjnie powinno się przygotowywać w Polsce niedzielnego kotleta schabowego?;łatwe;Z wieprzowiny (schabu);Z piersi kurczaka;Z wołowiny;Z cielęciny
Kulinaria i Smaki;Mięsa i Wędliny;Jak nazywają się cienkie, bardzo mocno uwędzone i wysuszone polskie kiełbaski (często wieprzowe)?;łatwe;Kabanosy;Parówki;Salami;Kaszanki
Kulinaria i Smaki;Mięsa i Wędliny;Z jakiego surowego, bardzo drobno siekanego mięsa z żółtkiem i cebulą przygotowuje się tatar?;łatwe;Z polędwicy wołowej;Z karkówki wieprzowej;Z mięsa z indyka;Z boczku
Kulinaria i Smaki;Mięsa i Wędliny;Jak nazywa się włoska, długo dojrzewająca wędlina o cienkich plastrach, często jedzona z melonem?;łatwe;Szynka parmeńska;Mortadela;Chorizo;Pepperoni
Kulinaria i Smaki;Mięsa i Wędliny;Czym w tradycyjnej polskiej kaszance (krupnioku) łączy się kaszę (np. gryczaną) z podrobami?;łatwe;Kwią wieprzową;Sokiem z buraków;Smalcem;Sosem pieczeniowym
Kulinaria i Smaki;Ryby i Owoce Morza;Jaka słodkowodna ryba tradycyjnie, często smażona w dzwonkach, pojawia się na wigilijnym stole w Polsce?;łatwe;Karp;Łosoś;Pstrąg;Tuńczyk
Kulinaria i Smaki;Ryby i Owoce Morza;Z jakiego mięsa pochodzi bardzo drogi, ekskluzywny czarny kawior?;łatwe;Z ikry jesiotra;Z mięsa homara;Z wątroby dorsza;Z ikry łososia
Kulinaria i Smaki;Ryby i Owoce Morza;Które owoce morza, podawane często z czosnkiem i masłem, w surowej formie mają szary kolor a po ugotowaniu różowy?;łatwe;Krewetki;Małże;Ostrygi;Kalmary
Kulinaria i Smaki;Ryby i Owoce Morza;Jaka ryba o charakterystycznym różowo-pomarańczowym mięsie często wykorzystywana jest do japońskiego sushi?;łatwe;Łosoś;Dorsz;Szprot;Karp
Kulinaria i Smaki;Ryby i Owoce Morza;Które słone, drobne rybki, serwowane z olejem i często cebulą, to popularna polska zakąska śledziowa?;łatwe;Matiasy;Sardynki;Anchois;Pstrągi
Kulinaria i Smaki;Kuchnia Polska Dawniej;Jak nazywa się staropolskie danie jednogarnkowe robione z kiszonej kapusty, mięs, kiełbas i grzybów?;łatwe;Bigos;Leczo;Forszmak;Gulasz
Kulinaria i Smaki;Kuchnia Polska Dawniej;Z czego przyrządzano w dawnej Polsce podpłomyki, jedne z najstarszych form pieczywa?;łatwe;Z mąki, wody i soli pieczonych na blasze;Z ciasta drożdżowego z jabłkami;Ze słodkiego ciasta z miodem;Z gotowanych i tłuczonych ziemniaków
Kulinaria i Smaki;Kuchnia Polska Dawniej;Jaki owadzi produkt fermentowano z wodą w dawnej Polsce, tworząc szlachetny alkohol (np. trójniak)?;łatwe;Miód (Miód pitny);Nektar;Pyłek pszczeli;Wosk pszczeli
Kulinaria i Smaki;Kuchnia Polska Dawniej;Jakie skorupiaki, dziś bardzo rzadkie, dawniej w polskiej kuchni szlacheckiej łowiono i jedzono garściami?;łatwe;Raki rzeczne;Kraby;Krewetki słodkowodne;Homary
Kulinaria i Smaki;Kuchnia Polska Dawniej;Czym w tradycji szlacheckiej częstowano niechcianego zalotnika, na znak odmowy ręki panny?;łatwe;Czarną polewką (Czerniną);Zepsutym winem;Pustym chlebem;Zimnym bigosem
Kulinaria i Smaki;Kuchnia Amerykańska;Co to jest tradycyjny amerykański 'Mac and Cheese', często jedzony z pudełka?;łatwe;Makaron z sosem serowym;Burgery z serem gorgonzola;Smażone krążki serowe;Sałatka z makaronu i sera fety
Kulinaria i Smaki;Kuchnia Amerykańska;Jakim słodkim i gęstym syropem Amerykanie najczęściej polewają swoje grube śniadaniowe pancakes (naleśniki)?;łatwe;Syropem klonowym;Syropem malinowym;Miodem;Melasą
Kulinaria i Smaki;Kuchnia Amerykańska;Z jakiego mięsa robi się klasyczny, gruby i soczysty stek z rusztu w USA?;łatwe;Z wołowiny;Z wieprzowiny;Z baraniny;Z koniny
Kulinaria i Smaki;Kuchnia Amerykańska;Czym w amerykańskim cukiernictwie jest słodki 'Donut' spopularyzowany przez policjantów na filmach?;łatwe;Pączkiem z dziurką w środku (oponką);Czekoladowym ciastkiem z kawałkami czekolady;Kruchym rogalikiem;Lodami w chrupiącym wafelku
Kulinaria i Smaki;Kuchnia Amerykańska;Jaki skrót opisuje metodę powolnego pieczenia i wędzenia mięsa nad ogniem lub w dymie (np. żeberek)?;łatwe;BBQ (Barbecue);KFC;BLT;PB&J
Kulinaria i Smaki;Słodycze i Przekąski;Jak nazywają się tradycyjne polskie, bardzo słodkie cukierki z masy kajmakowej (krówki), które z czasem kruszeją?;łatwe;Krówki;Kukułki;Raczkie;Irysy
Kulinaria i Smaki;Słodycze i Przekąski;Jaki delikatny deser to lekka, mleczno-waniliowa pianka oblana cienką warstwą kruchej czekolady?;łatwe;Ptasie Mleczko;Chałwa;Sezamki;Jeżyki
Kulinaria i Smaki;Słodycze i Przekąski;Z jakiego kruszonego surowca i karmelu robiona jest zazwyczaj krucha i tłusta, wschodnia chałwa?;łatwe;Z ziaren sezamu;Z orzechów włoskich;Z płatków migdałów;Z maku
Kulinaria i Smaki;Słodycze i Przekąski;Czym przeważnie posypane są na zewnątrz chrupiące, wypiekane, tradycyjne polskie paluszki (np. Beskidzkie)?;łatwe;Grubą solą;Słodkim cukrem;Kminem;Proszkiem paprykowym
Kulinaria i Smaki;Słodycze i Przekąski;Z jakiego składnika odzwierzęcego produkuje się popularne kolorowe, miękkie żelki (np. Misie Haribo)?;łatwe;Z żelatyny (kolagenu);Z agaru;Z miodu;Ze skrobi ziemniaczanej
Kulinaria i Smaki;Słynni Szefowie Kuchni;Która bardzo charyzmatyczna restauratorka od lat prowadzi program 'Kuchenne rewolucje' w Polsce?;łatwe;Magda Gessler;Ewa Wachowicz;Anna Starmach;Nigella Lawson
Kulinaria i Smaki;Słynni Szefowie Kuchni;Jak nazywa się wybuchowy, szkocki szef kuchni, znany z ostrych przekleństw w programie 'Hell's Kitchen'?;łatwe;Gordon Ramsay;Jamie Oliver;Marco Pierre White;Anthony Bourdain
Kulinaria i Smaki;Słynni Szefowie Kuchni;Który znany, polski krytyk kulinarny i podróżnik zasłynął powiedzonkiem 'Eeeeee' i śmiechem przy jedzeniu?;łatwe;Robert Makłowicz;Kuba Wojewódzki;Michel Moran;Karol Okrasa
Kulinaria i Smaki;Słynni Szefowie Kuchni;Jak ma na imię brytyjski kucharz, który poprowadził kampanię o zdrowe żywienie w szkołach (Nagi Szef)?;łatwe;Jamie Oliver;Gordon Ramsay;Heston Blumenthal;Paul Hollywood
Kulinaria i Smaki;Słynni Szefowie Kuchni;Który polski szef kuchni jako pierwszy w historii Polski zdobył w 2013 roku prestiżową Gwiazdkę Michelin?;łatwe;Wojciech Modest Amaro;Mateusz Gessler;Dariusz Barański;Andrzej Polan
Kulinaria i Smaki;Tradycyjne Zupy Polskie;Jaki składnik kiszonkowy, będący sokiem z kapusty kiszonej, stanowi bazę zakwasową dla tradycyjnej góralskiej zupy kwaśnicy z Podhala?;trudne;Sok z kapusty kiszonej;Zakwas żytni;Ocet jabłkowy;Kwas chlebowy
Kulinaria i Smaki;Desery i Wypieki;Jak nazywa się słynny wiedeński tort czekoladowy z warstwą marmolady morelowej, stworzony przez Franza Sachera w 1832 roku?;trudne;Sachertorte;Dobostorte;Schwarzwälder Kirschtorte;Linzer Torte
Kulinaria i Smaki;Kuchnia Amerykańska;Jak nazywa się tradycyjna gęsta zupa ze świeżych małży, śmietany i ziemniaków, będąca klasycznym przysmakiem Nowej Anglii i stanu Massachusetts?;trudne;New England Clam Chowder;Manhattan Clam Chowder;Bisque z homara;Gumbo
Kulinaria i Smaki;Kuchnia Azjatycka;Jak nazywa się japońska technika marynowania mięsa lub ryb w sosie sojowym, mirinie i sake, a następnie grillowania do uzyskania błyszczącej glazury?;trudne;Teriyaki;Yakitori;Tempura;Sukiyaki
Kulinaria i Smaki;Kuchnia Polska Dawniej;Jak nazywa się tradycyjny polski gorący napitek alkoholowy na bazie miodu, wody i przypraw korzennych (cynamon, goździki, pieprz), podawany jako rozgrzewacz w zimie?;trudne;Krupnik;Grzaniec;Nalewka;Kompot z suszu
Kulinaria i Smaki;Kuchnia Włoska;Jak nazywa się tradycyjny sycylijski deser złożony z tuby ze smażonego ciasta, nadziewanej kremem z ricotty, kandyzowanymi owocami i kawałkami czekolady?;trudne;Cannolo;Cassata;Sfogliatella;Zeppola
Kulinaria i Smaki;Mięsa i Wędliny;Jak nazywa się wyjątkowo marmurkowata wołowina z Japonii, pozyskiwana ze specjalnie hodowanej rasy bydła i uznawana za jeden z najdroższych produktów mięsnych na świecie?;trudne;Wagyu;Angus;Charolais;Limousin
Kulinaria i Smaki;Napoje i Alkohole;Jak nazywa się meksykański destylat produkowany wyłącznie z niebieskiej agawy (Agave tequilana), w odróżnieniu od mezcalu, który może być wytwarzany z różnych gatunków agawy?;trudne;Tequila;Mezcal;Pulque;Sotol
Kulinaria i Smaki;Owoce i Warzywa;Jak nazywa się azjatycki owoc o kolczastej skorupce i kremowym miąższu, zwany 'królem owoców', którego intensywny zapach powoduje zakaz wnoszenia go do hoteli i na lotniska w wielu krajach?;trudne;Durian;Jackfruit;Rambutan;Longan
Kulinaria i Smaki;Pierogi i Dania Mączne;Jak nazywają się tradycyjne wschodnioeuropejskie pierogi z ciasta pszennego, nadziewane twarogiem i ziemniakami, będące narodowym daniem Ukrainy?;trudne;Wareniki;Pelmeni;Manty;Uszka
Kulinaria i Smaki;Przyprawy Świata;Jak nazywa się japoński drobno mielony proszek z zielonej herbaty, stosowany do aromatyzowania napojów i deserów, którego intensywny zielony kolor wynika ze specjalnej uprawy herbaty w cieniu?;trudne;Matcha;Sencha;Gyokuro;Hojicha
Kulinaria i Smaki;Ryby i Owoce Morza;Jak nazywa się japońska potrawa z bardzo cienko pokrojonych plastrów surowej ryby lub owoców morza, podawanych bez ryżu, w odróżnieniu od sushi?;trudne;Sashimi;Nigiri;Temaki;Chirashi
Kulinaria i Smaki;Sery i Nabiał;Który tradycyjny angielski ser z niebieską pleśnią, produkowany wyłącznie w trzech hrabstwach Anglii (Leicestershire, Nottinghamshire i Derbyshire), objęty jest europejskim certyfikatem chronionej nazwy pochodzenia (PDO)?;trudne;Stilton;Cheddar;Red Leicester;Wensleydale
Kulinaria i Smaki;Street Food i Fast Food;W którym kraju azjatyckim w latach 80. XX wieku powstał oryginalny napój bubble tea (herbata z kulkami tapioki), dziś popularny na całym świecie?;trudne;Tajwan;Japonia;Chiny;Korea Południowa
Kulinaria i Smaki;Słodycze i Przekąski;Z jakiego kraju pochodzi krem czekoladowo-orzechowy Nutella, opracowany w 1946 roku przez Pietra Ferrero jako tańsza alternatywa dla czekolady po II wojnie światowej?;trudne;Włochy;Belgia;Francja;Szwajcaria
Kulinaria i Smaki;Słynni Szefowie Kuchni;Który francuski szef kuchni, nazywany 'królem kucharzy i kucharzem królów', napisał encyklopedyczne dzieło 'Le Guide Culinaire' i zrewolucjonizował klasyczną kuchnię francuską na przełomie XIX i XX wieku?;trudne;Auguste Escoffier;Marie-Antoine Carême;Paul Bocuse;Joël Robuchon
