category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Sport;Skoki Narciarskie;Który fenomenalny polski skoczek zyskał status legendy i zrodził zjawisko nazwane od swego imienia?;łatwe;Adam Małysz;Kamil Stoch;Piotr Żyła;Dawid Kubacki
Sport;Skoki Narciarskie;Jaki skoczek z Polski był w stanie wygrać wszystkie cztery konkursy jednego Turnieju Czterech Skoczni?;łatwe;Kamil Stoch;Adam Małysz;Dawid Kubacki;Maciej Kot
Sport;Skoki Narciarskie;W jakiej zimowej stolicy Polski umiejscowiona jest słynna skocznia narciarska, Wielka Krokiew?;łatwe;W Zakopanem;W Wiśle;W Szczyrku;W Karpaczu
Sport;Skoki Narciarskie;W jakim bawarskim miasteczku w Niemczech zazwyczaj rusza coroczny Turniej Czterech Skoczni?;łatwe;W Oberstdorfie;W Garmisch-Partenkirchen;W Innsbrucku;W Bischofshofen
Sport;Skoki Narciarskie;Jaki polski skoczek, słynący z poczucia humoru, został najstarszym mistrzem świata w 2023 r.?;łatwe;Piotr Żyła;Dawid Kubacki;Stefan Hula;Kamil Stoch
Sport;Siatkówka - Sukcesy Polaków;Ile razy w swej historii męska reprezentacja Polski siatkarzy sięgnęła po Mistrzostwo Świata?;łatwe;Trzy razy (1974, 2014, 2018);Dwa razy (2014, 2018);Tylko raz (2014);Cztery razy
Sport;Siatkówka - Sukcesy Polaków;Który francuski szkoleniowiec poprowadził Polaków do wielkiego mistrzostwa świata w 2014 r.?;łatwe;Stéphane Antiga;Vital Heynen;Nikola Grbić;Raul Lozano
Sport;Siatkówka - Sukcesy Polaków;Jaki polski męski klub wygrał siatkarską Ligę Mistrzów trzy lata z rzędu (2021, 2022, 2023)?;łatwe;ZAKSA Kędzierzyn-Koźle;Jastrzębski Węgiel;Skra Bełchatów;Asseco Resovia Rzeszów
Sport;Siatkówka - Sukcesy Polaków;W jakim państwie urodził się potężny przyjmujący polskiej kadry, Wilfredo León?;łatwe;Na Kubie;W Brazylii;W Argentynie;We Włoszech
Sport;Siatkówka - Sukcesy Polaków;Jaki niesamowity trener zdobył z polskimi siatkarzami złoty medal Igrzysk Olimpijskich w 1976 r.?;łatwe;Hubert Wagner;Andrzej Niemczyk;Ireneusz Mazur;Waldemar Wspaniały
Sport;Tenis i Iga Świątek;W którym turnieju wielkoszlemowym, granym na paryskiej mączce, króluje od lat Iga Świątek?;łatwe;Roland Garros (French Open);Wimbledon;US Open;Australian Open
Sport;Tenis i Iga Świątek;Jaki wyjątkowy brytyjski turniej tenisowy jako jedyny rozgrywany jest w całości na naturalnej trawie?;łatwe;Wimbledon;US Open;Australian Open;Roland Garros
Sport;Tenis i Iga Świątek;Z jaką znakomitą rywalką Agnieszka Radwańska stoczyła heroiczny, przegrany finał Wimbledonu (2012)?;łatwe;Z Sereną Williams;Z Marią Szarapową;Z Venus Williams;Z Angelique Kerber
Sport;Tenis i Iga Świątek;Jak nazywa się stan w gemie tenisowym oznaczający wynik '40-40', wymagający zdobycia przewagi?;łatwe;Równowaga (deuce);Tie-break;Match point;Break point
Sport;Tenis i Iga Świątek;Jakiego neonowego koloru piłkami tradycyjnie rozgrywa się współczesne turnieje tenisowe (od lat 80.)?;łatwe;Żółtymi (optic yellow);Białymi;Jasnozielonymi;Pomarańczowymi
Sport;Igrzyska Olimpijskie;Co symbolizuje słynne logo pięciu olimpijskich kół splecionych ze sobą na fladze?;łatwe;Połączenie 5 kontynentów;Pięć głównych dyscyplin;Pięć epok w historii Grecji;Harmonię ciała i umysłu
Sport;Igrzyska Olimpijskie;Jaki działacz, uważany za ojca nowożytnego ruchu, ożywił Igrzyska Olimpijskie w 1896 r.?;łatwe;Pierre de Coubertin;Avery Brundage;Thomas Bach;Juan Antonio Samaranch
Sport;Igrzyska Olimpijskie;Co ile lat odbywa się każde wielkie święto sportu – letnie igrzyska olimpijskie?;łatwe;Co 4 lata;Co 2 lata;Co 5 lat;Co rok
Sport;Igrzyska Olimpijskie;Wizerunek jakiej uskrzydlonej bogini z mitologii zawsze znajduje się na letnich medalach z igrzysk?;łatwe;Bogini Nike;Bogini Ateny;Bogini Artemidy;Bogini Afrodyty
Sport;Igrzyska Olimpijskie;Kto pobił historyczne rekordy sportowe zdobywając w sumie 23 złote medale olimpijskie na pływalni?;łatwe;Michael Phelps;Mark Spitz;Ian Thorpe;Ryan Lochte
Sport;Lekkoatletyka;Jaką niesamowitą, precyzyjną długość w kilometrach ma koronny bieg maratoński?;łatwe;42,195 km;40,000 km;45,500 km;21,097 km
Sport;Lekkoatletyka;W jakiej ciężkiej dyscyplinie rzutowej Anita Włodarczyk sięgnęła po seryjne mistrzostwa i rekordy?;łatwe;W rzucie młotem;W pchnięciu kulą;W rzucie oszczepem;W rzucie dyskiem
Sport;Lekkoatletyka;Który polski lekkoatleta został aż pięciokrotnym mistrzem świata na stadionie w rzucie młotem?;łatwe;Paweł Fajdek;Wojciech Nowicki;Piotr Lisek;Tomasz Majewski
Sport;Lekkoatletyka;Jakie prestiżowe, sprinterskie konkurencje wielokrotnie zdominował fenomenalny Usain Bolt?;łatwe;Biegi na 100 m i 200 m;Skok w dal;Trójskok i skok wzwyż;Biegi przez płotki
Sport;Lekkoatletyka;Z ilu składowych, urozmaiconych konkurencji składa się niezwykle wyczerpujący dziesięciobój?;łatwe;Z dziesięciu;Z siedmiu;Z pięciu;Z dwunastu
Sport;Formuła 1 i Robert Kubica;W bolidzie jakiego niemiecko-szwajcarskiego zespołu Robert Kubica zadebiutował w Formule 1 (2006)?;łatwe;BMW Sauber;Renault;Williams;Ferrari
Sport;Formuła 1 i Robert Kubica;W jakim państwie za oceanem Robert Kubica wygrał swój pierwszy i jedyny w karierze wyścig F1?;łatwe;W Kanadzie;W USA;We Włoszech;W Niemczech
Sport;Formuła 1 i Robert Kubica;Jak wygląda flaga, która tradycyjnie sygnalizuje kierowcom na torze ostateczne zakończenie wyścigu?;łatwe;Biało-czarna szachownica;Czerwona;Żółta z czarnym pasem;Zielona
Sport;Formuła 1 i Robert Kubica;W trakcie jakich niebezpiecznych zawodów (w 2011 r.) Robert Kubica uległ fatalnemu wypadkowi?;łatwe;W małym rajdzie (Ronde di Andora);Na treningu F1 w Monzy;Podczas rajdu Dakar;Na wyścigu 24h Le Mans
Sport;Boks i MMA (KSW);Kto na stałe przeszedł do historii ringu jako niepokonany, amerykański bokser (bilans 50-0)?;łatwe;Floyd Mayweather Jr.;Muhammad Ali;Mike Tyson;Rocky Marciano
Sport;Boks i MMA (KSW);Jakie duże, polskie miasto uznawane jest za siedzibę i miejsce startu największej federacji KSW?;łatwe;Warszawa;Londyn;Berlin;Paryż
Sport;Boks i MMA (KSW);Który znany, bardzo silny zawodnik, były polski strongman, stał się główną gwiazdą napędową KSW?;łatwe;Mariusz Pudzianowski;Mamed Chalidow;Borys Mańkowski;Michał Materla
Sport;Boks i MMA (KSW);Z jakim amerykańskim bokserem Andrzej Gołota przegrał przez faule w 1996 roku?;łatwe;Riddick Bowe;Mike Tyson;Lennox Lewis;Evander Holyfield
Sport;Boks i MMA (KSW);Jak nazywa się klasyczne, bardzo często spotykane zapaśnicze duszenie, popularne w oktagonie MMA?;łatwe;Duszenie zza pleców;Rzut przez ramię;Dźwignia na kolano;Prawy sierpowy
Sport;Koszykówka i NBA;W barwach jakiego kultowego zespołu występował przez większość kariery Michael Jordan?;łatwe;Chicago Bulls;Los Angeles Lakers;Boston Celtics;Miami Heat
Sport;Koszykówka i NBA;Który wysoki Polak, potocznie nazywany Polish Machine, zrobił wielką karierę w ligach NBA?;łatwe;Marcin Gortat;Jeremy Sochan;Maciej Lampe;Cezary Trybański
Sport;Koszykówka i NBA;Jak nagradzany punktowo jest spektakularny i precyzyjny rzut zza najdalszej, wyznaczonej na boisku linii?;łatwe;Za trzy punkty;Za dwa punkty;Za jeden punkt;Za cztery punkty
Sport;Koszykówka i NBA;Na jakiej oficjalnej i powszechnej wysokości liczonej w centymetrach zawieszona jest obręcz kosza?;łatwe;Na 305 cm;Na 290 cm;Na 315 cm;Na 300 cm
Sport;Koszykówka i NBA;Jaka anglojęzyczna nazwa opisuje pokazowy mecz wielkich gwiazd, tradycyjnie uświetniający sezon NBA?;łatwe;All-Star Game;Dream Team Match;The Legends;MVP Showcase
Sport;Kolarstwo i Tour de Pologne;Który słynny wyścig kolarski dookoła Francji jest najbardziej prestiżowy na świecie?;łatwe;Tour de France;Giro d'Italia;Vuelta a España;Tour de Suisse
Sport;Kolarstwo i Tour de Pologne;W jakim charakterystycznym kolorze jeździ lider klasyfikacji generalnej Tour de France?;łatwe;Żółtym;Różowym;Czerwonym;Białym w grochy
Sport;Kolarstwo i Tour de Pologne;Który Polak w 2014 roku rewelacyjnie wygrał klasyfikację górską w Tour de France?;łatwe;Rafał Majka;Michał Kwiatkowski;Zenon Jaskuła;Tomasz Marczyński
Sport;Kolarstwo i Tour de Pologne;Jaki polski kolarz został mistrzem świata ze startu wspólnego w 2014 roku?;łatwe;Michał Kwiatkowski;Rafał Majka;Kamil Gradek;Przemysław Niemiec
Sport;Kolarstwo i Tour de Pologne;Przez ile dni najczęściej trwa prestiżowy wyścig etapowy Tour de Pologne?;łatwe;Przez siedem dni;Przez trzy dni;Przez czternaście dni;Przez dwadzieścia dni
Sport;Sporty Zimowe;Jaka legendarna biegaczka narciarska z Polski stoczyła zacięte pojedynki z Marit Bjørgen?;łatwe;Justyna Kowalczyk;Katarzyna Bachleda-Curuś;Monika Skinder;Weronika Nowakowska
Sport;Sporty Zimowe;Z jakiej broni precyzyjnie strzelają zawodnicy podczas rywalizacji w biathlonie?;łatwe;Z karabinka małokalibrowego;Z pistoletu laserowego;Z łuku sportowego;Z wiatrówki
Sport;Sporty Zimowe;W jakiej ciężkiej dyscyplinie Zbigniew Bródka zdobył złoto olimpijskie w Soczi (2014)?;łatwe;W łyżwiarstwie szybkim;W narciarstwie alpejskim;W bobslejach;W short tracku
Sport;Sporty Zimowe;W jakim nietypowym sporcie na lodzie 'szczotkuje się lód' przed wypuszczonym kamieniem?;łatwe;W curlingu;W hokeju;W skeletonie;W łyżwiarstwie figurowym
Sport;Sporty Zimowe;W jakiej zimowej dyscyplinie sportowcy kręcą salta w konkurencji zwanej 'halfpipe'?;łatwe;W snowboardzie;W narciarstwie biegowym;W skeletonie;W curlingu
Sport;Legendarni Sportowcy;Kto był nazywany 'Królem Piłki Nożnej' i trzykrotnie wygrał dla Brazylii mistrzostwo świata?;łatwe;Pelé;Diego Maradona;Lionel Messi;Ronaldo
Sport;Legendarni Sportowcy;Który legendarny, jamajski sprinter pobił absolutne rekordy świata na 100 i 200 metrów?;łatwe;Usain Bolt;Carl Lewis;Tyson Gay;Asafa Powell
Sport;Legendarni Sportowcy;W jakiej dziedzinie sportu zasłynęła wybitna, polska noblistka sportowa, Irena Szewińska?;łatwe;W lekkoatletyce;W gimnastyce;W strzelectwie;W pływaniu
Sport;Legendarni Sportowcy;Kto nosił przydomek 'Latający Fin' i wygrywał zawody w skokach narciarskich w latach 80.?;łatwe;Matti Nykänen;Janne Ahonen;Toni Nieminen;Mika Myllylä
Sport;Legendarni Sportowcy;Który kanadyjski gracz hokeja na lodzie uznawany jest za najwybitniejszego w historii ligi NHL?;łatwe;Wayne Gretzky;Mario Lemieux;Gordie Howe;Sidney Crosby
Sport;Zasady i Przepisy Gier;Ilu maksymalnie graczy z jednej drużyny piłkarskiej może przebywać na boisku w trakcie meczu?;łatwe;Jedenastu;Dziesięciu;Dwunastu;Sześciu
Sport;Zasady i Przepisy Gier;Do ilu punktów zazwyczaj toczy się pełny, standardowy set w profesjonalnej siatkówce?;łatwe;Do 25 punktów;Do 21 punktów;Do 15 punktów;Do 30 punktów
Sport;Zasady i Przepisy Gier;Czym skutkuje otrzymanie drugiej żółtej kartki w jednym meczu piłki nożnej przez zawodnika?;łatwe;Czerwoną kartką i usunięciem;Pięciominutową karą na ławce;Rzutem karnym dla rywala;Naganną uwagą sędziego
Sport;Zasady i Przepisy Gier;Ile punktów przyznaje się za każdy celny rzut wolny po faulu w koszykówce?;łatwe;Jeden punkt;Dwa punkty;Pół punktu;Trzy punkty
Sport;Zasady i Przepisy Gier;Co oznacza potoczne pojęcie 'spalony' w przepisach gry w piłkę nożną?;łatwe;Nieprzepisową pozycję napastnika;Strzał poza linię bramkową;Zagranie piłki ręką w polu karnym;Zbyt wczesne rozpoczęcie meczu
Sport;Stadiony i Obiekty;Na jakim obiekcie w Warszawie, od 2012 roku domowe mecze gra polska reprezentacja piłkarska?;łatwe;Na Stadionie Narodowym;Na Stadionie Wojska Polskiego;Na Stadionie Śląskim;W hali Torwar
Sport;Stadiony i Obiekty;Jak nazywa się potężny, legendarny stadion, na którym swoje mecze rozgrywa FC Barcelona?;łatwe;Camp Nou;Santiago Bernabéu;San Siro;Allianz Arena
Sport;Stadiony i Obiekty;Który słynny, przebudowany obiekt piłkarski w Londynie nazywany jest 'Świątynią Futbolu'?;łatwe;Wembley;Old Trafford;Anfield;Stamford Bridge
Sport;Stadiony i Obiekty;W jakim mieście znajduje się historyczny kocioł polskiego sportu, tzw. 'Stadion Śląski'?;łatwe;W Chorzowie;W Katowicach;W Gliwicach;W Zabrzu
Sport;Stadiony i Obiekty;Gdzie usytuowana jest bardzo znana na świecie skocznia narciarska im. Adama Małysza?;łatwe;W Wiśle;W Zakopanem;W Szczyrku;W Karpaczu
Sport;Sporty Motorowe;Kto jest najbardziej utytułowanym Polakiem w morderczym Rajdzie Dakar, jeżdżącym na quadach?;łatwe;Rafał Sonik;Krzysztof Hołowczyc;Adam Małysz;Jakub Przygoński
Sport;Sporty Motorowe;W jakim europejskim mieście od prawie wieku odbywa się piekielnie trudny, 24-godzinny wyścig?;łatwe;W Le Mans;W Monako;W Spa;Na Nürburgringu
Sport;Sporty Motorowe;Czym charakteryzuje się żużel, dyscyplina od lat ciesząca się w Polsce ogromną popularnością?;łatwe;Brakiem hamulców w motocyklach;Jazdą na motocyklach trójkołowych;Wyścigami po lodzie w lecie;Skokami na motocyklach crossowych
Sport;Sporty Motorowe;Jak nazywała się rajdowa, ryzykowna super-kategoria z lat 80., którą wkrótce zdelegalizowano?;łatwe;Grupa B;Grupa A;Klasa WRC;Formula Rally
Sport;Boks i MMA (KSW);W którym roku odbyła się pierwsza gala KSW (Konfrontacja Sztuk Walki) w Polsce, zapoczątkowując erę profesjonalnego MMA w kraju?;trudne;2004;2002;2006;2008
Sport;Formuła 1 i Robert Kubica;Podczas którego Grand Prix w 2008 roku Robert Kubica odniósł swoje jedyne i historyczne zwycięstwo w Formule 1?;trudne;Grand Prix Kanady;Grand Prix Niemiec;Grand Prix Australii;Grand Prix Japonii
Sport;Igrzyska Olimpijskie;W którym roku polska reprezentacja piłki nożnej mężczyzn zdobyła złoty medal olimpijski na Igrzyskach w Monachium?;trudne;1972;1976;1968;1980
Sport;Kolarstwo i Tour de Pologne;W którym roku odbył się pierwszy w historii Tour de Pologne, wówczas jeszcze jako zawody amatorskie?;trudne;1928;1920;1936;1948
Sport;Koszykówka i NBA;Który zespół NBA wygrał w 2024 roku swój rekordowy 18. tytuł mistrzowski w historii ligi?;trudne;Boston Celtics;Los Angeles Lakers;Golden State Warriors;Chicago Bulls
Sport;Legendarni Sportowcy;Ile złotych medali olimpijskich zdobył pływak Michael Phelps w ciągu całej swojej niezrównanej kariery olimpijskiej?;trudne;23;18;20;28
Sport;Lekkoatletyka;Kto ustanowił aktualny rekord świata w biegu na 100 metrów, uzyskując rewelacyjny wynik 9,58 sekundy?;trudne;Usain Bolt;Asafa Powell;Yohan Blake;Tyson Gay
Sport;Piłka Nożna - Ekstraklasa;Który klub wywalczył pierwszy w historii tytuł Mistrza Polski w piłce nożnej, sięgając po ten laur w 1921 roku?;trudne;Cracovia;Wisła Kraków;Ruch Chorzów;Legia Warszawa
Sport;Reprezentacja Polski;Który polski piłkarz strzelił historycznego hat-tricka w meczu z Belgią na Mistrzostwach Świata 1982 roku w Hiszpanii?;trudne;Zbigniew Boniek;Andrzej Szarmach;Włodzimierz Lubański;Grzegorz Lato
Sport;Siatkówka - Sukcesy Polaków;W którym roku Polska zdobyła swój pierwszy w historii złoty medal Mistrzostw Świata w siatkówce mężczyzn?;trudne;1974;1976;1968;1982
Sport;Skoki Narciarskie;Ile razy Adam Małysz triumfował w klasyfikacji generalnej Pucharu Świata w skokach narciarskich?;trudne;4 razy;3 razy;5 razy;2 razy
Sport;Sporty Motorowe;Ile razy legendarny Sébastien Loeb zdobył tytuł Mistrza Świata Rajdów Samochodowych (WRC) z rzędu?;trudne;9 razy;7 razy;8 razy;6 razy
Sport;Sporty Zimowe;Który kraj zdobył łącznie najwięcej medali w historii Zimowych Igrzysk Olimpijskich, nieprzerwanie dominując w tej klasyfikacji?;trudne;Norwegia;Stany Zjednoczone;Austria;Niemcy
Sport;Stadiony i Obiekty;W którym roku oddano do użytku Stadion Narodowy w Warszawie, który stał się gospodarzem EURO 2012?;trudne;2012;2010;2011;2013
Sport;Tenis i Iga Świątek;Ile tytułów Wielkiego Szlema zdobyła Iga Świątek do końca 2024 roku, wliczając sukcesy na kortach mączki i twardych?;trudne;5;3;4;6
Sport;Zasady i Przepisy Gier;Ile punktów wart jest przyłożenie (try) w rugby union, będące podstawowym sposobem zdobywania punktów w tej dyscyplinie?;trudne;5;3;4;6
