category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Sztuka i Architektura;Style Architektoniczne;Jaki wysoki i mistyczny styl z wieków średnich w budownictwie charakteryzował się bardzo smukłymi wieżami, strzelistymi łukami oraz pięknymi oknami z witrażami?;łatwe;Gotyk;Romanizm;Barok;Renesans
Sztuka i Architektura;Style Architektoniczne;Który z europejskich wielkich stylów, bogaty i przepełniony potężnym wręcz przepychem, rzeźbami oraz złoceńmi, zachwycał kościoły od XVI wieku?;łatwe;Barok;Rokoko;Klasycyzm;Secesja
Sztuka i Architektura;Style Architektoniczne;Jaki bardzo wczesnośredniowieczny, zwalisty kierunek sztuki wyróżniał się ciężkimi, wręcz obronnymi grubymi murami oraz nad wyraz małymi oknami (w obawie przed najazdem)?;łatwe;Styl romański;Styl gotycki;Styl bizantyjski;Styl renesansowy
Sztuka i Architektura;Style Architektoniczne;Jaki całkowicie nowoczesny, wręcz oszczędny do bólu styl architektoniczny XX wieku po odrzuceniu wszelkich ornamentów postawił nade wszystko na samą funkcję w betonowym i szklanym bloku?;łatwe;Modernizm;Secesja;Eklektyzm;Rokoko
Sztuka i Architektura;Polscy Malarze;"Który wybitny, krakowski, XIX-wieczny malarz specjalizujący się w ogromnych polach bitewnych polskiej historii narysował z wielkim pietyzmem ogromne płótno ""Bitwa pod Grunwaldem""?";łatwe;Jan Matejko;Jacek Malczewski;Juliusz Kossak;Józef Chełmoński
Sztuka i Architektura;Polscy Malarze;"Kto z polskich realistycznych twórców jest znakomitym autorem pięknego, bardzo znanego i chwytającego za sielskie serce obrazu ""Bociany"" - ukazującego polskiego chłopa na zoranej roli?";łatwe;Józef Chełmoński;Leon Wyczółkowski;Aleksander Gierymski;Jan Stanisławski
Sztuka i Architektura;Polscy Malarze;Jaki krakowski malarz bezapelacyjnie i zawsze powszechnie uważany jest za głównego, najwybitniejszego przedstawiciela i geniusza symbolizmu (na jego obrazach mieszają się zwykli ludzie z faunami, i upadłymi zjawami)?;łatwe;Jacek Malczewski;Stanisław Wyspiański;Artur Grottger;Wojciech Kossak
Sztuka i Architektura;Polscy Malarze;Z jakiego konkretnego, powtarzanego i ulubionego bardzo przez malarzy motywu pejzażowego, ruszającego mocno w bój i galopującego często z ułanami po stepach, zasłynął szerzej znany jako artystyczny rod Kossaków (m.in. Wojciech czy Juliusz)?;łatwe;Z pięknych scen ze spłoszonymi, galopującymi końmi (i batalistyką);Z mrocznej, zgniłej martwej natury na stołach;Z oficjalnych i portretów dworskich magnaterii;Z dalekich horyzontów burzliwych pejzaży wielkiego morza
Sztuka i Architektura;Polscy Malarze;Jaka niezwykle ekstrawagancka, brylująca na salonach dwudziestowieczna, światowa, polska malarka zasłynęła mocno w USA i Paryżu eleganckimi portretami sławnych i bogatych i odważnymi kobiecymi aktami w nowym stylu - Art Deco?;łatwe;Tamara Łempicka;Olga Boznańska;Zofia Stryjeńska;Magdalena Abakanowicz
Sztuka i Architektura;Słynne Rzeźby i Pomniki;"Który tytan i niewyobrażalny renesansowy mistrz w młodości z powodzeniem wydobył na zawsze z jednej, kłopotliwej, ogromnej bryły twardego, białego marmuru niesamowitą sylwetkę, wielkiego posągu biblijnego ""Dawida""?";łatwe;Michał Anioł (Michelangelo Buonarroti);Donatello;Gian Lorenzo Bernini;Auguste Rodin
Sztuka i Architektura;Słynne Rzeźby i Pomniki;"Jaki wspaniały, francuski tytan rzeźbiarstwa zaprojektował potężną, dumaną, niezwykle umięśnioną, nagą postać mocno siedzącego do zadumy mężczyzny z ciężką głową podpartą na dłoni, zwaną wszędzie dzisiaj ""Myślicielem""?";łatwe;Auguste Rodin;Edgar Degas;Camille Claudel;Constantin Brâncuși
Sztuka i Architektura;Słynne Rzeźby i Pomniki;Który gigantyczny, zjawiskowo pokryty zielonkawą powłoką patyny i oficjalnie kiedyś podarowany narodowi i rządowi z dumnej Francji wielki posąg, z wyciągniętą dłonią wita wędrowców, emigrantów i statki dopływające do Nowego Jorku z Europy?;łatwe;Statua Wolności (Lady Liberty);Pomnik Jerzego Waszyngtona;Ogromny Chrystus Zbawiciel;Pomnik Prezydenta Abrahama Lincolna
Sztuka i Architektura;Słynne Rzeźby i Pomniki;Z jakiej szczególnej, otwartej formy i wyjątkowego gestu na świecie zasłynął wielki, podziwiany powszechnie brazylijski ogromny pomnik Chrystusa Odkupiciela, umiejscowiony na pięknym i urwistym szczycie góry Corcovado w zatłoczonym na dole Rio de Janeiro?;łatwe;Z rozłożonych i szeroko, przyjaźnie otwartych i obejmujących rąk;Ze świecącej i ciężkiej złotej wysokiej korony z wielkich cierni na głowie;Z wycelowanej, bojowej dzidy i włóczni uniesionej do rzutu w jednej, prawej dłoni;Z niezwykle ciężkiego, potężnego kamiennego krzyża dumnie zawieszonego u niego na plecach
Sztuka i Architektura;Słynne Rzeźby i Pomniki;"Czego fizycznie bardzo dotkliwie, lecz przy zachowaniu wielkiego antycznego artyzmu w proporcjach, brakuje w wyeksponowanym dumnie we francuskim Muzeum Luwrze, starożytnym greckim posągu na poły rozebranej bogini pieszczotliwie zwanej powszechnie ""Wenus z Milo""?";łatwe;Obu przednich i długich ułamanych niestety rąk posągu;Dużej, odłupanej kiedyś całkowicie przy upadku w piach pięknej głowy posągu;Urwanej po uderzeniu przez dawnych rzeźbiarzy całej zgiętej w lewo i uciętej nogi;Obitego ostrym rzemieniem długiego i zniszczonego greckiego smukłego i wielkiego nosa posągu
Sztuka i Architektura;Architektura Sakralna;W jakim hiszpańskim, niesamowicie zakręconym, i gorącym wakacyjnym mieście Katalonii, do dzisiaj pod ciężkimi żurawiami, mozolnie, ciągle budowana od ponad bardzo długiego wieku z projektu Antonio Gaudiego wyrasta pod słońce bajkowa i dziwna wręcz bazylika zwaną powszechnie Sagrada Família?;łatwe;W Barcelonie;W Madrycie;W Walencji;W Sewilli
Sztuka i Architektura;Architektura Sakralna;Jak konkretnie, z biblijnego imienia, nazywa się najważniejszy, absolutnie nadrzędny oraz potężnie wielki duszpasterski pierwszy na świecie świątynny chrześcijański kościół zlokalizowany pośrodku kurii w Watykanie, dysponujący ogromną kopułą pędzla renesansowego, wielce rzucającą się i zawsze dostrzegalną z odległych rzymskich ulic i wszystkich zakątków?;łatwe;Bazylika Świętego Piotra na Watykanie;Katedra pod wezwaniem Notre-Dame w Rzymie;Rzymski zabytkowy Panteon Wszystkich Bogów;Rzymska, monumentalna Bazylika imienia Św. i wielkiego misjonarza Pawła
Sztuka i Architektura;Architektura Sakralna;Jaka ogromna gotycka perła sztuki, symbol i znana turystycznie potężna paryska wyspowa katedra, która grała rolę u samego Victora Hugo, niestety uległa niespodziewanemu przez nikogo i potwornemu, niszczycielskiemu gigantycznemu pożarowi, podczas którego całkowicie spłoną i osypał się piękny dach wiosną w 2019 roku zszokowawszy Europę?;łatwe;Katedra Notre-Dame;Bazylika Sacré-Cœur;Katedra w Chartres;Kaplica Sainte-Chapelle
Sztuka i Architektura;Architektura Sakralna;W jakim odległym i niesamowitym kulturowo oraz historycznie wschodnim i wielkim kraju leży niezwykle zachwycający, znany na każdej karcie pocztówkowej świata biały, lśniący na słonecznym południu wielki marmurowy dawny islamski potężny grobowiec dla zmarłej kochającej żony na polecenie samego wielkiego władcy, nazywany poetycko Tadź Mahal?;łatwe;W dawnych w Indiach;W muzułmańskim Pakistanie;W otomańskiej Turcji;W gorącym i piaskowym starożytnym Egipcie
Sztuka i Architektura;Architektura Sakralna;Co bardzo wyraziście z daleka zazwyczaj na szczycie i wysoko pod błękitem wieńczy, bogato wykańczając swym okrągłym kształtem dumnie na wysokich zwalistych wieżach, w wielu bogatych słowiańskich prawosławnych oraz klasycznie z wielkim złotym krzyżem tradycyjnych ruskich murowanych na pamiątkę cerkwiach ich najważniejszą górną część architektonicznego zewnętrznego budynku modlitewnego?;łatwe;Pękata, najczęściej cebulasta i wielce pękata, malowana we wzory lub cała i okryta z blachy wielka miedziana i widocznie złocista i cebulowa pod spodem, szeroka ogromna obła kopuła, wraz ze strzelistym spiętym wysoko spiczastym miedzianym błyszczącym krzyżem prawosławnym.;Strzelista, bardzo pociągła wręcz strzelająca i niesamowicie ostra wprost długa betonowa i trójkątna w swym obrysie szpiczasta twarda, z metalową iglica do nieba.;Całkowicie i kompletnie po wybudowaniu prosty, równoległy wręcz odcięty i betonowy czy ociosany, ułożony z ciężkich wielkich prostokątnych belek bardzo płaski wielki czarny, potężny dach i sufit budowlany.;Wielki, mieniący i wspaniały rzemieślniczy olśniewający i lśniący, kolorowy, okrągły na szkle pod blask ogromny z pieca, witraż frontowy przypominający kształtem słońce i formowany tak w zwaną ozdobną kwiecistą i okrągłą różę do rozet
Sztuka i Architektura;Muzea i Galerie Sztuki;Jakie słynne muzeum w Paryżu zasłynęło z kontrowersyjnej szklanej piramidy ustawionej przy wejściu?;łatwe;Luwr;Musée d'Orsay;Centre Pompidou;Tate Modern
Sztuka i Architektura;Muzea i Galerie Sztuki;W jakim europejskim mieście znajduje się słynne Muzeum Prado z jedną z największych kolekcji malarstwa europejskiego?;łatwe;W Madrycie;W Rzymie;W Paryżu;W Londynie
Sztuka i Architektura;Muzea i Galerie Sztuki;Które wielkie narodowe muzeum w Londynie gromadzi ponad 8 milionów eksponatów z całego świata, w tym słynny Kamień z Rosetty?;łatwe;Muzeum Brytyjskie (British Museum);The National Gallery;Tate Britain;Muzeum Historii Naturalnej w Londynie (Natural History Museum)
Sztuka i Architektura;Muzea i Galerie Sztuki;W którym krakowskim muzeum można zobaczyć słynny obraz Leonarda da Vinci 'Dama z gronostajem'?;łatwe;Muzeum Czartoryskich (oddział Muzeum Narodowego w Krakowie);Na Zamku Królewskim na Wawelu;W Sukiennicach na Rynku Głównym;W MOCAK (Muzeum Sztuki Współczesnej w Krakowie)
Sztuka i Architektura;Muzea i Galerie Sztuki;Jak nazywa się największe muzeum sztuki w Nowym Jorku, znane powszechnie pod skrótem 'The Met'?;łatwe;Metropolitan Museum of Art;MoMA (Museum of Modern Art);Guggenheim Museum;Smithsonian Institution
Sztuka i Architektura;Sztuka Współczesna i Street Art;Pod jakim tajemniczym i znanym pseudonimem, tworzy bardzo znany, wręcz słynny z krytyki politycznej brytyjski artysta uliczny?;łatwe;Banksy;Invader;Shepard Fairey;KAWS
Sztuka i Architektura;Sztuka Współczesna i Street Art;Jaki artysta pop-art seryjnie odbijał na sitodruku puszki zupy Campbell's czy uśmiechniętą Marilyn Monroe?;łatwe;Andy Warhol;Roy Lichtenstein;Jackson Pollock;Mark Rothko
Sztuka i Architektura;Sztuka Współczesna i Street Art;"Jaką potoczną formą farb artyści zaliczani do ""Street artu"" z racji tempa, najczęściej rysują po betonowych murach miasta?";łatwe;Farbami w sprayu (w puszkach);Wodnistymi szybkimi akwarelami i pędzlem;Grubą suchą kolorową szkolną kredą;Powlokowymi gęstymi olejami na płótnie
Sztuka i Architektura;Sztuka Współczesna i Street Art;Jaka światowej sławy awangardowa malarka z Japonii fascynuje wszystkich artystycznymi wielkimi przestrzeniami usłanymi po sufit powtarzanymi barwnymi i bardzo powszechnie modnymi w ubiorze z mody na tkaninach i strojach po kropkami?;łatwe;Yayoi Kusama;Yoko Ono;Takashi Murakami;Mariko Mori
Sztuka i Architektura;Sztuka Współczesna i Street Art;Z jakiego codziennego przedmiotu Marcel Duchamp stworzył słynne dadaistyczne dzieło 'Fontanna' (1917), szokując ówczesny świat sztuki?;łatwe;Z pisuaru;Z bidetu;Z krzesła z wyciętym otworem;Z kranu wodociągowego
Sztuka i Architektura;Słynne Budowle Świata;Jak nazywa się starożytna chińska budowla obronna ciągnąca się przez góry na długości tysięcy kilometrów?;łatwe;Wielki Mur Chiński;Mur Hadriana;Mur Berliński;Mur Aureliana
Sztuka i Architektura;Słynne Budowle Świata;Jaka stalowa wieża wybudowana w Paryżu na Wystawę Światową w 1889 roku jest dziś symbolem Francji?;łatwe;Wieża Eiffla;Łuk Triumfalny;Panteon;Grand Palais
Sztuka i Architektura;Słynne Budowle Świata;Który wieżowiec w Dubaju jest najwyższym budynkiem na świecie?;łatwe;Burdż Chalifa;Empire State Building;Taipei 101;Petronas Towers
Sztuka i Architektura;Słynne Budowle Świata;Jak nazywa się słynny starożytny amfiteatr w Rzymie, gdzie odbywały się walki gladiatorów?;łatwe;Koloseum;Forum Romanum;Panteon;Cyrk Wielki
Sztuka i Architektura;Zamki i Pałace Polski;W jakim polskim mieście znajduje się największy na świecie gotycki zamek, dawna siedziba Wielkich Mistrzów Krzyżackich?;łatwe;W Malborku;W Kwidzynie;W Bytowie;W Gniewie
Sztuka i Architektura;Zamki i Pałace Polski;Jakie legendarne zwierzę rzekomo drzemało przez stulecia w jaskini pod Wzgórzem Wawelskim w Krakowie?;łatwe;Smok Wawelski;Bazyliszek;Lew Wawelski;Czarny Kruk
Sztuka i Architektura;Starożytność i Antyk;Jak nazywa się słynna, znajdująca się na ateńskim Akropolu świątynia poświęcona bogini Atenie?;łatwe;Partenon;Panteon;Erechtejon;Ziggurat
Sztuka i Architektura;Starożytność i Antyk;Jaki antyczny, grecki rzeźbiarz jest autorem słynnego rzeźby 'Dyskobol', przedstawiającej atletę tuż przed rzutem dyskiem?;łatwe;Myron;Fidiasz;Poliklet;Praksyteles
Sztuka i Architektura;Starożytność i Antyk;W jakim kraju zachowały się monumentalne grobowce w kształcie ostrosłupów, z których największy należy do Cheopsa?;łatwe;W Egipcie;W Grecji;W Meksyku;W Peru
Sztuka i Architektura;Starożytność i Antyk;Jak w starożytnej Grecji nazywano ozdobne, ceramiczne naczynie z dwoma uchwytami, służące do przechowywania wina lub oliwy?;łatwe;Amfora;Kielich;Urna;Dzban
Sztuka i Architektura;Starożytność i Antyk;Jakie trzy klasyczne porządki architektoniczne wyróżniamy w starożytnej Grecji, patrząc na kształt kolumn?;łatwe;Dorycki, joński i koryncki;Romański, gotycki i renesansowy;Klasyczny, barokowy i rokokowy;Tuskański, kompozytowy i dorycki
Sztuka i Architektura;Impresjonizm;Od tytułu obrazu jakiego malarza ('Impresja, wschód słońca') pochodzi nazwa całego kierunku - impresjonizmu?;łatwe;Claude'a Moneta;Vincenta van Gogha;Edgara Degasa;Pierra-Auguste'a Renoira
Sztuka i Architektura;Impresjonizm;Co było głównym założeniem i celem malarzy impresjonistów wychodzących ze sztalugami w plener?;łatwe;Uchwycenie ulotnej chwili i światła;Realistyczne odwzorowanie bitew historycznych;Malowanie w konwencji mrocznego absurdu;Dokładne, geometryczne kształty
Sztuka i Architektura;Impresjonizm;Który francuski impresjonista zasłynął przede wszystkim z malowania delikatnych tancerek baletowych?;łatwe;Edgar Degas;Paul Cézanne;Édouard Manet;Claude Monet
Sztuka i Architektura;Impresjonizm;W jakim mieście impresjonizm narodził się w II połowie XIX wieku i rozwijał najprężniej, stając się centrum sztuki?;łatwe;W Paryżu;W Rzymie;W Londynie;W Wiedniu
Sztuka i Architektura;Polska Sztuka Ludowa;Jaka polska wieś na Powiślu Dąbrowskim słynie w całej Europie z malowania domów w przepiękne, barwne kwiaty?;łatwe;Zalipie;Koniaków;Zakopane;Łowicz
Sztuka i Architektura;Polska Sztuka Ludowa;Z jakiego trudnego i misternego rękodzieła koronkarskiego słynie niewielka miejscowość Koniaków na Śląsku Cieszyńskim?;łatwe;Z koronek koniakowskich;Z malowania pisanek;Z rzeźbienia w węglu;Z wycinanek łowickich
Sztuka i Architektura;Polska Sztuka Ludowa;Z czego wykonuje się tradycyjne, polskie wielkanocne palmy z okolic Kurpiów, sięgające nierzadko kilkunastu metrów?;łatwe;Z bibuły, wstążek i roślin;Z metalu i drutu;Z wikliny i gliny;Z plastiku
Sztuka i Architektura;Polska Sztuka Ludowa;Jaki wyjątkowy, drewniany styl architektoniczny w górach zapoczątkował pod koniec XIX wieku Stanisław Witkiewicz?;łatwe;Styl zakopiański;Styl krakowski;Styl kurpiowski;Styl kaszubski
Sztuka i Architektura;Polska Sztuka Ludowa;Z jakiego kolorowego papieru z użyciem nożyc do strzyżenia owiec powstają tradycyjne, ludowe wycinanki z Łowicza?;łatwe;Z glansowanego (kolorowego) papieru;Z czerpanego pergaminu;Z bibuły marszczonej;Z folii aluminiowej
Sztuka i Architektura;Sztuka Orientu;Jak w sztuce Japonii nazywa się znana na całym świecie precyzyjna i tradycyjna sztuka składania papieru bez użycia nożyczek?;łatwe;Origami;Ikebana;Bonsai;Kintsugi
Sztuka i Architektura;Sztuka Orientu;Jak nazywa się japońska sztuka i wielka filozofia estetyczna układania ściętych kwiatów i gałęzi?;łatwe;Ikebana;Origami;Bonsai;Haiku
Sztuka i Architektura;Sztuka Orientu;Jaka słynna, dynamiczna rycina przedstawiająca ogromną, morską grzywę przed górą Fudżi jest dziełem Katsushiki Hokusaia?;łatwe;Wielka fala w Kanagawie;Spokojne Morze Wewnętrzne;Tsunami;Burza nad Tokio
Sztuka i Architektura;Sztuka Orientu;Co jest podstawą kaligrafii, traktowanej w krajach Dalekiego Wschodu (jak Chiny) jako wyrafinowana gałąź sztuk pięknych?;łatwe;Sztuka pięknego i starannego pisania znaków (pędzlem);Sztuka parzenia herbaty;Sztuka rysowania smoków tuszem;Sztuka wypalania ceramiki
Sztuka i Architektura;Sztuka Orientu;Jak nazywają się małe, formowane latami miniaturowe drzewka w doniczkach, będące japońską formą rzeźbienia natury?;łatwe;Bonsai;Netsuke;Origami;Sushi
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Jak nazywał się najstarszy, prymitywny przyrząd optyczny w postaci ciemnej skrzynki z otworkiem, będący prototypem aparatu?;łatwe;Camera obscura;Kalejdoskop;Dagerotyp;Teleskop
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Jaka firma na przełomie XIX i XX w. spopularyzowała pierwszą amatorską kliszę z hasłem 'Ty naciskasz guzik, my robimy resztę'?;łatwe;Kodak;Polaroid;Canon;Nikon
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Czym charakteryzuje się kultowy aparat marki Polaroid, wynaleziony w połowie ubiegłego wieku?;łatwe;Błyskawicznym wywoływaniem zdjęcia prosto z aparatu;Zapisem wideo na taśmie magnetycznej;Działaniem w całkowitej ciemności bez lampy;Zapisem cyfrowym na kartę pamięci
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Jaki profesjonalny, światowy program komputerowy od firmy Adobe stał się w branży synonimem retuszu grafiki i zdjęć?;łatwe;Photoshop;CorelDRAW;Lightroom;Paint
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Jak w fotografii cyfrowej nazywa się najmniejszy, pojedynczy punkt świetlny składający się na całą matrycę obrazu?;łatwe;Piksel;Megabajt;Wektor;Ziarno
Sztuka i Architektura;Teatr i Opera;Jakie dwa antyczne symbole, najczęściej w formie połączonych twarzy, są powszechnym logotypem sztuki teatralnej?;łatwe;Maska tragiczna i komiczna;Waga i miecz;Złota lira i wieniec;Czerwona i czarna kurtyna
Sztuka i Architektura;Teatr i Opera;Kto napisał najsłynniejszy i najczęściej wystawiany dramat romantyczny w historii, 'Romeo i Julię'?;łatwe;William Szekspir;Molière;Johann Wolfgang von Goethe;Sofokles
Sztuka i Architektura;Teatr i Opera;Jak w sztuce operowej nazywa się rozbudowana, solowa pieśń z akompaniamentem orkiestry, pokazująca kunszt wokalisty?;łatwe;Aria;Uwertura;Libretto;Chór
Sztuka i Architektura;Teatr i Opera;W jakim włoskim mieście znajduje się prawdopodobnie najsłynniejszy i najbardziej prestiżowy gmach opery - La Scala?;łatwe;W Mediolanie;W Wenecji;W Rzymie;We Florencji
Sztuka i Architektura;Teatr i Opera;Czym jest 'libretto' w kontekście spektaklu operowego lub operetki?;łatwe;Tekstem (scenariuszem) całego utworu;Pałeczką dyrygenta orkiestry;Główną i najdłuższą przerwą podczas sztuki;Balkonem dla najbogatszych widzów
Sztuka i Architektura;Słynni Malarze;Który holenderski malarz złotego wieku XVII w. jest autorem obrazu 'Dziewczyna z perłą'?;trudne;Jan Vermeer;Rembrandt van Rijn;Frans Hals;Pieter de Hooch
Sztuka i Architektura;Impresjonizm;Który impresjonista namalował serię obrazów przedstawiających katedrę w Rouen o różnych porach dnia?;trudne;Claude Monet;Edgar Degas;Pierre-Auguste Renoir;Camille Pissarro
Sztuka i Architektura;Style Architektoniczne;Który styl architektoniczny charakteryzuje się łukiem ostrym, żebrowym sklepieniem krzyżowo-żebrowym oraz szkarpami i przyporami?;trudne;Gotyk;Romanizm;Barok;Renesans
Sztuka i Architektura;Słynne Budowle Świata;Jak nazywa się architekt, który zaprojektował operę w Sydney (Australii)?;trudne;Jørn Utzon;Frank Lloyd Wright;Le Corbusier;Oscar Niemeyer
Sztuka i Architektura;Architektura Sakralna;Który architekt zaprojektował kościół Sagrada Família w Barcelonie?;trudne;Antoni Gaudí;Santiago Calatrava;Lluís Domènech i Montaner;Josep Puig i Cadafalch
Sztuka i Architektura;Słynne Rzeźby i Pomniki;W którym roku odsłonięto Statuę Wolności w Nowym Jorku?;trudne;1886;1876;1900;1865
Sztuka i Architektura;Muzea i Galerie Sztuki;W którym mieście znajduje się muzeum Prado, jedno z największych na świecie muzeów sztuki?;trudne;Madryt;Barcelona;Lizbona;Sewilla
Sztuka i Architektura;Najdroższe Obrazy Świata;Który obraz Leonarda da Vinci sprzedano w 2017 roku za rekordową kwotę ponad 450 milionów dolarów?;trudne;Salvator Mundi;Dama z gronostajem;Piękna Ferronnière;Zwiastowanie
Sztuka i Architektura;Polscy Malarze;Który polski malarz stworzył monumentalny obraz 'Bitwa pod Grunwaldem' (1878), jeden z największych historycznych obrazów w malarstwie polskim?;trudne;Jan Matejko;Józef Brandt;Wojciech Kossak;Aleksander Gierymski
Sztuka i Architektura;Polska Sztuka Ludowa;Z którym regionem Polski tradycyjnie kojarzona jest wycinanka łowicka?;trudne;Mazowsze;Podhale;Kaszuby;Kurpie
Sztuka i Architektura;Starożytność i Antyk;Jak nazywa się technika malarstwa ściennego stosowana w starożytności, polegająca na malowaniu na świeżym, wilgotnym tynku?;trudne;Fresk (al fresco);Enkaustyka;Tempera;Mozaika
Sztuka i Architektura;Sztuka Orientu;Jak nazywa się japońska technika układania kwiatów, uznawana za formę sztuki i filozofii?;trudne;Ikebana;Origami;Bonsai;Sumi-e
Sztuka i Architektura;Sztuka Współczesna i Street Art;Który anonimowy brytyjski artysta street artu jest autorem słynnych prac takich jak 'Balloon Girl' czy 'Napalm'?;trudne;Banksy;Shepard Fairey;Jean-Michel Basquiat;Keith Haring
Sztuka i Architektura;Zamki i Pałace Polski;Który polski zamek, zwany 'Perłą Renesansu', wzniesiony nad Wisłą w Baranowie Sandomierskim, uchodzi za jeden z najpiękniejszych zamków renesansowych w Polsce?;trudne;Zamek w Baranowie Sandomierskim;Zamek Królewski w Warszawie;Zamek w Łańcucie;Zamek w Niedzicy
Sztuka i Architektura;Fotografia i Sztuka Cyfrowa;Który wynalazca i artysta jest uznawany za twórcę dagerotypii - jednego z pierwszych praktycznych procesów fotograficznych?;trudne;Louis Daguerre;William Henry Fox Talbot;Nicéphore Niépce;George Eastman
Sztuka i Architektura;Teatr i Opera;Który kompozytor napisał operę 'Tristan i Izolda' (Tristan und Isolde), uważaną za przełomową w historii muzyki europejskiej?;trudne;Richard Wagner;Giuseppe Verdi;Giacomo Puccini;Wolfgang Amadeus Mozart
