category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Literatura i Język;Gramatyka i Ortografia;Która część mowy odmienia się przez przypadki i odpowiada na pytania: kto? co?;łatwe;Rzeczownik;Czasownik;Przymiotnik;Przysłówek
Literatura i Język;Gramatyka i Ortografia;Jak nazywają się wyrazy o znaczeniu przeciwstawnym (np. biały - czarny)?;łatwe;Antonimy;Synonimy;Homonimy;Neologizmy
Literatura i Język;Gramatyka i Ortografia;Na jakie pytania odpowiada przypadek zwany Dopełniaczem?;łatwe;kogo? czego? (nie ma);kogo? co? (widzę);komu? czemu? (się przyglądam);z kim? z czym? (idę)
Literatura i Język;Gramatyka i Ortografia;Które z poniższych słów jest poprawnie zapisane ortograficznie?;łatwe;Rzeżucha;Rzerzucha;Żeżucha;Żerzucha
Literatura i Język;Gramatyka i Ortografia;Kto, co, jaki, który, gdzie, kiedy – to zaimki...;łatwe;Pytające;Wskazujące;Dzierżawcze;Osobowe
Literatura i Język;Kryminały i Thrillery;Jak nazywa się genialny detektyw stworzony przez Arthura Conana Doyle'a?;łatwe;Sherlock Holmes;Herkules Poirot;Philip Marlowe;Kojak
Literatura i Język;Kryminały i Thrillery;Jaka brytyjska pisarka zyskała tytuł 'Królowej Kryminału'?;łatwe;Agatha Christie;J.K. Rowling;Camilla Läckberg;Mary Shelley
Literatura i Język;Kryminały i Thrillery;Kto z polskich autorów stworzył popularną serię o komisarzu Forście?;łatwe;Remigiusz Mróz;Katarzyna Bonda;Zygmunt Miłoszewski;Marek Krajewski
Literatura i Język;Kryminały i Thrillery;Jak nazywa się szwedzki dziennikarz, autor trylogii 'Millennium'?;łatwe;Stieg Larsson;Jo Nesbø;Henning Mankell;Håkan Nesser
Literatura i Język;Kryminały i Thrillery;Jaki owalny, łysy detektyw Belg rozwiązywał zagadki u Agathy Christie?;łatwe;Herkules Poirot;Panna Marple;Inspektor Japp;Kapitan Hastings
Literatura i Język;Fantasy i Sci-Fi;Który polski autor napisał kultową sagę o Wiedźminie Geralcie z Rivii?;łatwe;Andrzej Sapkowski;Jacek Dukaj;Stanisław Lem;Jarosław Grzędowicz
Literatura i Język;Fantasy i Sci-Fi;Jak nazywał się magiczny świat stworzony w książkach J.R.R. Tolkiena?;łatwe;Śródziemie;Narnia;Hogwart;Westeros
Literatura i Język;Fantasy i Sci-Fi;Kto napisał przełomową powieść science fiction 'Diuna' z 1965 roku?;łatwe;Frank Herbert;Isaac Asimov;Philip K. Dick;Arthur C. Clarke
Literatura i Język;Fantasy i Sci-Fi;Jak ma na imię bohater, który uczył się w szkole magii i czarodziejstwa Hogwart?;łatwe;Harry Potter;Percy Jackson;Frodo Baggins;Jon Snow
Literatura i Język;Fantasy i Sci-Fi;Kto jest autorem 'Dzienników gwiazdowych' i stwórcą postaci Ijona Tichego?;łatwe;Stanisław Lem;Jacek Dukaj;Janusz Zajdel;Szczepan Twardoch
Literatura i Język;Słynne Cytaty Literackie;Z jakiego dramatu Williama Szekspira pochodzą słowa 'Być albo nie być'?;łatwe;Z Hamleta;Z Makbeta;Z Romea i Julii;Z Otella
Literatura i Język;Słynne Cytaty Literackie;Kto nawoływał słowami: 'Miej serce i patrzaj w serce!' w balladzie Romantyczność?;łatwe;Adam Mickiewicz;Juliusz Słowacki;Cyprian Kamil Norwid;Bolesław Prus
Literatura i Język;Słynne Cytaty Literackie;W jakiej bajce znajdziemy cytat: 'Dobrze widzi się tylko sercem'?;łatwe;W Małym Księciu;W Kubusiu Puchatku;W Alicji w Krainie Czarów;W Piotrusiu Panie
Literatura i Język;Słynne Cytaty Literackie;Jakiej starożytnej postaci przypisuje się słowa: 'Wiem, że nic nie wiem'?;łatwe;Sokratesowi;Arystotelesowi;Platonowi;Pitagorasowi
Literatura i Język;Słynne Cytaty Literackie;Z jakiej pieśni pochodzą słowa 'Nie rzucim ziemi skąd nasz ród'?;łatwe;Z Roty (M. Konopnicka);Z Mazurka Dąbrowskiego;Z Bogurodzicy;Z Warszawianki
Literatura i Język;Literatura Dziecięca;Kto napisał urocze opowieści o misiu zwanym Kubusiem Puchatkiem?;łatwe;A.A. Milne;Hans Christian Andersen;Astrid Lindgren;Roald Dahl
Literatura i Język;Literatura Dziecięca;Jak nazywał się drewniany pajacyk, któremu po kłamstwie rósł nos?;łatwe;Pinokio;Gepetto;Plastuś;Krasnal Hałabała
Literatura i Język;Literatura Dziecięca;W jakim niezwykłym domu mieszkała ruda Pippi Pończoszanka?;łatwe;W Willi Śmiesznotce;W Akademii Pana Kleksa;W Chatce Puchatka;W Dolinie Muminków
Literatura i Język;Literatura Dziecięca;Z kim przy herbatce siedziała Alicja w Krainie Czarów?;łatwe;Z Szalonym Kapelusznikiem;Z Królową Śniegu;Ze Złym Wilkiem;Z Kotem w Butach
Literatura i Język;Literatura Dziecięca;Kto jest twórcą postaci ekscentrycznego czarodzieja, Ambrożego Kleksa?;łatwe;Jan Brzechwa;Julian Tuwim;Kornel Makuszyński;Wanda Chotomska
Literatura i Język;Klasyka Światowa;Kto napisał najsłynniejszy tragiczny romans świata 'Romeo i Julia'?;łatwe;William Shakespeare;Dante Alighieri;Molier;Johann Wolfgang von Goethe
Literatura i Język;Klasyka Światowa;Jak miał na imię hiszpański szlachcic, który walczył z wiatrakami?;łatwe;Don Kichot;Sancho Pansa;Cyd;Hamlet
Literatura i Język;Klasyka Światowa;Kto jest autorem mrocznej, psychologicznej powieści 'Zbrodnia i kara'?;łatwe;Fiodor Dostojewski;Lew Tołstoj;Antoni Czechow;Aleksander Puszkin
Literatura i Język;Klasyka Światowa;W jakiej epickiej powieści występuje postać zbiegłego galernika Jeana Valjeana?;łatwe;W Nędznikach;W Hrabim Monte Christo;W Katedrze Marii Panny;W Trzech Muszkieterach
Literatura i Język;Klasyka Światowa;Kto jest autorem znanej antyutopii o totalitarnym ustroju pt. 'Rok 1984'?;łatwe;George Orwell;Aldous Huxley;Ray Bradbury;H.G. Wells
Literatura i Język;Komiksy i Powieści Graficzne;Z jakiego mrocznego, fikcyjnego miasta pochodzi komiksowy Batman?;łatwe;Z Gotham City;Z Metropolis;Z Nowego Jorku;Ze Star City
Literatura i Język;Komiksy i Powieści Graficzne;Który scenarzysta stworzył większość najpopularniejszych postaci komiksów Marvela?;łatwe;Stan Lee;Jack Kirby;Bob Kane;Frank Miller
Literatura i Język;Komiksy i Powieści Graficzne;Jakim zwierzęciem jest kultowy polski bohater komiksowy, Tytus de Zoo?;łatwe;Szympansem;Psem;Kotem;Koziołkiem
Literatura i Język;Komiksy i Powieści Graficzne;Jak ma na imię mały Gal, który walczy z Rzymianami po wypiciu magicznego napoju?;łatwe;Asteriks;Obeliks;Kajko;Panoramiks
Literatura i Język;Komiksy i Powieści Graficzne;Z jakiej odległej i zniszczonej planety przybył na Ziemię Superman?;łatwe;Z Kryptona;Z Marsa;Z Asgardu;Z Tatooine
Literatura i Język;Przysłowia i Powiedzenia;Jak kończy się polskie przysłowie: 'Gdzie kucharek sześć...'?;łatwe;...tam nie ma co jeść.;...tam obiad pyszny.;...tam naczynia brudne.;...tam praca wre.
Literatura i Język;Przysłowia i Powiedzenia;Co oznacza potoczny związek frazeologiczny 'niedźwiedzia przysługa'?;łatwe;Przysługę, która przyniosła więcej szkody niż pożytku;Wielką, bezinteresowną pomoc;Przysługę wykonaną bardzo wolno;Pomoc w walce ze zwierzętami
Literatura i Język;Przysłowia i Powiedzenia;W jakie miejsce nie zagląda się darowanemu koniowi?;łatwe;W zęby;W kopyta;W oczy;W uszy
Literatura i Język;Przysłowia i Powiedzenia;Kto rano wstaje, temu...?;łatwe;Pan Bóg daje.;ptak śpiewa.;dzień szybko mija.;kawa najlepiej smakuje.
Literatura i Język;Mitologia w Literaturze;Kto jest autorem najpopularniejszego w Polsce, szkolnego zbioru 'Mitologia'?;łatwe;Jan Parandowski;Zygmunt Kubiak;Wanda Markowska;Robert Graves
Literatura i Język;Mitologia w Literaturze;Jak nazywał się trzygłowy pies, który strzegł wejścia do greckich zaświatów?;łatwe;Cerber;Ortros;Pegaz;Minotaur
Literatura i Język;Mitologia w Literaturze;Ile morderczych prac musiał wykonać mityczny heros Herakles (Herkules)?;łatwe;Dwanaście;Dziesięć;Siedem;Trzy
Literatura i Język;Mitologia w Literaturze;Który z mitologicznych ptaków potrafił co jakiś czas spłonąć, by odrodzić się z popiołów?;łatwe;Feniks;Gryf;Harpia;Syrena
Literatura i Język;Współcześni Pisarze Polscy;Kto napisał bestsellerową, mroczną powieść o Warszawie pt. 'Ślepnąc od świateł'?;łatwe;Jakub Żulczyk;Szczepan Twardoch;Zygmunt Miłoszewski;Remigiusz Mróz
Literatura i Język;Współcześni Pisarze Polscy;Który współczesny polski pisarz zasłynął powieściami osadzonymi w dwudziestoleciu (np. 'Król')?;łatwe;Szczepan Twardoch;Marek Krajewski;Andrzej Stasiuk;Jacek Dehnel
Literatura i Język;Współcześni Pisarze Polscy;Jak nazywa się niezwykle płodny polski autor thrillerów prawniczych, m.in. o Joannie Chyłce?;łatwe;Remigiusz Mróz;Wojciech Chmielarz;Ryszard Ćwirlej;Tomasz Sekielski
Literatura i Język;Współcześni Pisarze Polscy;Który znany polski reportażysta jest autorem książki 'Zrób sobie raj' o Czechach?;łatwe;Mariusz Szczygieł;Ryszard Kapuściński;Jacek Hugo-Bader;Wojciech Tochman
Literatura i Język;Współcześni Pisarze Polscy;Kto powołał do życia kultową, humorystyczną postać egzorcysty-bimbrownika Jakuba Wędrowycza?;łatwe;Andrzej Pilipiuk;Jacek Komuda;Tomasz Kołodziejczak;Rafał Kosik
Literatura i Język;Języki Obce;Jaki język na świecie ma największą liczbę osób, dla których jest to język ojczysty?;łatwe;Chiński mandaryński;Hiszpański;Angielski;Arabski
Literatura i Język;Języki Obce;Z jakiego języka oryginalnie wywodzi się słowo 'karaoke'?;łatwe;Z japońskiego;Z chińskiego;Z koreańskiego;Z wietnamskiego
Literatura i Język;Języki Obce;Jaki romański język jest oficjalnym językiem urzędowym w Brazylii?;łatwe;Portugalski;Hiszpański;Francuski;Włoski
Literatura i Język;Języki Obce;W jakim współczesnym państwie językiem urzędowym jest język farsi (perski)?;łatwe;W Iranie;W Iraku;W Egipcie;W Arabii Saudyjskiej
Literatura i Język;Języki Obce;Z jakiego języka pochodzą słowa takie jak 'balkon', 'szampan' czy 'makijaż'?;łatwe;Z francuskiego;Z włoskiego;Z angielskiego;Z niemieckiego
Literatura i Język;Gwara i Dialekty;W jakim rejonie Polski tradycyjnie używa się słowa 'pyry' na określenie ziemniaków?;łatwe;W Wielkopolsce;Na Śląsku;Na Podhalu;Na Mazowszu
Literatura i Język;Gwara i Dialekty;Jak w Małopolsce (szczególnie w Krakowie) mówi się na wychodzenie z domu na zewnątrz?;łatwe;Wychodzić na pole;Wychodzić na dwór;Wychodzić na plac;Wychodzić na zewnątrz
Literatura i Język;Gwara i Dialekty;Co na Górnym Śląsku oznacza charakterystyczne słowo 'bana'?;łatwe;Pociąg lub tramwaj;Samochód osobowy;Zabawę taneczną;Kopalnię
Literatura i Język;Gwara i Dialekty;Jak w gwarze podhalańskiej nazywa się turystę, osobę niepochodzącą z gór?;łatwe;Ceper;Juhas;Harnaś;Baca
Literatura i Język;Gwara i Dialekty;Co w dawnej gwarze warszawskiej, a dziś w slangu młodzieżowym, oznacza 'hajs'?;łatwe;Pieniądze;Krzyk;Ubranie;Pożywienie
Literatura i Język;Eposy i Dramaty;Kto z antycznych twórców jest uważany za autora wielkiego eposu pt. 'Iliada'?;łatwe;Homer;Sofokles;Arystoteles;Owidiusz
Literatura i Język;Eposy i Dramaty;Z ilu głównych części (aktów literackich) składają się mickiewiczowskie 'Dziady'?;łatwe;Z czterech (II, III, IV i fragmenty I);Z trzech (I, II, III);Z dwóch (Tylko cz. II i III);Z pięciu
Literatura i Język;Eposy i Dramaty;W jakim dramacie Stanisława Wyspiańskiego akcja toczy się podczas chłopskiego wesela?;łatwe;W 'Weselu';W 'Nocy listopadowej';W 'Wyzwoleniu';W 'Klątwie'
Literatura i Język;Eposy i Dramaty;Która znana tragedia romantyczna Juliusza Słowackiego opowiada o spisku na życie cara?;łatwe;Kordian;Balladyna;Lilla Weneda;Mazepa
Literatura i Język;Eposy i Dramaty;Jak nazywa się największy rzymski epos, którego autorem jest Wergiliusz?;łatwe;Eneida;Odyseja;Metamorfozy;Sztuka kochania
Literatura i Język;Lektury Szkolne;W którym roku po raz pierwszy wystawiono dramat 'Wesele' Stanisława Wyspiańskiego na scenie Teatru Miejskiego w Krakowie?;trudne;1901;1898;1905;1910
Literatura i Język;Eposy i Dramaty;Ile ksiąg liczy 'Iliada' Homera?;trudne;24;12;36;48
Literatura i Język;Fantasy i Sci-Fi;Kto jest autorem cyklu powieści science fiction 'Fundacja', opublikowanego po raz pierwszy w latach 1951–1953?;trudne;Isaac Asimov;Arthur C. Clarke;Ray Bradbury;Philip K. Dick
Literatura i Język;Gramatyka i Ortografia;Ile liter liczy polski alfabet (wraz ze wszystkimi literami ze znakami diakrytycznymi)?;trudne;32;26;28;35
Literatura i Język;Gwara i Dialekty;W którym roku język kaszubski uzyskał oficjalny status języka regionalnego w Polsce, zgodnie z ustawą o mniejszościach narodowych i etnicznych?;trudne;2005;1997;2000;2010
Literatura i Język;Języki Obce;Ile liter zawierał klasyczny alfabet łaciński w swojej oryginalnej formie (bez liter J, U i W dodanych w późniejszych wiekach)?;trudne;23;24;21;26
Literatura i Język;Klasyka Światowa;Ile tomów liczy cykl powieściowy Marcela Prousta 'W poszukiwaniu straconego czasu'?;trudne;7;5;9;12
Literatura i Język;Komiksy i Powieści Graficzne;Jak brzmiało prawdziwe nazwisko belgijskiego rysownika ukrywającego się pod pseudonimem 'Hergé', twórcy przygód Tintina?;trudne;Remi;Dupont;Leblanc;Charlier
Literatura i Język;Kryminały i Thrillery;Która powieść Agathy Christie z 1939 roku, opowiadająca o dziesięciorgu gościach uwięzionych na wyspie, jest uważana za najlepiej sprzedający się kryminał wszech czasów?;trudne;I potem nie było już nikogo;Morderstwo w Orient Expressie;Śmierć na Nilu;ABC Morderstwa
Literatura i Język;Literatura Dziecięca;Jakie było prawdziwe nazwisko Carlo Collodiego, włoskiego pisarza i autora 'Pinokia'?;trudne;Lorenzini;Bianchi;Ferretti;Moretti
Literatura i Język;Mitologia w Literaturze;Jak w mitologii nordyckiej nazywa się kosmiczne drzewo-świat, którego gałęzie i korzenie łączą dziewięć krain?;trudne;Yggdrasil;Mjolnir;Asgard;Valhalla
Literatura i Język;Poezja Polska;W którym roku ukazał się pierwszy tom 'Poezji' Adama Mickiewicza, zawierający cykl 'Ballady i romanse'?;trudne;1822;1830;1815;1834
Literatura i Język;Polscy Nobliści;Ilu polskich autorów zdobyło Nagrodę Nobla w dziedzinie literatury do roku 2024?;trudne;5;3;4;6
Literatura i Język;Przysłowia i Powiedzenia;Jak nazywa się wydany w latach 1889–1894 monumentalny zbiór polskich przysłów zebrany przez Samuela Adalberga?;trudne;Księga przysłów, przypowieści i wyrażeń przysłowiowych polskich;Słownik przysłów narodowych;Złota księga polskiej mądrości;Zbiór przysłów staropolskich
Literatura i Język;Słynne Cytaty Literackie;Z którego dramatu Williama Szekspira pochodzi cytat: 'Cały świat to scena, a ludzie na nim to tylko aktorzy'?;trudne;Jak wam się podoba;Hamlet;Burza;Sen nocy letniej
Literatura i Język;Współcześni Pisarze Polscy;Jaką polską nagrodę literacką otrzymała Olga Tokarczuk za powieść 'Bieguni' w 2008 roku?;trudne;Nagrodę Nike;Nagrodę Kościelskich;Paszport Polityki;Nagrodę Literacką Gdynia
