category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Geografia i Turystyka;Polskie Wybrzeże;W którym mieście znajduje się słynny, historyczny Żuraw portowy nad rzeką Motławą?;łatwe;W Gdańsku;W Gdyni;W Szczecinie;W Świnoujściu
Geografia i Turystyka;Polskie Wybrzeże;Gdzie znajduje się najdłuższe drewniane molo w Polsce i Europie?;łatwe;W Sopocie;W Międzyzdrojach;W Kołobrzegu;Na Helu
Geografia i Turystyka;Polskie Wybrzeże;Jak nazywa się długi, piaszczysty półwysep, na którego końcu leży miasto Hel?;łatwe;Półwysep Helski;Mierzeja Wiślana;Wolin;Uznam
Geografia i Turystyka;Polskie Wybrzeże;Z czego słynie Słowiński Park Narodowy położony nad polskim morzem?;łatwe;Z ruchomych wydm;Z klifów wapiennych;Z fokarium;Z żubrów
Geografia i Turystyka;Cuda Świata UNESCO;Który zamek z cegły w Polsce jest na liście UNESCO?;łatwe;Zamek w Malborku;Wawel;Zamek Książ;Zamek Królewski w Warszawie
Geografia i Turystyka;Cuda Świata UNESCO;Jak nazywa się prehistoryczna kopalnia krzemienia pasiastego w Polsce?;łatwe;Krzemionki Opatowskie;Kopalnia w Wieliczce;Biskupin;Jaskinia Raj
Geografia i Turystyka;Cuda Świata UNESCO;Jaki słynny indyjski grobowiec z białego marmuru jest na liście UNESCO?;łatwe;Tadż Mahal;Angkor Wat;Machu Picchu;Petra
Geografia i Turystyka;Cuda Świata UNESCO;Który las na granicy polsko-białoruskiej jest dziedzictwem UNESCO?;łatwe;Puszcza Białowieska;Puszcza Kampinoska;Bory Tucholskie;Puszcza Niepołomicka
Geografia i Turystyka;Cuda Świata UNESCO;W jakim kraju znajduje się starożytne miasto Inków, Machu Picchu?;łatwe;W Peru;W Meksyku;W Boliwii;W Kolumbii
Geografia i Turystyka;Parki Narodowe w Polsce;Który park narodowy chroni największy obszar wydm ruchomych w Polsce?;łatwe;Słowiński PN;Woliński PN;Kampinoski PN;Poleski PN
Geografia i Turystyka;Parki Narodowe w Polsce;Symbol jakiego parku narodowego przedstawia żubra?;łatwe;Białowieskiego PN;Bieszczadzkiego PN;Świętokrzyskiego PN;Tatrzańskiego PN
Geografia i Turystyka;Parki Narodowe w Polsce;Jakie góry obejmuje park narodowy z symbolem rysia w herbie?;łatwe;Bieszczady;Tatry;Karkonosze;Pieniny
Geografia i Turystyka;Parki Narodowe w Polsce;Gdzie w Polsce znajdziesz Maczugę Herkulesa?;łatwe;W Ojcowskim PN;W Tatrzańskim PN;W Pienińskim PN;W Karkonoskim PN
Geografia i Turystyka;Parki Narodowe w Polsce;Jaki park narodowy znany jest z pięknych, jeziornych krajobrazów?;łatwe;Wigierski PN;Poleski PN;Roztoczański PN;Biebrzański PN
Geografia i Turystyka;Kontynenty i Oceany;Który kontynent jest największy pod względem powierzchni i ludności?;łatwe;Azja;Afryka;Ameryka Północna;Europa
Geografia i Turystyka;Kontynenty i Oceany;Jaki ocean oblewający Europę od zachodu jest drugim co do wielkości?;łatwe;Ocean Atlantycki;Ocean Spokojny;Ocean Indyjski;Ocean Arktyczny
Geografia i Turystyka;Kontynenty i Oceany;Który kontynent jest w całości pokryty lodem i nie ma stałych mieszkańców?;łatwe;Antarktyda;Arktyka;Australia;Grenlandia
Geografia i Turystyka;Kontynenty i Oceany;Jaki ocean jest największy i najgłębszy na naszej planecie?;łatwe;Ocean Spokojny;Ocean Atlantycki;Ocean Indyjski;Ocean Południowy
Geografia i Turystyka;Kontynenty i Oceany;Gdzie leży pustynia Sahara?;łatwe;W Afryce Północnej;W Ameryce Południowej;W Australii;W Azji Środkowej
Geografia i Turystyka;Województwa i Miasta Polski;W jakim województwie znajduje się Wrocław?;łatwe;Dolnośląskim;Śląskim;Opolskim;Wielkopolskim
Geografia i Turystyka;Województwa i Miasta Polski;Jakie miasto jest stolicą województwa podkarpackiego?;łatwe;Rzeszów;Lublin;Przemyśl;Kielce
Geografia i Turystyka;Województwa i Miasta Polski;Które województwo słynie z jezior i jest nazywane 'Krainą Tysiąca Jezior'?;łatwe;Warmińsko-mazurskie;Pomorskie;Zachodniopomorskie;Podlaskie
Geografia i Turystyka;Województwa i Miasta Polski;Gdzie znajduje się słynna ulica Piotrkowska?;łatwe;W Łodzi;W Krakowie;W Warszawie;We Wrocławiu
Geografia i Turystyka;Województwa i Miasta Polski;W którym mieście zjesz tradycyjne rogale świętomarcińskie?;łatwe;W Poznaniu;W Bydgoszczy;W Toruniu;W Gnieźnie
Geografia i Turystyka;Góry Świata;Jaki jest najwyższy szczyt Ziemi?;łatwe;Mount Everest;K2;Kilimandżaro;Mont Blanc
Geografia i Turystyka;Góry Świata;W jakim paśmie górskim leży Mount Everest?;łatwe;W Himalajach;W Andach;W Alpach;W Kaukazie
Geografia i Turystyka;Góry Świata;Jaki jest najwyższy szczyt Afryki?;łatwe;Kilimandżaro;Góra Kenia;Atlas;Fudżi
Geografia i Turystyka;Góry Świata;Jakie góry oddzielają Europę od Azji na wschodzie?;łatwe;Ural;Kaukaz;Pireneje;Karpaty
Geografia i Turystyka;Góry Świata;W jakim kraju znajduje się wulkan Fudżi?;łatwe;W Japonii;W Indonezji;W Nowej Zelandii;We Włoszech
Geografia i Turystyka;Pustynie i Dżungle;Jaka jest największa gorąca pustynia na świecie?;łatwe;Sahara;Gobi;Kalahari;Atakama
Geografia i Turystyka;Pustynie i Dżungle;Jak potocznie nazywa się największy las deszczowy na Ziemi?;łatwe;Amazonia;Tajga;Dżungla Kongijska;Las Równikowy Borneo
Geografia i Turystyka;Pustynie i Dżungle;Która pustynia uznawana jest za jedno z najsuchszych miejsc na świecie?;łatwe;Atakama;Mojave;Ar-Rub al-Chali;Pustynia Błędowska
Geografia i Turystyka;Pustynie i Dżungle;Na jakim kontynencie znajduje się rozległa pustynia Gobi?;łatwe;W Azji;W Afryce;W Australii;W Ameryce Północnej
Geografia i Turystyka;Pustynie i Dżungle;Jakie ssaki hoduje się tradycyjnie do podróżowania przez afrykańskie pustynie?;łatwe;Wielbłądy;Lamy;Konie arabskie;Zebry
Geografia i Turystyka;Słynne Wyspy;Jaka jest największa wyspa na świecie pod względem powierzchni?;łatwe;Grenlandia;Madagaskar;Nowa Gwinea;Borneo
Geografia i Turystyka;Słynne Wyspy;Do jakiego kraju należy popularna turystyczna wyspa Bali?;łatwe;Do Indonezji;Do Tajlandii;Do Filipin;Do Japonii
Geografia i Turystyka;Słynne Wyspy;Na jakiej włoskiej wyspie wznosi się czynny wulkan Etna?;łatwe;Na Sycylii;Na Sardynii;Na Korsyce;Na Capri
Geografia i Turystyka;Słynne Wyspy;Jak nazywa się największa polska wyspa leżąca w całości w Polsce?;łatwe;Wolin;Uznam;Sobieszewska;Karsibór
Geografia i Turystyka;Słynne Wyspy;Który archipelag wysp słynie z żółwi olbrzymich i teorii Karola Darwina?;łatwe;Galapagos;Hawaje;Kanary;Seszele
Geografia i Turystyka;Atrakcje Turystyczne Europy;W jakiej europejskiej stolicy można wejść na Wieżę Eiffla?;łatwe;W Paryżu;W Londynie;W Rzymie;W Madrycie
Geografia i Turystyka;Atrakcje Turystyczne Europy;Gdzie turyści udają się, aby podziwiać ruiny starożytnego Koloseum?;łatwe;Do Rzymu;Do Aten;Do Stambułu;Do Neapolu
Geografia i Turystyka;Atrakcje Turystyczne Europy;Jak potocznie nazywa się wielki dzwon na wieży Pałacu Westminsterskiego w Londynie?;łatwe;Big Ben;London Eye;Tower Bridge;Dzwon Królowej
Geografia i Turystyka;Atrakcje Turystyczne Europy;W jakim mieście głównym środkiem transportu turystów po kanałach są gondole?;łatwe;W Wenecji;W Amsterdamie;W Kopenhadze;W Petersburgu
Geografia i Turystyka;Atrakcje Turystyczne Europy;W jakim państwie położony jest słynny 'Zamek Draculi' (Zamek w Bran)?;łatwe;W Rumunii;Na Węgrzech;W Bułgarii;W Czechach
Geografia i Turystyka;Mapy i Współrzędne;Jaka równoleżnikowa linia dzieli Ziemię na półkulę północną i południową?;łatwe;Równik;Południk zero;Zwrotnik Raka;Zwrotnik Koziorożca
Geografia i Turystyka;Mapy i Współrzędne;Jak nazywa się południk zerowy, od którego liczy się długość geograficzną?;łatwe;Południk Greenwich;Południk Paryski;Linia Zmiany Daty;Południk Warszawski
Geografia i Turystyka;Mapy i Współrzędne;Co na mapie fizycznej oznaczają poziomice (izohipsy)?;łatwe;Punkty o tej samej wysokości;Punkty o tym samym ciśnieniu;Głębokość oceanów;Granice państw
Geografia i Turystyka;Mapy i Współrzędne;Jeśli skala mapy wynosi 1:100 000, to 1 cm na mapie odpowiada w terenie:;łatwe;1 kilometrowi;10 kilometrom;100 metrom;100 kilometrom
Geografia i Turystyka;Mapy i Współrzędne;Jak nazywa się nauka zajmująca się tworzeniem map?;łatwe;Kartografia;Topografia;Geologia;Urbanistyka
Geografia i Turystyka;Geologia i Wulkany;Jaki wulkan spowodował zagładę starożytnych Pompejów w 79 roku n.e.?;łatwe;Wezuwiusz;Etna;Stromboli;Krakatau
Geografia i Turystyka;Geologia i Wulkany;Jak nazywa się gorąca, stopiona skała wydobywająca się z wulkanu na powierzchnię?;łatwe;Lawa;Magma;Bazalt;Pumeks
Geografia i Turystyka;Geologia i Wulkany;Przy pomocy jakiej skali najczęściej określa się siłę trzęsień ziemi?;łatwe;Skali Richtera;Skali Beauforta;Skali Mohsa;Skali Celsjusza
Geografia i Turystyka;Geologia i Wulkany;Co jest najtwardszym minerałem występującym naturalnie w przyrodzie?;łatwe;Diament;Kwarc;Korund;Topaz
Geografia i Turystyka;Geologia i Wulkany;Jakie góry na południu Polski mają budowę wapienną z licznymi jaskiniami?;łatwe;Tatry Zachodnie i Pieniny;Góry Świętokrzyskie;Karkonosze;Bieszczady
Geografia i Turystyka;Orientacja w terenie;Na jaki kierunek świata zawsze wskazuje namagnesowana igła kompasu?;łatwe;Północ;Południe;Wschód;Zachód
Geografia i Turystyka;Orientacja w terenie;Z której strony pnia drzewa najczęściej w polskich lasach narasta mech?;łatwe;Od północy;Od południa;Od wschodu;Od zachodu
Geografia i Turystyka;Orientacja w terenie;Która gwiazda na nocnym niebie w naszej szerokości geograficznej wskazuje północ?;łatwe;Gwiazda Polarna;Syriusz;Betelgeza;Wega
Geografia i Turystyka;Orientacja w terenie;Rozwinięciem skrótu GPS oznaczającego nawigację satelitarną jest:;łatwe;Global Positioning System;Global Pointing Satellite;General Place System;Geographic Position Sensor
Geografia i Turystyka;Orientacja w terenie;Jakie cialo niebieskie wschodzi dokładnie na wschodzie podczas równonocy?;łatwe;Słońce;Księżyc;Wenus;Mars
Geografia i Turystyka;Stolice Świata;Które miasto jest stolicą Kazachstanu od 2019 roku, kiedy zmieniono jego nazwę na cześć byłego prezydenta?;trudne;Nur-Sułtan (Astana);Ałmaty;Szymkent;Aktobe
Geografia i Turystyka;Tatry i Podhale;Jak nazywa się przełęcz oddzielająca Tatry Wysokie od Zachodnich, przez którą przebiega główny grzbiet Tatr?;trudne;Liliowe;Zawrat;Śwnica;Krzyżne
Geografia i Turystyka;Rzeki i Jeziora Polski;Które jezioro w Polsce jest najgłębsze i jaką osiąga maksymalną głębokość?;trudne;Hańcza – 108,5 m;Śnardwy – 23,4 m;Mamry – 43,8 m;Wigry – 74,2 m
Geografia i Turystyka;Flagi i Hymny;Flaga którego państwa przedstawia czerwony liść klonu na białym tle z dwoma czerwonymi pionowymi pasami po bokach?;trudne;Kanady;Japonii;Szwajcarii;Danii
Geografia i Turystyka;Polskie Wybrzeże;Jak nazywa się najdłuższa mierzeja na polskim wybrzeżu Bałtyku, oddzielająca Zalew Wiślany od Morza Bałtyckiego?;trudne;Mierzeja Wiślana;Mierzeja Helska;Mierzeja Łebska;Mierzeja Kurońska
Geografia i Turystyka;Cuda Świata UNESCO;W którym roku Wielki Mur Chiński został wpisany na Listę Światowego Dziedzictwa UNESCO?;trudne;1987;1972;2000;1994
Geografia i Turystyka;Parki Narodowe w Polsce;Który polski park narodowy jest jedynym w Polsce posiadającym status Rezerwatu Biosfery UNESCO i leży na obszarze Puszczy Białowieskiej?;trudne;Białowieski Park Narodowy;Biebrzański Park Narodowy;Narwiański Park Narodowy;Wigierski Park Narodowy
Geografia i Turystyka;Kontynenty i Oceany;Który ocean ma największą średnią głębokość spośród wszystkich oceanów świata?;trudne;Ocean Spokojny;Ocean Atlantycki;Ocean Indyjski;Ocean Arktyczny
Geografia i Turystyka;Województwa i Miasta Polski;Które województwo w Polsce ma największą liczbę jezior i jest nazywane Kraina Tysiąca Jezior?;trudne;Warmińsko-mazurskie;Podlaskie;Pomorskie;Kujawsko-pomorskie
Geografia i Turystyka;Góry Świata;Jak nazywa się drugi co do wysokości szczyt świata i w jakim paśmie górskim się znajduje?;trudne;K2, Karakorum;Kangczendzonga, Himalaje;Lhotse, Himalaje;Makalu, Himalaje
Geografia i Turystyka;Pustynie i Dżungle;Jak nazywa się największa gorąca pustynia świata i na jakim kontynencie się znajduje?;trudne;Sahara, Afryka;Pustynia Arabska, Azja;Gobi, Azja;Kalahari, Afryka
Geografia i Turystyka;Słynne Wyspy;Która wyspa jest największą wyspą świata i do jakiego kraju należy?;trudne;Grenlandia, Dania;Nowa Gwinea, Papua-Nowa Gwinea;Borneo, Malezja/Indonezja/Brunei;Madagaskar, Madagaskar
Geografia i Turystyka;Atrakcje Turystyczne Europy;W którym mieście znajduje się Sagrada Familia – niedokończona bazylika zaprojektowana przez Antoniego Gaudiego?;trudne;Barcelonie;Madrycie;Lizbonie;Walencji
Geografia i Turystyka;Mapy i Współrzędne;Przez które miasto przebiega południk 0 stopni (południk Greenwich), będący podstawą do wyznaczania długości geograficznej?;trudne;Londyn;Paryż;Bruksela;Berlin
Geografia i Turystyka;Geologia i Wulkany;Jak nazywa się najwyższy czynny wulkan Europy, położony na Sycylii?;trudne;Etna;Wezuwiusz;Stromboli;Santorini
Geografia i Turystyka;Orientacja w terenie;Jak nazywa się kąt między kierunkiem na geograficzną północ a kierunkiem na magnetyczną północ, istotny przy nawigacji z kompasem?;trudne;Deklinacja magnetyczna;Azymut magnetyczny;Inklinacja magnetyczna;Dewiacja kompasu
Geografia i Turystyka;Atrakcje Turystyczne Europy;Jak nazywa się słynna galeria sztuki we Florencji, w której przechowywany jest m.in. obraz 'Narodziny Wenus' Sandro Botticellego?;trudne;Galeria Uffizi;Galeria Borghese;Muzeum Watykańskie;Luwr
Geografia i Turystyka;Cuda Świata UNESCO;Jak nazywa się starożytne miasto wykute w różowej skale, wpisane na Listę Dziedzictwa UNESCO, będące ongiś stolicą państwa Nabatejczyków, a dziś główną atrakcją turystyczną Jordanii?;trudne;Petra;Jerash;Palmyra;Wadi Rum
Geografia i Turystyka;Flagi i Hymny;Flaga jakiego państwa jest jedyną na świecie, która nie ma kształtu prostokąta ani kwadratu, lecz składa się z dwóch trójkątów tworzących nieregularny czworobok?;trudne;Nepalu;Szwajcarii;Watykanu;Bangladeszu
Geografia i Turystyka;Geologia i Wulkany;Jak nazywa się największy czynny wulkan tarczowy na Ziemi, leżący na wyspie Hawai'i w archipelagu hawajskim?;trudne;Mauna Loa;Kilauea;Mauna Kea;Mount St. Helens
Geografia i Turystyka;Góry Świata;Jak nazywa się trzeci co do wysokości szczyt świata, leżący na granicy Indii i Nepalu?;trudne;Kangczendzenga;Lhotse;Makalu;Cho Oyu
Geografia i Turystyka;Kontynenty i Oceany;Jak nazywa się najgłębsze znane miejsce na Ziemi, położone w Rowie Mariańskim na Oceanie Spokojnym?;trudne;Głębina Challengera;Głębina Vitjaź;Rów Puerto Rico;Rów Sundajski
Geografia i Turystyka;Mapy i Współrzędne;Która projekcja kartograficzna, powszechnie stosowana w nawigacji morskiej, zachowuje kąty i kształty obszarów, lecz zniekształca powierzchnie rejonów polarnych?;trudne;Projekcja Merkatora;Projekcja Robinsona;Projekcja Mollweidego;Projekcja Azimutalna
Geografia i Turystyka;Orientacja w terenie;Jak nazywa się technika nawigacyjna polegająca na wyznaczaniu własnej pozycji poprzez pomiar kątów w stosunku do co najmniej trzech znanych punktów w terenie?;trudne;Triangulacja;Trilateration;Azymutering;Biangulacja
Geografia i Turystyka;Parki Narodowe w Polsce;Ile parków narodowych liczy Polska łącznie?;trudne;23;18;21;25
Geografia i Turystyka;Polskie Wybrzeże;Jak nazywa się rzeka przepływająca przez Kołobrzeg i uchodząca do Morza Bałtyckiego?;trudne;Parsęta;Rega;Słupia;Łeba
Geografia i Turystyka;Pustynie i Dżungle;Jak nazywa się rozległy las deszczowy w Afryce Środkowej, rosnący w dorzeczu rzeki Kongo, będący drugim co do wielkości lasem deszczowym na świecie po Amazonii?;trudne;Las deszczowy Konga;Las Gwinei Równikowej;Puszcza Gabońska;Dżungla Nigru
Geografia i Turystyka;Rzeki i Jeziora Polski;Ile kilometrów wynosi długość Wisły, najdłuższej rzeki Polski?;trudne;1047 km;854 km;1192 km;979 km
Geografia i Turystyka;Stolice Świata;Jakie miasto jest stolicą Mjanmy (Birmy), zbudowane od podstaw i oficjalnie ogłoszone nową stolicą kraju w 2006 roku?;trudne;Naypyidaw;Rangun;Mandalaj;Mawlamyine
Geografia i Turystyka;Słynne Wyspy;Jak nazywa się odległa wyspa na Oceanie Spokojnym, słynąca z kamiennych posągów zwanych moai, należąca administracyjnie do Chile?;trudne;Wyspa Wielkanocna;Wyspa Pitcairn;Wyspa Galapagos;Tahiti
Geografia i Turystyka;Tatry i Podhale;Ile metrów nad poziomem morza wynosi wysokość Rysów – najwyższego szczytu w Polsce?;trudne;2499 m n.p.m.;2655 m n.p.m.;2301 m n.p.m.;2178 m n.p.m.
Geografia i Turystyka;Województwa i Miasta Polski;W którym polskim mieście, będącym stolicą województwa lubelskiego, znajduje się zamek z kaplicą zawierającą unikatowe średniowieczne freski rusko-bizantyjskie?;trudne;Lublin;Zamość;Chełm;Sandomierz
