Matura Język Polski;Starożytność i Biblia;trudne;Jak nazywał się mityczny król, który wszystko czego dotknął zamieniał w złoto?;Midas;Tantal;Syzyf;Pygmalion
Matura Język Polski;Starożytność i Biblia;trudne;Jaka była główna cecha mitycznej Kasandry?;Dostała dar prorocowania, w który nikt nie wierzył;Była najpiękniejszą kobietą świata;Została zamieniona w drzewo;Zabiła swojego męża
Matura Język Polski;Starożytność i Biblia;trudne;Jakim terminem określamy gatunek biblijny zawierający wizję końca świata i sądu ostatecznego?;Apokalipsa;Proroctwo;Przypowieść;Ewangelia
Matura Język Polski;Starożytność i Biblia;trudne;Jaką karę poniósł Ikar za zbytnie zbliżenie się do słońca?;Wosk stopniał i Ikar spadł do morza;Został oślepiony;Bogowie go uwięzili;Zmienił się w ptaka
Matura Język Polski;Starożytność i Biblia;trudne;Kim był biblijny Samson?;Siłaczem, którego moc tkwiła w włosach;Prorokiem;Królem Izraela;Uczniem Jezusa
Matura Język Polski;Starożytność i Biblia;trudne;Kto w Biblii jest uznawany za wzór cierpliwości?;Hiob;Abraham;Mojżesz;Dawid
Matura Język Polski;Starożytność i Biblia;trudne;Kto zabił Goliata, używając procy?;Dawid;Salomon;Saul;Gedeon
Matura Język Polski;Starożytność i Biblia;trudne;Który biblijny bohater jest symbolem niezawinionego cierpienia i niezłomnej wiary?;Hiob;Abraham;Izaak;Lot
Matura Język Polski;Starożytność i Biblia;łatwe;Jak nazywa się góra, na której Mojżesz otrzymał od Boga Dekalog?;Synaj;Ararat;Olimp;Tabor
Matura Język Polski;Starożytność i Biblia;łatwe;Jak nazywa się pierwsza księga Starego Testamentu, opisująca stworzenie świata?;Księga Rodzaju (Genesis);Księga Wyjścia;Apokalipsa;Księga Psalmów
Matura Język Polski;Starożytność i Biblia;łatwe;Jak nazywa się pierwsza księga Starego Testamentu?;Księga Rodzaju;Księga Wyjścia;Apokalipsa;Ewangelia
Matura Język Polski;Starożytność i Biblia;łatwe;Jakie dwa wielkie heroiczne eposy starożytnej Grecji przypisuje się tradycyjnie niewidomemu wieszczowi Homerowi?;Iliada i Odyseja;Eneida i Georgiki;Antygona i Król Edyp;Teogonia i Prace i dni
Matura Język Polski;Starożytność i Biblia;łatwe;Kto w mitologii greckiej był bogiem podziemi i świata zmarłych?;Hades;Zeus;Posejdon;Hermes
Matura Język Polski;Starożytność i Biblia;łatwe;Kto w mitologii greckiej był żoną Odyseusza, czekającą na niego 20 lat?;Penelopa;Helena;Antygona;Kasandra
Matura Język Polski;Bohaterowie Literaccy;bardzo trudne;Jak nazywa się szekspirowski bohater, który z zazdrości o żonę Desdemonę doprowadza do tragedii?;Otello;Jago;Hamlet;Makbet
Matura Język Polski;Bohaterowie Literaccy;bardzo trudne;Jak nazywał się bohater "Zbrodni i kary", który zabił lichwiarkę?;Rodion Raskolnikow;Dymitr Razumichin;Piotr Łużyn;Iwan Karamazow
Matura Język Polski;Bohaterowie Literaccy;bardzo trudne;Jak nazywał się dawny dowódca Kmicica, który próbował go odwieść od służby u Radziwiłłów?;Wołodyjowski;Skrzetuski;Sapieha;Butrym
Matura Język Polski;Bohaterowie Literaccy;bardzo trudne;Kto w "Lalce" reprezentuje postać młodego naukowca-marzyciela?;Julian Ochocki;Ignacy Rzecki;Stanisław Wokulski;Tomasz Łęcki
Matura Język Polski;Bohaterowie Literaccy;bardzo trudne;Która postać w "Dżumie" zajmowała się liczeniem grochów, by zająć czas?;Stary astmatyk;Joseph Grand;Cottard;Othon
Matura Język Polski;Bohaterowie Literaccy;trudne;Jak nazywa się ojciec w "Sklepach cynamonowych", który jest demiurgiem tworzącym własne światy?;Jakub;Adon;Józef;Teodor
Matura Język Polski;Bohaterowie Literaccy;trudne;Jak nazywa się postać z "Ferdydurke", która symbolizuje narzucanie człowiekowi niedojrzałości i "uproszczonych form"?;Profesor Pimko;Józio;Miętus;Syfon
Matura Język Polski;Bohaterowie Literaccy;trudne;Jak nazywał się lekarz w "Potopie", który opiekował się rannym Kmicicem?;Kiemlicz;Babinicz;Roch Kowalski;Zamoyski
Matura Język Polski;Bohaterowie Literaccy;trudne;Kim był Szuman w powieści "Lalka" Bolesława Prusa?;Lekarzem i przyjacielem Wokulskiego;Subiektem w sklepie;Ojcem Izabeli;Studentem medycyny
Matura Język Polski;Bohaterowie Literaccy;trudne;Kim był z zawodu dr Bernard Rieux w "Dżumie"?;Lekarzem;Dziennikarzem;Księdzem;Urzędnikiem
Matura Język Polski;Bohaterowie Literaccy;trudne;Kto jest głównym bohaterem "Przedwiośnia" Żeromskiego?;Cezary Baryka;Zenon Ziembiewicz;Stanisław Wokulski;Tomasz Judym
Matura Język Polski;Bohaterowie Literaccy;łatwe;Jak nazywa się tytułowa bohaterka tragedii Juliusza Słowackiego, która zabija siostrę dla dzbanka malin?;Balladyna;Alina;Goplana;Lilla Weneda
Matura Język Polski;Bohaterowie Literaccy;łatwe;Jak nazywała się ukochana Kmicica z "Potopu"?;Oleńka Billewiczówna;Izabela Łęcka;Zosia Soplicówna;Justyna Orzelska
Matura Język Polski;Bohaterowie Literaccy;łatwe;Który bohater Dostojewskiego uważał, że jest "nadczłowiekiem" i może zabijać?;Rodion Raskolnikow;Dymitr Razumichin;Piotr Łużyn;Siemion Marmieładow
Matura Język Polski;Bohaterowie Literaccy;łatwe;Który bohater literacki walczył z wiatrakami, biorąc je za olbrzymów?;Don Kichot;Sancho Pansa;Roland;Cyd
Matura Język Polski;Romantyzm;bardzo trudne;Jakie imię nosi zły duch, który próbuje zawładnąć duszą Konrada po Improwizacji?;Belzebub;Mefistofeles;Kruk;Pajak
Matura Język Polski;Romantyzm;bardzo trudne;Kogo symbolizują "czarne kruki i wrony" w opowieści Sobolewskiego o wywózkach?;Rosyjskich żołnierzy;Polskich zdrajców;Duchy zmarłych;Urządników carskich
Matura Język Polski;Romantyzm;bardzo trudne;Kto w IV części Dziadów jest adresatem opowieści Gustawa o "książkach zbójeckich"?;Ksiądz;Matka;Ukochana Maryla;Duch ojca
Matura Język Polski;Romantyzm;bardzo trudne;O co Konrad oskarża Boga w trakcie Wielkiej Improwizacji?;O bycie tylko mądrością, a nie miłością;O stworzenie zła;O sprzyjanie carowi;O milczenie w godzinie próby
Matura Język Polski;Romantyzm;trudne;Czego symbolem w Widzeniu Księdza Piotra jest "Herod", który prześladuje polską młodzież?;Cara i rosyjskiego zaborcy;Szatana;Francuskiego rządu;Arystokracji
Matura Język Polski;Romantyzm;trudne;Kto w Salonie Warszawskim opowiada historię Cichowskiego, dręczonego przez carat?;Adolf;Piotr;Wysocki;Justyn Pol
Matura Język Polski;Romantyzm;trudne;Która postać w salonie warszawskim mówi: "Nasz naród jak lawa..."?;Wysocki;Piotr;Adolf;Konrad
Matura Język Polski;Romantyzm;trudne;Z jakiego powodu Pani Rollison odwiedza Senatora Nowosilcowa?;Prosi o pomoc dla uwięzionego syna;Chce odzyskać majątek;Składa skargę na wojsko;Przynosi zaproszenie na bal
Matura Język Polski;Zbrodnia i Kara;bardzo trudne;Czym dla mieszkańców Oranu stało się "wygnanie" w czasie epidemii?;Rozłąką z ukochanymi osobami;Utratą majątków;Brakiem dostępu do gazet;Koniecznością pracy przymusowej
Matura Język Polski;Zbrodnia i Kara;bardzo trudne;Jakie uczucie dominuje wśród mieszkańców, gdy bramy miasta zostają otwarte?;Mieszanka radości i zapomnienia;Czysta euforia;Głęboki smutek po zmarłych;Nienawiść do władz
Matura Język Polski;Zbrodnia i Kara;bardzo trudne;W jakiej formie literackiej utrzymana jest powieść Camusa?;Kroniki;Dziennika intymnego;Listów;Wywiadu rzeki
Matura Język Polski;Zbrodnia i Kara;bardzo trudne;Z jakiego powodu drugie kazanie Paneloux różniło się od pierwszego?;Zobaczył śmierć niewinnego dziecka;Sam zachorował na dżumę;Biskup mu tego nakazał;Stracił wiarę w Boga
Matura Język Polski;Zbrodnia i Kara;trudne;Co stało się z sędzią Othonem po śmierci jego syna?;Zmienił się i chciał pomagać w obozie;Uciekł z miasta;Oszalał z rozpaczy;Został burmistrzem Oranu
Matura Język Polski;Zbrodnia i Kara;trudne;Co w powieści symbolizuje postać starego astmatyka, który odlicza czas?;Bierność i akceptację losu;Strach przed śmiercią;Walkę z chorobą;Nadzieję na wyzdrowienie
Matura Język Polski;Zbrodnia i Kara;trudne;Jaki stosunek do dżumy ma na końcu powieści doktor Rieux?;Wie, że bakcyl nigdy nie umiera;Uważa, że dżuma została pokonana;Twierdzi, że to była kara boska;Nie wyciąga żadnych wniosków
Matura Język Polski;Zbrodnia i Kara;trudne;Jaką karę wymierzył Cottardowi los po zakończeniu epidemii?;Oszalał i zaczął strzelać do ludzi;Został bohaterem miasta;Umarł na dżumę;Uciekł z majątkiem
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywa się nurt estetyczny z przełomu XIX i XX wieku, głoszący powrót do natury i upodobanie do asymetrii oraz linii krzywych?;Secesja;Modernizm;Kubizm;Fowizm
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywał się manifest polskiego pozytywizmu autorstwa Aleksandra Świętochowskiego?;"My i wy";"Oda do młodości";"Głosy";"Prawda"
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jakie ścisłe ramy czasowe przyjmuje się zazwyczaj dla epoki pozytywizmu w historii literatury polskiej?;1864–1890;1822–1864;1890–1918;1918–1939
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jakim terminem określa się system poglądów filozoficznych Fryderyka Nietzschego, który wywarł ogromny wpływ na literaturę Młodej Polski?;Witalizm;Egzystencjalizm;Personalizm;Fenomenologia
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jakim terminem określa się system poglądów filozoficznych Fryderyka Nietzschego, który wywarł ogromny wpływ na literaturę Młodej Polski?;Witalizm;Egzystencjalizm;Personalizm;Fenomenologia
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Który z poniższych nurtów artystycznych Młodej Polski charakteryzował się wiarą w schyłek kultury i pesymizmem?;Dekadentyzm;Klasycyzm;Parnasizm;Behawioryzm
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;W którym roku umownie rozpoczyna się polski romantyzm?;1822;1795;1830;1864
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się prąd filozoficzny Oświecenia, który zakładał, że jedynym źródłem pewnej wiedzy jest doświadczenie zmysłowe?;Empiryzm;Racjonalizm;Deizm;Ateizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się prąd filozoficzny Oświecenia, który zakładał, że jedynym źródłem pewnej wiedzy jest doświadczenie zmysłowe?;Empiryzm;Racjonalizm;Deizm;Ateizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się prąd literacki końcówki XIX wieku, głoszący "sztukę dla sztuki"?;Parnasizm;Naturalizm;Realizm;Symbolizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się wczesnochrześcijański nurt literacki i filozoficzny skupiony na obronie wiary i pismach Ojców Kościoła?;Patrystyka;Scholastyka;Tomizm;Franciskanizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jaka tendencja artystyczna w baroku charakteryzowała się dążeniem do zaskoczenia odbiorcy niezwykłym konceptem i bogactwem formy?;Marinizm;Klasycyzm;Sentymentalizm;Turpizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jaka tendencja artystyczna w baroku charakteryzowała się dążeniem do zaskoczenia odbiorcy niezwykłym konceptem i bogactwem formy?;Marinizm;Klasycyzm;Sentymentalizm;Turpizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jakie umowne wydarzenie literackie kończy oświecenie i rozpoczyna epokę romantyzmu w Polsce w 1822 roku?;Wydanie "Ballad i romansów";Upadek powstania listopadowego;Trzeci rozbiór Polski;Założenie Szkoły Rycerskiej
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jakim terminem określamy specyficzny model kultury szlacheckiej w Polsce XVI-XVIII wieku, oparty na tradycji i przywiązaniu do stroju?;Sarmatyzm;Barokizacja;Ksenofobia;Kulturalizm
Matura Język Polski;Epoki Literackie i Teoria;trudne;Która epoka charakteryzowała się teocentryzmem?;Średniowiecze;Oświecenie;Antyk;Młoda Polska
Matura Język Polski;Epoki Literackie i Teoria;trudne;Z jakiej epoki wywodzi się prąd filozoficzny zwany deizmem, uznający Boga za stwórcę, który nie ingeruje już w świat?;Z oświecenia;Z renesansu;Z romantyzmu;Z pozytywizmu
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się epoka w historii kultury i literatury, która nastąpiła po średniowieczu i głosiła hasło "człowiekiem jestem"?;Renesans (Odrodzenie);Barok;Oświecenie;Romantyzm
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się epoka w historii kultury i literatury, która nastąpiła po średniowieczu i głosiła hasło "człowiekiem jestem"?;Renesans (Odrodzenie);Barok;Oświecenie;Romantyzm
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się epoka, w której dominował kult rozumu, wiedzy i haseł takich jak "wolność, równość, braterstwo"?;Oświecenie;Barok;Średniowiecze;Renesans
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jaki nurt w literaturze współczesnej (po II wojnie) charakteryzuje się podważeniem autorytetów i grą z konwencjami?;Postmodernizm;Realizm;Romantyzm;Pozytywizm
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Która epoka literacka nastąpiła bezpośrednio po średniowieczu, kładąc w Europie nacisk na humanizm i człowieka?;Renesans;Barok;Oświecenie;Romantyzm
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Która epoka literacka nastąpiła po oświeceniu?;Romantyzm;Barok;Pozytywizm;Renesans
Matura Język Polski;Epoki Literackie i Teoria;łatwe;W której epoce literackiej narodził się nurt zwany futuryzmem, wielbiący szybkość i maszyny?;Dwudziestolecie międzywojenne;Młoda Polska;Pozytywizm;Romantyzm
Matura Język Polski;Epoki Literackie i Teoria;łatwe;W której epoce literackiej narodził się nurt zwany futuryzmem, wielbiący szybkość i maszyny?;Dwudziestolecie międzywojenne;Młoda Polska;Pozytywizm;Romantyzm
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Co oznacza termin "powieść rzeka"?;Wielotomowy cykl powieściowy o losach rodzin;Powieść o podróży statkiem;Krótką nowelę;Powieść bez dialogów
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Co to jest poemat dygresyjny?;Utwór, w którym narrator przerywa akcję na uwagi;Krótki opis przyrody;Wiersz miłosny;Opis bitwy pod Grunwaldem
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Co to jest synkretyzm rodzajowy?;Łączenie cech epiki, liryki i dramatu w jednym utworze;Pisanie wierszem;Brak narratora;Podział na akty
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym charakteryzuje się ballada?;Synkretyzmem (łączy epikę, lirykę i dramat);Brakiem rymów;Wyłącznie opisem faktów;Krótką formą prozy
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym charakteryzuje się powieść epistolarna?;Jest pisana w formie listów;Nie ma narratora;Składa się z samych wierszy;Opisuje tylko bitwy
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym jest ballada?;Utworem synkretycznym łączącym epikę, lirykę i dramat;Rodzajem listu;Artykułem w gazecie;Pamiętnikiem
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym jest dramat groteskowy?;Łączy tragizm z komizmem i absurdem;Jest zawsze smutny;Opisuje życie królów;Nie posiada podziału na akty
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym jest epos homerycki?;Obszernym utworem o losach bohaterów na tle przełomowych wydarzeń;Krótkim wierszem;Listem;Satyra
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym jest moralitet?;Dramatem o walce dobra ze złem o duszę ludzką;Krótką bajką;Opisem życia świętych;Traktatem o polityce
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym wyróżnia się nowela z "sokołem" (teoria Heysego)?;Posiada jeden dominujący motyw (rekwizyt);Jest wielowątkowa;Nie ma punktu kulminacyjnego;Jest pisana wierszem
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym wyróżnia się tragedia antyczna?;Zasadą trzech jedności i konfliktem tragicznym;Szczęśliwym zakończeniem;Brakiem chóru;Wielowątkowością
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Czym z zasady musiała charakteryzować się czysta tragedia antyczna jako najważniejszy klasyczny gatunek dramatu?;Zasadą trzech jedności, fatum i konfliktem tragicznym;Wielowątkowością w budowaniu postaci i brakiem magii;Szczęśliwym zakończeniem oraz wprowadzaniem humoru;Całkowitym brakiem obecności chóru oraz aktorów w maskach
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywa się gatunek liryczny o uroczystym, pochwalnym charakterze?;Oda;Fraszka;Elegia;Piosenka
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywa się gatunek, do którego należy "Pan Tadeusz"?;Poemat epicki (epopeja);Dramat;Nowela;Zbiór opowiadań
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywa się odmiana powieści popularna w pozytywizmie, skupiająca się na losach bohatera od dzieciństwa do dojrzałości?;Powieść rozwojowa (Bildungsroman);Powieść tendencyjna;Powieść historyczna;Powieść epistolarna
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywamy dłuższą formę wypowiedzi o charakterze subiektywnym i refleksyjnym?;Esej;Notatka;Protokół;Artykuł naukowy
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywamy gatunek literatury faktu opisujący wspomnienia autora?;Pamiętnik;Powieść;Ballada;Legenda
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywamy odmianę powieści, która opisuje rozwój psychiczny bohatera (np. "Przedwiośnie")?;Powieść rozwojowa (bildungsroman);Nowela;Kryminał;Esej
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywamy powieść, która opisuje życie codzienne i obyczaje danej epoki?;Powieść obyczajowa;Kryminał;Fantasy;Esej
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jak nazywamy utwór liryczny pisany w formie listu do kogoś?;List poetycki;Tren;Fraszka;Hymn
Matura Język Polski;Epoki Literackie i Teoria;bardzo trudne;Jaki starożytny gatunek epicki ewoluował potem z pieśni rycerskich, opowiadając o bohaterskich czynach jednostek na tle bitew?;Epos;Nowela;Sielanka;Ballada
Matura Język Polski;Epoki Literackie i Teoria;trudne;Co to jest sielanka?;Utwór o pogodnym życiu pasterzy i rolników;Opis krwawej bitwy;Satyra na miasto;Traktat naukowy
Matura Język Polski;Epoki Literackie i Teoria;trudne;Co to jest sonet?;Utwór liryczny złożony z 14 wersów;Rodzaj opowiadania;Pieśń żałobna;Dramat antyczny
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się dramat niesceniczny?;Jest przeznaczony do czytania, nie do grania;Nie posiada dialogów;Ma tylko jednego bohatera;Nie ma didaskaliów
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się epos?;Wielowątkowością i opisem przełomowych wydarzeń;Krótką formą;Brakiem bohaterów;Użyciem tylko rymów
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się nowela?;Jednowątkowością i wyraźnym punktem kulminacyjnym;Wielowątkowością;Brakiem zakończenia;Długimi opisami przyrody
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się nowela?;Jednowątkowością i wyraźną pointą;Wielowątkowością;Brakiem akcji;Długimi opisami
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się poemat heroikomiczny?;Naśladowaniem eposu w błahym temacie;Wychwalaniem bohaterów;Brakiem rymów;Opisem przyrody
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym charakteryzuje się powieść epistolarna (np. "Cierpienia młodego Wertera")?;Złożona jest z listów;Nie posiada narratora;Opisuje tylko fakty historyczne;Jest pisana wierszem
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym jest nowela socjologiczna?;Nowelą skupioną na problemach grup społecznych;Opisem przyrody;Bajką;Tragedią
Matura Język Polski;Epoki Literackie i Teoria;trudne;Czym jest satyra?;Utworem ośmieszającym wady ludzkie lub społeczne;Pochwałą władcy;Opisem podróży;Pieśnią religijną
Matura Język Polski;Epoki Literackie i Teoria;trudne;Do jakiego popularnego gatunku z pogranicza literatury i publicystyki należy tekst wyrażający subiektywne poglądy twórcy?;Esej;Reportaż;Wywiad;Notatka
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się gatunek epicki o wielkich rozmiarach, opisujący losy narodu?;Epos;Powieść;Reportaż;Ballada
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się gatunek z pogranicza epiki i liryki, nasycony fantastyką i ludowością (np. "Świtezianka")?;Ballada;Sonet;Elegia;Sielanka
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się gatunek z pogranicza literatury i dziennikarstwa?;Reportaż;Nowela;Sonet;Hymn
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się utwór dramatyczny o lekkiej tematyce i szczęśliwym zakończeniu?;Komedia;Tragedia;Dramat właściwy;Opera
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywa się znany w renesansie krótki, rymowany utwór liryczny o charakterze żartobliwym, często z ostrą pointą?;Fraszka;Tren;Hymn;Oda
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywamy gatunek dramatyczny o smutnym zakończeniu i wzniosłym stylu?;Tragedia;Komedia;Farsa;Opera
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywamy utwór liryczny pisany na cześć bóstwa lub ojczyzny?;Hymn;Elegia;Sielanka;Satyra
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jak nazywamy utwór liryczny pisany na cześć zmarłej osoby?;Tren;Hymn;Oda;Fraszka
Matura Język Polski;Epoki Literackie i Teoria;trudne;Jakie są cechy ballady romantycznej?;Fantastyka, ludowość i synkretyzm rodzajowy;Brak rymów;Surowy realizm;Tematyka naukowa
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Do jakiego rodzaju literackiego należy komedia i tragedia?;Dramat;Epika;Liryka;Esej
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się krótki utwór epicki z wyraźnym punktem kulminacyjnym?;Nowela;Powieść;Epos;Saga
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się krótki utwór wierszowany o charakterze żartobliwym?;Fraszka;Hymn;Epos;Tren
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywa się krótki utwór wierszowany o żartobliwej treści, często zakończony puentą?;Fraszka;Hymn;Epos;Tragedia
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jak nazywamy krótki utwór wierszowany z wyraźnym morałem?;Bajka;Epos;Dramat;Nowela
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jaki gatunek literacki napisał Jan Kochanowski w cyklu 19 utworów po śmierci córki?;Tren;Fraszka;Hymn;Pieśń
Matura Język Polski;Epoki Literackie i Teoria;łatwe;Jaki gatunek literacki reprezentuje "Lalka" Bolesława Prusa?;Powieść realistyczna;Nowela;Epos;Dramat
