category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Motoryzacja i Transport;Przepisy Drogowe;Jaki kolor światła emitują z tyłu pojazdu tzw. światła cofania, uruchamiane podczas wrzucenia biegu wstecznego?;łatwe;Biały;Czerwony;Pomarańczowy;Żółty selektywny
Motoryzacja i Transport;Formuła 1 i Motorsport;Jak nazywa się jedyny polski kierowca w historii, który zdobył punkty i wygrał wyścig w Formule 1?;łatwe;Robert Kubica;Krzysztof Hołowczyc;Kajetan Kajetanowicz;Michał Kościuszko
Motoryzacja i Transport;Formuła 1 i Motorsport;Jaki legendarny, niezwykle trudny wieloetapowy rajd terenowy dla aut, motocykli i ciężarówek, dawniej kończył się w stolicy Senegalu?;łatwe;Rajd Dakar;Rajd Monte Carlo;Baja 1000;Rajd Safari
Motoryzacja i Transport;Formuła 1 i Motorsport;Jak w sportach motorowych nazywa się opływowy, jednomiejscowy wyścigowy samochód wyczynowy z odsłoniętymi kołami?;łatwe;Bolid;Gokart;Dragster;Samochód turystyczny
Motoryzacja i Transport;Formuła 1 i Motorsport;Jakim charakterystycznym wzorem i kolorem macha sędzia na mecie wyścigu motorowego, obwieszczając jego koniec?;łatwe;Czarno-białą szachownicą;Czerwoną flagą;Białą flagą;Czarną flagą z krzyżem
Motoryzacja i Transport;Lotnictwo i Samoloty;Jacy amerykańscy bracia przeszli do historii jako twórcy pierwszej udanej, napędzanej silnikiem i sterowanej maszyny latającej?;łatwe;Bracia Wright (Orville i Wilbur);Bracia Montgolfier;Bracia Lilienthal;Bracia Boeing
Motoryzacja i Transport;Lotnictwo i Samoloty;Jaki szerokokadłubowy, amerykański odrzutowiec pasażerski z 'garbem' z przodu nosi dumne miano 'Jumbo Jeta'?;łatwe;Boeing 747;Airbus A380;Antonov An-225;Lockheed C-5 Galaxy
Motoryzacja i Transport;Lotnictwo i Samoloty;Jak nazywał się legendarny brytyjsko-francuski samolot pasażerski, który potrafił latać z prędkością naddźwiękową?;łatwe;Concorde;Tupolew Tu-144;Boeing 787 Dreamliner;Airbus A350
Motoryzacja i Transport;Lotnictwo i Samoloty;Jakiego jaskrawego koloru są w rzeczywistości, dla ułatwienia poszukiwań po katastrofie, lotnicze rejestratory zwane 'czarnymi skrzynkami'?;łatwe;Pomarańczowego;Czarnego;Czerwonego;Białego odblaskowego
Motoryzacja i Transport;Lotnictwo i Samoloty;Jak nazywa się przypominający kierownicę lub podwójny drążek element sterujący w kokpicie większości samolotów pasażerskich?;łatwe;Wolant;Kierownica pionowa;Manetka;Orbczyk
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jak w Polsce określa się włoskie składy dużych prędkości klasy Express InterCity Premium, posiadające charakterystyczny aerodynamiczny 'nos'?;łatwe;Pendolino;TGV;Dart;Flirt
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jaki trzyliterowy skrót oznacza słynne francuskie pociągi dużych prędkości, które wielokrotnie biły światowe rekordy na torach?;łatwe;TGV;ICE;AVE;KDP
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jak nazywa się historyczny typ lokomotywy, w której spalany węgiel podgrzewał wodę, a powstałe ciśnienie napędzało tłoki?;łatwe;Parowóz;Spalinowóz;Elektrowóz;Drezyna
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jaki najbardziej luksusowy i owiany legendą pociąg pasażerski świata kursował dawniej na trasie z Paryża do Stambułu?;łatwe;Orient Express;Transsyberyjska;Glacier Express;Pociąg Złotego Wieku
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jak oficjalnie nazywa się zawód osoby, która na co dzień steruje pociągiem lub lokomotywą w kabinie z przodu składu?;łatwe;Maszynista;Kierownik pociągu;Konduktor;Pilot szynowy
Motoryzacja i Transport;Statki i Transport Wodny;W jaką wielką, dryfującą, naturalną przeszkodę uderzył podczas dziewiczego rejsu w 1912 roku pasażerski liniowiec RMS Titanic?;łatwe;W górę lodową;W niewidoczną rafę koralową;W inny statek towarowy;W minę morską
Motoryzacja i Transport;Statki i Transport Wodny;Jak brzmi najwyższy, oficjalny tytuł osoby odpowiedzialnej i dowodzącej całą jednostką morską (statkiem lub okrętem)?;łatwe;Kapitan;Bosman;Sternik;Admirał
Motoryzacja i Transport;Statki i Transport Wodny;Jaki gigantyczny okręt wojenny posiada własny pas startowy i służy jako pływająca baza dla myśliwców lotnictwa morskiego?;łatwe;Lotniskowiec;Krążownik;Niszczyciel;Fregata
Motoryzacja i Transport;Statki i Transport Wodny;Jaki bojowy okręt jest przystosowany do operowania i pływania w głębinach, uderzając np. torpedami całkowicie w ukryciu?;łatwe;Okręt podwodny;Poduszkowiec;Batyskaf;Kuter torpedowy
Motoryzacja i Transport;Statki i Transport Wodny;Jak fachowo, w żargonie żeglarskim i morskim, nazywa się odpowiednio lewą oraz prawą burtę statku (patrząc od rufy w kierunku dziobu)?;łatwe;Bakburta (lewa) i sterburta (prawa);Aport i starboard;Kambuz i mesa;Grot i kil
Motoryzacja i Transport;Słynne Trasy i Mosty;Jak nazywa się słynna, opiewana w piosenkach amerykańska 'Droga Matka', łącząca dawniej Chicago z Los Angeles?;łatwe;Route 66;Pan-American Highway;Autostrada Słońca;Pacific Coast Highway
Motoryzacja i Transport;Słynne Trasy i Mosty;Jaką nazwę nosi najdłuższa linia kolejowa na świecie, przebiegająca z Moskwy aż do Władywostoku nad Pacyfikiem?;łatwe;Kolej Transsyberyjska;Orient Express;Kolej Bajkalsko-Amurska;Magistrala Środkowoazjatycka
Motoryzacja i Transport;Słynne Trasy i Mosty;Jaki potężny, wiszący, rdzawo-czerwony most jest najbardziej rozpoznawalnym punktem i symbolem San Francisco?;łatwe;Golden Gate Bridge;Most Brookliński;London Bridge;Tower Bridge
Motoryzacja i Transport;Słynne Trasy i Mosty;W jakim państwie Europy po bardzo nowoczesnych autostradach (Autobahn) na wyznaczonych odcinkach nie obowiązują limity prędkości?;łatwe;W Niemczech;We Włoszech;W Holandii;W Szwajcarii
Motoryzacja i Transport;Słynne Trasy i Mosty;Jaki stworzony przez człowieka kanał skrócił dramatycznie drogę statków, łącząc ocean Atlantycki bezpośrednio z Pacyfikiem?;łatwe;Kanał Panamski;Kanał Sueski;Kanał Kiloński;Kanał La Manche
Motoryzacja i Transport;Transport Miejski;W jakim europejskim mieście znakiem rozpoznawczym są wysokie, dwupiętrowe, czerwone autobusy, tzw. double-deckery?;łatwe;W Londynie;W Paryżu;W Rzymie;W Dublinie
Motoryzacja i Transport;Transport Miejski;Z jakiego konkretnego i krzykliwego koloru flot wozów taksówkarskich na całym świecie słynie Nowy Jork?;łatwe;Z żółtych taksówek (Yellow cabs);Z czarnych taksówek;Z biało-niebieskich taksówek;Z czerwonych taksówek
Motoryzacja i Transport;Transport Miejski;Jak nazywa się bezkolizyjny system szybkiej kolei miejskiej, którego pociągi poruszają się w większości specjalnymi podziemnymi tunelami?;łatwe;Metro;Tramwaj;Trolejbus;Kolej gondolowa
Motoryzacja i Transport;Transport Miejski;Jaki elektryczny miejski pojazd szynowy, w odróżnieniu od metra, porusza się w poziomie jezdni, pobierając prąd z napowietrznej sieci pantografem?;łatwe;Tramwaj;Autobus hybrydowy;Maglev;Trolejbus
Motoryzacja i Transport;Transport Miejski;Jak nazywają się tradycyjne, smukłe łodzie wiosłowe używane od wieków do transportu pasażerów w wąskich kanałach Wenecji?;łatwe;Gondole;Motorówki;Galery;Kajaki
Motoryzacja i Transport;Pojazdy Dwukołowe;Jaka kultowa i niezwykle ciężka amerykańska marka motocykli słynie ze zlotów brodatych motocyklistów i charakterystycznego dźwięku silnika V-Twin?;łatwe;Harley-Davidson;Indian;Ducati;Yamaha
Motoryzacja i Transport;Pojazdy Dwukołowe;Jak nazywał się najpopularniejszy w czasach PRL polski rower 'składak', produkowany przez zakłady Romet?;łatwe;Wigry 3;Ukraina;Kross;Romet Ogar
Motoryzacja i Transport;Pojazdy Dwukołowe;Jak nazywa się lekki, zabudowany miejski jednoślad, w którym kierowca podczas jazdy trzyma nogi złączone z przodu, opierając je na płaskiej podłodze?;łatwe;Skuter;Ścigacz;Chopper;Quad
Motoryzacja i Transport;Pojazdy Dwukołowe;Co we włoskim mieście słynącym z wąskich uliczek było najpopularniejszym środkiem transportu dla rodziny, spopularyzowanym przez markę Vespa?;łatwe;Skuter (Vespa);Motocykl żużlowy;Tandem;Deskorolka
Motoryzacja i Transport;Pojazdy Dwukołowe;Jak nazywa się niezwykle masywny rower terenowy (MTB), wyposażony w gigantyczne i bardzo grube opony, świetny na śnieg i piasek?;łatwe;Fatbike;BMX;Kolarka;Trekking
Motoryzacja i Transport;Infrastruktura Drogowa;Z jakiej bardzo ciemnej, lepkiej i węglowodorowej substancji uzyskiwanej z ropy naftowej składa się lepiszcze tworzące nawierzchnie asfaltowe?;łatwe;Z bitumu (asfaltu);Z cementu portlandzkiego;Z żywicy epoksydowej;Z kauczuku
Motoryzacja i Transport;Infrastruktura Drogowa;Jak nazywa się wielopoziomowe skrzyżowanie na autostradzie, pozwalające bezkolizyjnie zjechać lub wjechać na inne trasy szybkiego ruchu?;łatwe;Węzeł drogowy;Rondo turbinowe;Wiadukt;Estakada
Motoryzacja i Transport;Infrastruktura Drogowa;Czym w inżynierii drogowej różni się klasyczny wiadukt od klasycznego mostu?;łatwe;Wiadukt prowadzi nad inną drogą/torami, a most nad przeszkodą wodną;Wiadukt służy tylko dla pociągów, a most tylko dla aut;Wiadukt jest zawsze drewniany, a most stalowy;Nie ma żadnej różnicy, to synonimy
Motoryzacja i Transport;Infrastruktura Drogowa;Czym są tzw. 'kocie oczka' wbudowywane często na nieoświetlonych i niebezpiecznych łukach jezdni?;łatwe;Odblaskami montowanymi w asfalcie;Czujnikami mierzącymi prędkość;Kamerami monitoringu miejskiego;Zraszaczami przeciwoblodzeniowymi
Motoryzacja i Transport;Infrastruktura Drogowa;Jak nazywa się pas na autostradzie służący wyłącznie do bezpiecznego rozpędzenia się samochodu przed płynnym włączeniem się do ruchu?;łatwe;Pas włączenia (rozbiegowy);Pas wyłączenia;Pas awaryjny;Lewy skrajny pas
Motoryzacja i Transport;Ekologia w Motoryzacji;Co oznacza skrót EV (Electric Vehicle) często używany do opisywania najnowszych samochodów na rynku?;łatwe;Pojazd w pełni elektryczny;Pojazd o zwiększonej pojemności;Ekstremalnie szybki samochód;Pojazd hybrydowy
Motoryzacja i Transport;Ekologia w Motoryzacji;Jaką substancję emituje z rury wydechowej bezemisyjny, ekologiczny samochód napędzany wodorem (ogniwami paliwowymi)?;łatwe;Wyłącznie czystą wodę (parę wodną);Czysty tlen;Dwutlenek węgla (CO2);Podtlenek azotu
Motoryzacja i Transport;Ekologia w Motoryzacji;Jak potocznie określa się samochód posiadający pod maską zarówno tradycyjny silnik spalinowy, jak i wspomagający go silnik elektryczny?;łatwe;Hybryda;Elektryk;Kombajn spalinowy;Diesel typu common-rail
Motoryzacja i Transport;Ekologia w Motoryzacji;Czym w samochodach spalinowych jest wbudowany w układ wydechowy tzw. katalizator?;łatwe;Reaktorem oczyszczającym toksyczne spaliny;Tłumikiem hałasu z silnika;Częścią filtrującą paliwo w baku;Turbiną zwiększającą moc na autostradzie
Motoryzacja i Transport;Ekologia w Motoryzacji;Czym jest proces tzw. rekuperacji stosowany w nowoczesnych hybrydach i autach elektrycznych (EV)?;łatwe;Odzyskiwaniem energii elektrycznej podczas hamowania;Podgrzewaniem baterii przed startem zimą;Aktualizacją systemu samochodu przez internet;Ekologicznym chłodzeniem kabiny
Motoryzacja i Transport;Kultowe Auta PRL;Jaki legendarny, kanciasty i kultowy radiowóz, produkowany na Żeraniu, uchodził na ekranie za wóz niezłomnego porucznika Borewicza?;łatwe;FSO Polonez;Fiat 125p (Duży Fiat);Nysa;Żuk
Motoryzacja i Transport;Kultowe Auta PRL;Jaki wschodnioniemiecki, bardzo popularny u nas samochód miał dymiący dwusuwowy silnik, a jego karoserię wytwarzano z tworzywa zwanego duroplastem?;łatwe;Trabant;Wartburg;Dacia;Lada
Motoryzacja i Transport;Kultowe Auta PRL;Jak pieszczotliwie Polacy nazywali Fiata 126p, który był pierwszym powszechnym samochodem niemal każdej polskiej rodziny?;łatwe;Maluch;Kaszlak;Borewicz;Bąbel
Motoryzacja i Transport;Kultowe Auta PRL;Z produkcją jakiej zasłużonej czeskiej marki, w czasach PRL niezwykle pożądanej w Polsce (modele 105 i 120), silnie związana jest Mlada Boleslav?;łatwe;Škoda;Tatra;Zastava;Yugo
Motoryzacja i Transport;Wyposażenie Samochodu;Jaki trzyliterowy skrót opisuje układ, który zapobiega niebezpiecznemu zablokowaniu kół samochodu podczas ostrego hamowania?;łatwe;ABS;ESP;ASR;EBD
Motoryzacja i Transport;Wyposażenie Samochodu;Czym jest popularny 'Airbag' (poduszka powietrzna) ukryty w kierownicy i desce rozdzielczej samochodu?;łatwe;Systemem ochronnym wybuchającym przy uderzeniu;Systemem zawieszenia pneumatycznego;Klimatyzacją pompującą powietrze na twarz;Miękkim zagłówkiem na fotelu pasażera
Motoryzacja i Transport;Wyposażenie Samochodu;Jaki specjalny, wbudowany w kanapy i oznaczony z boku zamek z klipsem, stanowi międzynarodowy standard bezpiecznego mocowania fotelików dla dzieci?;łatwe;ISOFIX;Top Tether;Seat-Belt Plus;Child-Lock
Motoryzacja i Transport;Wyposażenie Samochodu;Do czego we współczesnych autach najczęściej używany i włączany na autostradach jest przycisk tzw. tempomatu?;łatwe;Do automatycznego utrzymywania stałej prędkości;Do szybkiego odmrażania tylnej szyby;Do automatycznego parkowania tyłem;Do awaryjnego odcięcia paliwa
Motoryzacja i Transport;Wyposażenie Samochodu;Przed czym, chroniąc głowę, szyję i klatkę piersiową ratuje pasywny system złożony z mocnej, ściąganej w ułamku sekundy taśmy, obligatoryjny od lat w Europie?;łatwe;Pasy bezpieczeństwa;Poduszka powietrzna (Airbag);System ESP;Miękkie zagłówki
Motoryzacja i Transport;Wynalazki Transportowe;Jak nazywały się majestatyczne, wypełnione lekkim gazem (często wodorem) ogromne latające statki, spopularyzowane m.in. przez Ferdinanda von Zeppelina?;łatwe;Sterowce;Balony na ogrzane powietrze;Szybowce;Paralotnie
Motoryzacja i Transport;Wynalazki Transportowe;Jaka rewolucyjna japońska/chińska technologia kolei pozwala niezwykle szybkim pociągom poruszać się cicho, niemal lewitując nad torem?;łatwe;Kolej magnetyczna (Maglev);Kolej próżniowa (Hyperloop);Kolej linowa;Trakcja elektryczna (TGV)
Motoryzacja i Transport;Wynalazki Transportowe;Jak nazywa się bardzo dziwny, poruszający się na poduszce sprężonego powietrza i napędzany potężnymi śmigłami statek, mogący wjechać bezpośrednio na plażę?;łatwe;Poduszkowiec (Hovercraft);Katamaran;Wodolot;Lodołamacz
Motoryzacja i Transport;Wynalazki Transportowe;Co to jest Segway, który zyskał olbrzymią popularność w usługach turystycznych w miastach?;łatwe;Elektryczny, dwukołowy pojazd z kierownicą, balansujący ciałem;Hulajnoga na paliwo rakietowe;Rower ze wspomaganiem elektrycznym (e-bike);Zdalnie sterowany dron osobowy
Motoryzacja i Transport;Wynalazki Transportowe;Czym były potężne, amerykańskie i pływające po rzece Missisipi jednostki wodne z XIX wieku, napędzane wielkim kołem łopatkowym z tyłu?;łatwe;Statkami parowymi (Parowcami);Galeonami wojennymi;Elektrycznymi łodziami wycieczkowymi;Żaglowcami
Motoryzacja i Transport;Budowa Samochodu;Jak nazywa się precyzyjne urządzenie w układzie paliwowym nowoczesnych silników benzynowych, które zastąpiło gaźnik i dozuje paliwo bezpośrednio do cylindrów lub kolektora ssącego pod wysokim ciśnieniem?;trudne;Wtryskiwacz (Injector);Dysza Laval;Zawór EGR;Przepustnica powietrza
Motoryzacja i Transport;Ekologia w Motoryzacji;Ile gramów CO₂ na kilometr wynosiło docelowe ograniczenie emisji dla nowych samochodów osobowych w Unii Europejskiej, obowiązujące producentów od 2021 roku (średnia wartość floty)?;trudne;95 g/km;120 g/km;75 g/km;130 g/km
Motoryzacja i Transport;Formuła 1 i Motorsport;Który kierowca Formuły 1 jako pierwszy w historii mistrzostw świata zdobył łącznie 100 zwycięstw wyścigowych?;trudne;Lewis Hamilton;Michael Schumacher;Ayrton Senna;Sebastian Vettel
Motoryzacja i Transport;Historia Motoryzacji;W którym roku Henry Ford oficjalnie wprowadził do seryjnej produkcji model Ford T, jeden z pierwszych masowo wytwarzanych samochodów na świecie?;trudne;1908;1895;1913;1920
Motoryzacja i Transport;Infrastruktura Drogowa;Jaką literą oznaczane są numery dróg ekspresowych w Polsce, widoczną na zielonych tablicach kierunkowych (np. trasa łącząca Łódź z Warszawą)?;trudne;S;E;A;D
Motoryzacja i Transport;Kolejnictwo i Pociągi;Jak nazywa się europejski system sterowania ruchem kolejowym, który ma zapewnić interoperacyjność pociągów między różnymi krajami UE i jest wdrażany w ramach Transeuropejskiej Sieci Transportowej?;trudne;ETCS (European Train Control System);GPS Rail Control (GRC);Advanced Track Signal System (ATSS);Centralized Rail Management (CRM)
Motoryzacja i Transport;Kultowe Auta PRL;Jaka była pojemność skokowa silnika oryginalnego Fiata 126p (zwanego potocznie Maluchem), produkowanego w Bielsku-Białej od 1973 roku?;trudne;652 cm³;850 cm³;499 cm³;1000 cm³
Motoryzacja i Transport;Lotnictwo i Samoloty;Ile silników turboodrzutowych posiada największy seryjny pasażerski samolot świata – Airbus A380?;trudne;4;2;6;3
Motoryzacja i Transport;Marki Samochodów;Która grupa motoryzacyjna (koncern) jest właścicielem marek Volkswagen, Audi, Porsche, Lamborghini, Bentley, SEAT i Škoda jednocześnie?;trudne;Volkswagen AG (Grupa VAG);Stellantis;Toyota Group;BMW Group
Motoryzacja i Transport;Pojazdy Dwukołowe;Jak nazywał się pierwszy seryjny pojazd z silnikiem benzynowym na dwóch kołach, skonstruowany przez Gottlieba Daimlera w 1885 roku, powszechnie uznawany za protoplastę motocykla?;trudne;Reitwagen;Motorrad;Velocipede;Benz Velo
Motoryzacja i Transport;Przepisy Drogowe;Jaka jest maksymalna dopuszczalna prędkość dla samochodu osobowego na autostradzie w Polsce, zgodnie z obowiązującymi przepisami Kodeksu drogowego?;trudne;140 km/h;120 km/h;130 km/h;150 km/h
Motoryzacja i Transport;Statki i Transport Wodny;Jak nazywa się największy wycieczkowiec świata, zwodowany w 2023 roku przez linię Royal Caribbean, który pobił rekordy pojemności i liczby pasażerów?;trudne;Icon of the Seas;Wonder of the Seas;Symphony of the Seas;Harmony of the Seas
Motoryzacja i Transport;Słynne Trasy i Mosty;Jak nazywa się most wiszący w Japonii, łączący wyspy Honshū i Awaji przez Cieśninę Akashi, posiadający jeden z najdłuższych przęseł środkowych spośród wszystkich mostów wiszących na świecie?;trudne;Most Akashi Kaikyō;Most Hardanger;Most Runyang;Most Xihoumen
Motoryzacja i Transport;Transport Miejski;W którym mieście uruchomiono pierwsze na świecie metro podziemne, otwarte dla pasażerów w 1863 roku?;trudne;Londyn;Paryż;Nowy Jork;Berlin
Motoryzacja i Transport;Wynalazki Transportowe;Kto jest powszechnie uznawany za twórcę ulepszenia silnika parowego w XVIII wieku, co umożliwiło rewolucję przemysłową i narodziny nowoczesnego transportu szynowego?;trudne;James Watt;Thomas Newcomen;George Stephenson;Richard Trevithick
Motoryzacja i Transport;Wyposażenie Samochodu;Jak nazywa się zaawansowany system w nowoczesnych samochodach, który za pomocą kamer i czujników automatycznie utrzymuje pojazd na środku pasa ruchu, korygując układ kierowniczy bez interwencji kierowcy?;trudne;System utrzymania pasa ruchu (Lane Keeping Assist);Tempomat adaptacyjny (ACC);Asystent martwego pola (BSM);Asystent parkowania (PAS)
