category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Rozrywka i Popkultura;Komiksy Marvela;Z jakiego ukrytego i wysoce rozwiniętego technologicznie afrykańskiego państwa komiksowego pochodził bohaterski Czarna Pantera?;łatwe;Z Wakandy;Z Genoshy;Z Asgardu;Z Latverii
Rozrywka i Popkultura;Komiksy Marvela;Jaki uśmiechnięty staruszek i genialny scenarzysta wymyślił większość głównych postaci Marvela i słynął z gościnnych ról (cameo) w filmach?;łatwe;Stan Lee;Jack Kirby;Steve Ditko;Todd McFarlane
Rozrywka i Popkultura;Kultowe Seriale TV;W jakim znanym nowojorskim sitcomie z lat 90. szóstka tytułowych i nierozłącznych znajomych spędzała długie godziny w kawiarni Central Perk?;łatwe;Przyjaciele (Friends);Jak poznałem waszą matkę;Teoria wielkiego podrywu;Seinfeld
Rozrywka i Popkultura;Kultowe Seriale TV;Jaki genialny chemik, po diagnozie raka, w głośnym serialu 'Breaking Bad' postanawia produkować doskonałą, niebieską metamfetaminę?;łatwe;Walter White (Heisenberg);Jesse Pinkman;Hank Schrader;Saul Goodman
Rozrywka i Popkultura;Kultowe Seriale TV;O co toczyła się główna, polityczna i bardzo krwawa walka potężnych rodów z Westeros w monumentalnym serialu 'Gra o Tron'?;łatwe;O władzę i zasiadanie na Żelaznym Tronie;O posiadanie wszystkich żyjących smoków;O wielkie zasoby złota u Lannisterów;O możliwość ucieczki na inny kontynent
Rozrywka i Popkultura;Kultowe Seriale TV;W jakim dziwnym amerykańskim miasteczku, atakowanym przez demony z 'Drugiej Strony', rozgrywa się w latach 80. popularna akcja 'Stranger Things'?;łatwe;W Hawkins;W Riverdale;W Twin Peaks;W Derry
Rozrywka i Popkultura;Kultowe Seriale TV;O pracy jakiego specyficznego, papierowego przedsiębiorstwa z ekscentrycznym szefem Michaelem Scottem opowiadał hitowy serial komediowy (tzw. mockument)?;łatwe;The Office (Biuro);Parks and Recreation;Korporacja;Technicy-magicy (IT Crowd)
Rozrywka i Popkultura;Gry Planszowe i Karciane;W jakiej bezwzględnie najpopularniejszej grze planszowej na świecie kupuje się ulice i miasta, buduje domy oraz wymusza gigantyczne czynsze na hotelach?;łatwe;W Monopoly (lub Eurobiznes);W Catan;W Scrabble;W Carcassonne
Rozrywka i Popkultura;Gry Planszowe i Karciane;Jak nazywa się wiekowa, mistrzowska i wysoce strategiczna gra na 64 polach, której celem jest zaatakowanie i finalne danie mata królowi przeciwnika?;łatwe;Szachy;Warcaby;Tryktrak (Backgammon);Go
Rozrywka i Popkultura;Gry Planszowe i Karciane;Jakie głośne słowo musi bezwzględnie wykrzyczeć gracz, by nie otrzymać kary, w momencie, gdy zrzuca na kupkę przedostatnią kartę i zostaje mu w ręce tylko jedna?;łatwe;UNO!;Makao!;Bingo!;Pas!
Rozrywka i Popkultura;Gry Planszowe i Karciane;Jaka światowa gra intelektualna polega na losowaniu kafelków z różnymi literami i układaniu z nich na krzyż na tarczy punktowanych, istniejących słów?;łatwe;Scrabble;Rummikub;Taboo;Kalambury
Rozrywka i Popkultura;Gry Planszowe i Karciane;Kim jest w świecie gier fabularnych (RPG) tzw. Mistrz Gry (Dungeon Master) prowadzący sesję dla reszty graczy?;łatwe;Narratorem kierującym fabułą i otoczeniem;Najsilniejszym wojownikiem w drużynie;Graczem z największą pulą pieniędzy (bankierem);Twórcą fizycznej planszy przed rozpoczęciem
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;Jaki legendarny, bardzo burzliwy i kreskówkowy duet wiecznie goniących i lejących się patelniami zwierzaków (kota i myszy) wykreowali Hanna i Barbera?;łatwe;Tom i Jerry;Struś Pędziwiatr i Kojot;Królik Bugs i Kaczor Daffy;Sylwester i Tweety
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;W jakiej bajce Disneya, przy genialnej muzyce Eltona Johna i Hansa Zimmera, mały lewek Simba musiał dorosnąć po tragicznej śmierci swojego wspaniałego ojca Mufasy?;łatwe;Król Lew;Tarzan;Księga Dżungli;Mulan
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;Jaki strachliwy, brązowy i stale głodny potężny dog niemiecki, jeżdżący wehikułem tajemnic wraz z Kudłatym, na co dzień bał się duchów?;łatwe;Scooby-Doo;Snoopy;Reksio;Goofy
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;Jakie urocze, małe i jaskrawo niebieskie stworki z małymi białymi czapkami mieszkały w leśnych grzybach, uciekając w bajce przed starym czarodziejem Gargamelem?;łatwe;Smerfy;Gumisie;Muminki;Minionki
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;Jak nazywała się powszechnie lubiana animowana rodzina z epoki kamienia łupanego, gdzie w autach pracowano nogami i używano małych dinozaurów jako sprzętu AGD?;łatwe;Flintstonowie;Jetsonowie;Simpsonowie;Rodzina Addamsów
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Którego genialnego artystę, odpowiedzialnego za taneczny i innowacyjny album 'Thriller' oraz księżycowy spacer, określa się wielkim, zmarłym Królem Popu?;łatwe;Michaela Jacksona;Elvisa Presleya;Prince'a;Freddiego Mercury'ego
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Jaka światowej i ogromnej klasy wokalistka znana powszechnie m.in z hitów 'Like a Virgin', od dziesięcioleci dumnie i zasłużenie nazywana jest Królową Popu?;łatwe;Madonna;Whitney Houston;Britney Spears;Cher
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Kto obecnie jest najbogatszą amerykańską piosenkarką i gwiazdą z armią fanów (Swifties), bijącą gigantyczne rekordy frekwencji na niesamowitej trasie Eras Tour?;łatwe;Taylor Swift;Beyoncé;Ariana Grande;Billie Eilish
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Jak brzmi sceniczny i modny, arystokratyczny pseudonim Stefani Germanotty, autorki przebojów muzycznych z list takich jak 'Poker Face' czy też 'Bad Romance'?;łatwe;Lady Gaga;Katy Perry;Rihanna;Dua Lipa
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Jak nazywał się absolutnie legendarny kwartet z Liverpoolu (w składzie m.in. John, Paul), który na stałe ukształtował wielką muzykę pop lat 60. na zawsze?;łatwe;The Beatles;The Rolling Stones;Queen;ABBA
Rozrywka i Popkultura;Uniwersum DC;Jaki bohater po wielkiej stracie rodziców na własną rękę broni mrocznego miasta Gotham przed kryminalistami, samemu nie mając nadludzkich mocy tylko mnóstwo gadżetów?;łatwe;Batman;Flash;Green Arrow;Aquaman
Rozrywka i Popkultura;Uniwersum DC;Kto ukrywa się w codziennym i dziennikarskim życiu pod maską z czerwoną peleryną wielkiego i przybyłego statkiem z innej i obcej planety Supermana?;łatwe;Clark Kent;Bruce Wayne;Barry Allen;Arthur Curry
Rozrywka i Popkultura;Uniwersum DC;Jaki psychopatyczny złoczyńca o przerażającym i często klaunim, umalowanym uśmiechu na twarzy jest bezwzględnie najbardziej rozpoznawalnym, wiecznym wrogiem Batmana?;łatwe;Joker;Lex Luthor;Dwie Twarze (Two-Face);Człowiek Zagadka
Rozrywka i Popkultura;Uniwersum DC;Jaki zielonkawy, radioaktywny kamień stanowiący osłabiający odłamek nieistniejącej zniszczonej ojczyzny Kal-Ela, potrafił osłabić potężnego do bólu Supermana?;łatwe;Kryptonit;Adamantium;Vibranium;Tesserakt
Rozrywka i Popkultura;Uniwersum DC;Która wielka zjednoczona liga połączyła siły komiksowych bohaterów od DC Comics (takich jak Wonder Woman, Batman, Superman czy zwinny Flash) by bronić Ziemi?;łatwe;Liga Sprawiedliwości (Justice League);Avengers;Legion Samobójców (Suicide Squad);X-Men
Rozrywka i Popkultura;Słynne Memy i Internet;Jak zwała się sympatyczna rasa japońskiego i bardzo znanego we wczesnych latach sieci pieska (Shiba Inu), na którego zabawnym pysku z błędem językowym zbudowano mema 'Doge' (Pieseł)?;łatwe;Pieseł (Doge);Kot (Grumpy Cat);Nyan Cat;Żaba Pepe
Rozrywka i Popkultura;Słynne Memy i Internet;Jaki kultowy stary wideoklip Ricka Astleya 'Never Gonna Give You Up' służy i robił za przynętę w bardzo popularnym, trollującym zjawisku fałszywych linków ukrytych na wielu forach w internecie?;łatwe;Rickroll;Trollface;Clickbait;Harlem Shake
Rozrywka i Popkultura;Słynne Memy i Internet;Jaka animowana na rysunkach smutna i uśmiechnięta na przemian żaba z komiksów Matta Furiego stała się, początkowo przypadkowo ogromnym symbolem i memem w świecie internetowym?;łatwe;Żaba Pepe;Kermit;Żaba Crazy Frog;Smutny Żółw
Rozrywka i Popkultura;Słynne Memy i Internet;Jak powszechnie określa się internetowy i niesamowicie szybko rozprzestrzeniający się trend wirusowy lub krótki żart obrazkowy masowo przesyłany dalej, ewoluujący i śmieszny z założenia?;łatwe;Mem;Gif;Spam;Blog
Rozrywka i Popkultura;Słynne Memy i Internet;Jaki starszy pan o imieniu András Arató z Węgier zasłynął całkowicie potężnie z pozowania do zwykłych zdjęć z baz stockowych z widocznym niesamowicie wymuszonym uśmiechem na bólu?;łatwe;Dziadek Harold (Hide the Pain Harold);Zły Wujek (Bad Luck Brian);Dziki Bill;Wąsaty Janusz
Rozrywka i Popkultura;Nagrody i Gale;Jak powszechnie i nieoficjalnie nazywa się nagrodę Amerykańskiej Akademii Wiedzy i Sztuki Filmowej, wręczaną zwycięzcom w postaci wielkiej, pozłacanej, złotej i lśniącej rycerskiej statuetki?;łatwe;Oscar;Złoty Glob;Złota Palma;Emmy
Rozrywka i Popkultura;Nagrody i Gale;Jaka nagroda o kształcie starego gramofonu to bezsprzecznie najbardziej pożądane, potężne na świecie i amerykańskie, najważniejsze wyróżnienie dla artystów i całego dużego przemysłu w wielkiej muzyce?;łatwe;Grammy;MTV Video Music Award;Brit Award;Billboard Music Award
Rozrywka i Popkultura;Nagrody i Gale;W jakim znanym i pięknym mieście we Francji, co roku uroczyście na Lazurowym Wybrzeżu, wręcza się podczas potężnego europejskiego festiwalu filmowego bardzo ważną nagrodę - Złotą Palmę?;łatwe;W Cannes;W Paryżu;W Wenecji;W Berlinie
Rozrywka i Popkultura;Nagrody i Gale;Jaką anty-nagrodę owocową co roku z uśmiechem (dzień przed Oscarami) w USA bardzo uroczyście, ale negatywnie wręcza się we wręcz złośliwy dla najgorszych twórców sposób za najgorsze filmy w kinie w całym ubiegłym i danym roku?;łatwe;Złote Maliny (Razzies);Srebrne Cytryny;Zgniłe Pomidory;Drewniane Żołędzie
Rozrywka i Popkultura;Nagrody i Gale;Jaka popularna w USA i na świecie, wręczana podczas uroczystej wielkiej gali telewizyjnej od lat potężna nagroda bywa określana po prostu absolutnie i wprost najważniejszym 'Telewizyjnym Oscarem' za świetne seriale?;łatwe;Nagroda Emmy;Złoty Glob;Nagroda Tony;Saturn
Rozrywka i Popkultura;Anime i Manga;Z jakiej znanej japońskiej serii wywodzi się mały, żółty i uroczy, strzelający prądem stworek Pikachu?;łatwe;Z Pokémonów;Z Digimonów;Z Dragon Balla;Z Czarodziejki z Księżyca
Rozrywka i Popkultura;Anime i Manga;Jak miał na imię główny, niesamowicie silny bohater z ogonem, walczący w obronie Ziemi w kultowym anime 'Dragon Ball'?;łatwe;Son Goku;Vegeta;Naruto Uzumaki;Ichigo Kurosaki
Rozrywka i Popkultura;Anime i Manga;Które słynne japońskie studio animacyjne (założone m.in. przez Hayao Miyazakiego) stworzyło oscarowe 'Spirited Away: W krainie bogów'?;łatwe;Studio Ghibli;Toei Animation;Madhouse;Bones
Rozrywka i Popkultura;Anime i Manga;O kim marzył zostać tytułowy bohater w pomarańczowym dresie, z wioski Ukrytego Liścia w anime 'Naruto'?;łatwe;Chciał zostać Hokage (przywódcą wioski);Chciał zostać Królem Piratów;Chciał zostać Mistrzem Pokémon;Chciał zostać Władcą Demonów
Rozrywka i Popkultura;Anime i Manga;Która japońska superbohaterka w marynarskim mundurku, wraz z innymi wojowniczkami, walczyła o dobro wszechświata?;łatwe;Czarodziejka z Księżyca (Sailor Moon);Cardcaptor Sakura;Evangelion;Miku Hatsune
Rozrywka i Popkultura;Klasyka Kina;W jakim legendarnym filmie mafijnym Marlon Brando wcielił się w niezapomnianą rolę Don Vito Corleone?;łatwe;W Ojcu Chrzestnym;W Chłopcach z ferajny;W Człowieku z blizną;W Kasynie
Rozrywka i Popkultura;Klasyka Kina;Jakie wielkie, zakochane w sobie podczas rejsu postacie zagrali Leonardo DiCaprio i Kate Winslet w gigantycznym hicie 'Titanic'?;łatwe;Jacka i Rose;Romea i Julię;Boba i Alice;Sama i Molly
Rozrywka i Popkultura;Klasyka Kina;Który aktor wcielił się w hakera Neo (Wybrańca), unikającego kultowo kul na dachu w hicie sci-fi 'Matrix'?;łatwe;Keanu Reeves;Tom Cruise;Brad Pitt;Will Smith
Rozrywka i Popkultura;Klasyka Kina;Z jakiego wzruszającego filmu z Tomem Hanksem pochodzi słynny cytat: 'Życie jest jak pudełko czekoladek'?;łatwe;Z Forresta Gumpa;Z Zielonej Mili;Z Cast Away: Poza światem;Z Szeregowca Ryana
Rozrywka i Popkultura;Klasyka Kina;Z jakim wymarłym zagrożeniem mierzyli się bohaterowie kultowego hitu w reżyserii Stevena Spielberga z 1993 roku na Isla Nublar?;łatwe;Z genetycznie sklonowanymi dinozaurami (Park Jurajski);Z atakiem kosmitów;Z rekinem ludojadem;Ze zbuntowanymi robotami
Rozrywka i Popkultura;Władca Pierścieni;Kto jest autorem fantastycznego świata Śródziemia i epickiej powieści 'Władca Pierścieni'?;łatwe;J.R.R. Tolkien;C.S. Lewis;George R.R. Martin;Terry Pratchett
Rozrywka i Popkultura;Władca Pierścieni;Jak miał na imię mądry i potężny czarodziej z długą brodą, przewodnik Drużyny Pierścienia?;łatwe;Gandalf;Saruman;Radagast;Dumbledore
Rozrywka i Popkultura;Władca Pierścieni;Gdzie fizycznie hobbit Frodo Baggins musiał dotrzeć, by ostatecznie zniszczyć Jedyny Pierścień?;łatwe;Do Góry Przeznaczenia w Mordorze;Do Samotnej Góry;Do Minas Tirith;Do Shire
Rozrywka i Popkultura;Władca Pierścieni;Który zwinny książę Leśnych Elfów o blond włosach i sokolim wzroku strzelał bezbłędnie z łuku?;łatwe;Legolas;Elrond;Thranduil;Gimli
Rozrywka i Popkultura;Władca Pierścieni;Jaka żałosna i zepsuta przez magię pierścienia istota ciągle podążała za hobbitem, nazywając pierścień 'swoim ssskarbem'?;łatwe;Gollum (Smeagol);Uruk-hai;Balrog;Nazgul
Rozrywka i Popkultura;Słynni Reżyserzy;Który uznany reżyser uwielbia drastyczną przemoc, szybkie dialogi i nakręcił takie hity jak 'Pulp Fiction' i 'Django'?;łatwe;Quentin Tarantino;Martin Scorsese;Francis Ford Coppola;Wes Anderson
Rozrywka i Popkultura;Słynni Reżyserzy;Jak nazywa się twórca niesamowicie zawiłych fabularnie widowisk takich jak 'Incepcja', 'Interstellar' czy 'Mroczny Rycerz'?;łatwe;Christopher Nolan;James Cameron;Ridley Scott;Denis Villeneuve
Rozrywka i Popkultura;Słynni Reżyserzy;Kto do dziś nosi w kinie dumne miano 'Mistrza Suspensu' i zrealizował dreszczowce takie jak 'Psychoza' czy 'Ptaki'?;łatwe;Alfred Hitchcock;Stanley Kubrick;Steven Spielberg;Roman Polański
Rozrywka i Popkultura;Słynni Reżyserzy;Jaki amerykański gigant kina zrealizował 'Taksówkarza', 'Chłopców z ferajny' oraz 'Wilka z Wall Street'?;łatwe;Martin Scorsese;Clint Eastwood;Oliver Stone;Brian De Palma
Rozrywka i Popkultura;Słynni Reżyserzy;Który genialny, ale ekscentryczny reżyser stworzył m.in. 'Lśnienie' i monumentalną '2001: Odyseję kosmiczną'?;łatwe;Stanley Kubrick;George Lucas;David Lynch;Tim Burton
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;Jaka brytyjska pisarka, nazywana Królową Kryminału, powołała do życia genialnego, belgijskiego detektywa Herkulesa Poirota?;łatwe;Agatha Christie;Arthur Conan Doyle;Jane Austen;J.K. Rowling
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;Kto napisał piękną, filozoficzną powieść dla dzieci i dorosłych 'Mały Książę', w której chłopiec spotyka m.in. Lisa i Różę?;łatwe;Antoine de Saint-Exupéry;Hans Christian Andersen;Astrid Lindgren;Lewis Carroll
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;Który amerykański autor to niekwestionowany 'Król Grozy', odpowiedzialny za książki takie jak 'To', 'Lśnienie' i 'Zielona Mila'?;łatwe;Stephen King;H.P. Lovecraft;Edgar Allan Poe;Dean Koontz
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;Jaki polski pisarz fantasy zyskał światową i potężną sławę jako ojciec kultowej sagi o przygodach Geralta z Rivii?;łatwe;Andrzej Sapkowski;Stanisław Lem;Jacek Dukaj;Remigiusz Mróz
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;Kto od wielu, bardzo wielu lat każe czytelnikom czekać na zakończenie serii 'Pieśń Lodu i Ognia' (Gry o Tron)?;łatwe;George R.R. Martin;J.R.R. Tolkien;Neil Gaiman;Terry Pratchett
Rozrywka i Popkultura;Festiwale Muzyczne;Jaki słynny festiwal z 1969 roku w USA przeszedł do legendy jako symbol buntu, ruchu hipisowskiego i pokoju na świecie?;łatwe;Woodstock;Coachella;Glastonbury;Lollapalooza
Rozrywka i Popkultura;Festiwale Muzyczne;Jak nazywa się ogromny, niezwykle medialny i designerski festiwal muzyczny odbywający się co roku w kalifornijskiej dolinie (USA)?;łatwe;Coachella;Tomorrowland;Burning Man;Sziget
Rozrywka i Popkultura;Festiwale Muzyczne;Który belgijski festiwal muzyki elektronicznej (EDM) słynie z iście bajkowych, gigantycznych dekoracji i wielkich fajerwerków?;łatwe;Tomorrowland;Ultra Music Festival;Creamfields;Awakenings
Rozrywka i Popkultura;Festiwale Muzyczne;Jaki wielki, plenerowy festiwal muzyczny rokrocznie przyciąga w lipcu tłumy fanów na lotnisko Kosakowo w Gdyni?;łatwe;Open'er Festival;OFF Festival;Orange Warsaw Festival;Kraków Live Festival
Rozrywka i Popkultura;Festiwale Muzyczne;Pod jaką obecną nazwą funkcjonuje dziś darmowy, potężny polski festiwal Jurka Owsiaka, znany przez lata jako Przystanek Woodstock?;łatwe;Pol'and'Rock Festival;Rock in Poland;Jarocin Festiwal;Wielka Orkiestra Świątecznej Pomocy Fest
Rozrywka i Popkultura;Anime i Manga;W którym roku Osamu Tezuka opublikował pierwszy rozdział mangi 'Tetsuwan Atom' (Astro Boy) na łamach japońskiego pisma Shōnen?;trudne;1952;1948;1960;1955
Rozrywka i Popkultura;Festiwale Muzyczne;W którym angielskim hrabstwie (county) odbywa się coroczny festiwal Glastonbury?;trudne;Somerset;Devon;Wiltshire;Dorset
Rozrywka i Popkultura;Gry Planszowe i Karciane;W którym roku po raz pierwszy wydano grę planszową 'Osadnicy z Catanu' (Die Siedler von Catan) autorstwa Klausa Teubera?;trudne;1995;1990;2000;1998
Rozrywka i Popkultura;Gwiazdy Muzyki Pop;Jak brzmi pełne, oficjalne imię i nazwisko wokalistki znanej scenicznie jako Shakira?;trudne;Shakira Isabel Mebarak Ripoll;María Isabel Díaz Gutiérrez;Shakira Giovanna Figueiredo Lima;Rosalía Vila Tobella
Rozrywka i Popkultura;Gwiezdne Wojny;Na której bagnistej planecie mistrz Yoda ukrywał się przez lata i szkolił Luke'a Skywalkera w filmie 'Imperium kontratakuje'?;trudne;Dagobah;Hoth;Endor;Mustafar
Rozrywka i Popkultura;Klasyka Kina;W którym roku miała miejsce premiera filmu 'Obywatel Kane' w reżyserii Orsona Wellesa, uznawanego przez krytyków za jedno z największych arcydzieł kina?;trudne;1941;1935;1948;1952
Rozrywka i Popkultura;Komiksy Marvela;Jak brzmi pełne, kanoniczne imię i nazwisko alter ego Wolverine'a w komiksach Marvela?;trudne;James 'Logan' Howlett;Victor Creed;Wade Wilson;Scott Summers
Rozrywka i Popkultura;Kreskówki z Dzieciństwa;W którym roku wyemitowano po raz pierwszy serial animowany 'Flintstonowie' (The Flintstones) w amerykańskiej telewizji ABC?;trudne;1960;1955;1965;1970
Rozrywka i Popkultura;Książki i Literatura Bestsellerowa;W której powieści Dana Browna symbolog Robert Langdon pojawia się po raz pierwszy jako główny bohater?;trudne;Anioły i demony;Kod Leonarda da Vinci;Inferno;Zaginiony symbol
Rozrywka i Popkultura;Kultowe Seriale TV;Jak nazywał się statek kosmiczny załogi kapitana Malcolma Reynoldsa w serialu science-fiction 'Firefly' Josse Whedona?;trudne;Serenity;Normandy;Nostromo;Discovery
Rozrywka i Popkultura;Nagrody i Gale;Który film zdobył Oscara dla najlepszego filmu podczas ceremonii rozdania nagród w roku 1995 (za filmy z roku 1994)?;trudne;Forrest Gump;Pulp Fiction;Skazani na Shawshank;Quiz Show
Rozrywka i Popkultura;Słynne Memy i Internet;Jak brzmiło prawdziwe imię i nazwisko autora oryginalnego rysunku 'Trollface', który stał się jednym z pierwszych wirusowych memów internetowych?;trudne;Carlos Ramirez (pseud. Whynne);Matt Furie;Christopher Poole;Ben Lashes
Rozrywka i Popkultura;Słynni Reżyserzy;W którym roku Stanley Kubrick nakręcił przełomowy film science-fiction '2001: Odyseja kosmiczna'?;trudne;1968;1972;1965;1971
Rozrywka i Popkultura;Uniwersum DC;W którym numerze komiksu DC po raz pierwszy pojawił się Joker jako antagonista Batmana?;trudne;Batman #1 (1940);Detective Comics #27 (1939);Batman #11 (1942);Action Comics #1 (1938)
Rozrywka i Popkultura;Władca Pierścieni;Jak nazywa się elfickie królestwo w 'Władcy Pierścieni', rządzone przez Celeborna i Galadriellę, przez które przechodzi Drużyna Pierścienia?;trudne;Lothlórien;Rivendell;Mirkwood;Lindon
Rozrywka i Popkultura;Świat Harry'ego Pottera;Jakie zwierzę jest Patronusem Hermiony Granger w magicznym świecie Harry'ego Pottera?;trudne;Wydra;Łasica;Kot;Zając
