category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Społeczeństwo i Prawo;Instytucje Państwowe;Jaka publiczna instytucja pobiera w Polsce z Twojej pensji ogromne składki m.in na twoją emeryturę?;łatwe;ZUS (Zakład Ubezpieczeń Społecznych);NFZ (Narodowy Fundusz Zdrowia);GUS (Główny Urząd Statystyczny);US (Urząd Skarbowy)
Społeczeństwo i Prawo;Instytucje Państwowe;Z kim placówki medyczne podpisują kontrakty, by polscy pacjenci mogli leczyć się państwowo i bez opłat?;łatwe;Z Narodowym Funduszem Zdrowia (NFZ);Z Ministerstwem Zdrowia;Z Zakładem Ubezpieczeń Społecznych;Z Głównym Inspektoratem Sanitarnym
Społeczeństwo i Prawo;Instytucje Państwowe;Jaka państwowa organizacja zajmuje się zbieraniem ankiet i prowadzeniem spisów (np. spisu powszechnego)?;łatwe;GUS (Główny Urząd Statystyczny);CBOS;NIK;ZUS
Społeczeństwo i Prawo;Instytucje Państwowe;Która instytucja to naczelny organ kontroli państwowej w Polsce, dbający m.in o przejrzystość finansów?;łatwe;Najwyższa Izba Kontroli (NIK);Urząd Ochrony Konkurencji i Konsumentów;Sąd Najwyższy;Centralne Biuro Antykorupcyjne
Społeczeństwo i Prawo;Instytucje Państwowe;Co bada powołany w Polsce IPN, zajmujący się w głównej mierze archiwami komunistycznymi?;łatwe;Instytut Pamięci Narodowej bada zbrodnie nazistowskie i komunistyczne;Instytut Podatków Narodowych bada korupcję;Instytucja Policji Narodowej tropi przestępców;Instytut Polskich Nauk gromadzi wiedzę o kraju
Społeczeństwo i Prawo;Wybory i Głosowanie;Jakie fundamentalne prawo obywatela określa minimalny wiek potrzebny do czynnego udziału w wyborach?;łatwe;Czynne prawo wyborcze (18 lat);Bierne prawo wyborcze;Prawo prezydenckie;Obywatelski wniosek wyborczy
Społeczeństwo i Prawo;Wybory i Głosowanie;Jak nazywa się okres przeddzień wyborów, w którym kategorycznie zakazane jest agitowanie na rzecz kandydatów?;łatwe;Cisza wyborcza;Noc wyborcza;Kwarantanna polityczna;Dzień refleksji
Społeczeństwo i Prawo;Wybory i Głosowanie;Przez ile lat z rzędu w polskim państwie trwa pojedyncza, standardowa kadencja urzędu Prezydenta RP?;łatwe;5 lat;4 lata;6 lat;7 lat
Społeczeństwo i Prawo;Wybory i Głosowanie;Jak określa się procentowy stosunek obywateli biorących realny udział w głosowaniu do wszystkich uprawnionych?;łatwe;Frekwencja wyborcza;Większość bezwzględna;Proporcjonalność;Mobilizacja sondażowa
Społeczeństwo i Prawo;Wybory i Głosowanie;W jaki sposób wybierany jest Prezydent RP, jeśli wszyscy uprawnieni Polacy oddają bezpośrednio na niego głos?;łatwe;W wyborach powszechnych i bezpośrednich;Przez zgromadzenie elektorów;W głosowaniu jawnym sejmu i senatu;Przez radę narodową
Społeczeństwo i Prawo;Prawo Karne i Sądowe;Jaka naczelna, złota zasada w prawie każe nam uważać oskarżonego za niewinnego, zanim zapadnie prawomocny wyrok?;łatwe;Domniemanie niewinności;Zasada wzajemności;Wolność słowa;Obrona konieczna
Społeczeństwo i Prawo;Prawo Karne i Sądowe;Który z podanych organów jest naczelnym i najważniejszym organem instancji sądowej w całej Rzeczypospolitej Polskiej?;łatwe;Sąd Najwyższy;Sąd Rejonowy;Trybunał Stanu;Sąd Okręgowy
Społeczeństwo i Prawo;Prawo Karne i Sądowe;Jak określa się przedstawiciela państwa (zawsze prawnika), który wnosi akt oskarżenia w procesie karnym przed sądem?;łatwe;Prokurator;Adwokat;Radca prawny;Notariusz
Społeczeństwo i Prawo;Prawo Karne i Sądowe;Czym w śledztwach policyjnych jest tzw. alibi, przedstawiane przez oskarżonego lub podejrzanego?;łatwe;Dowodem przebywania w innym miejscu;Fałszywym zeznaniem;Przyznaniem się do winy;Rodzajem wyroku
Społeczeństwo i Prawo;Prawo Karne i Sądowe;W jakim obszernym zbiorze przepisów znajdziemy dokładną listę przestępstw obowiązujących w Polsce oraz kar?;łatwe;W Kodeksie Karnym;W Kodeksie Cywilnym;W Konstytucji;W Kodeksie Pracy
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Jaki tradycyjnie i ogólnopolski egzamin, nazywany 'egzaminem dojrzałości', otwiera w Polsce drogę na studia?;łatwe;Matura;Egzamin ósmoklasisty;Egzamin zawodowy;Obrona pracy
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Jak brzmi skrót nazwy ministerstwa w Polsce, które opiekuje się szkołami od przedszkola po licea?;łatwe;MEN (Ministerstwo Edukacji Narodowej);MON (Ministerstwo Obrony Narodowej);NFZ (Narodowy Fundusz Zdrowia);ZHP (Związek Harcerstwa Polskiego)
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Do którego roku życia na terenie państwa polskiego każde dziecko, ze względu na wiek, jest objęte powszechnym obowiązkiem nauki?;łatwe;Do 18. roku życia;Do 15. roku życia;Do 21. roku życia;Do 16. roku życia
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Jaką potoczną i tradycyjną nazwę nosi książeczka studenta, będąca przed laty dowodem wpisu do sesji i zdania egzaminów?;łatwe;Indeks;Dziennik;Paszport;Dzienniczek ucznia
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Jak tytułowany jest uroczyście najważniejszy urzędnik, najwyższy przełożony pracowników i studentów danej wyższej uczelni?;łatwe;Jego Magnificencja Rektor;Dziekan Wydziału;Dyrektor Uczelni;Promotor
Społeczeństwo i Prawo;Służby Mundurowe;Jaki jednolity, darmowy i ogólnoeuropejski numer alarmowy obowiązuje w całej Polsce?;łatwe;112;911;999;997
Społeczeństwo i Prawo;Służby Mundurowe;Jaka formacja mundurowa odpowiada w Polsce za codzienne bezpieczeństwo na drogach i łapanie przestępców?;łatwe;Policja;Straż Pożarna;Żandarmeria Wojskowa;Straż Graniczna
Społeczeństwo i Prawo;Służby Mundurowe;Jak nazywa się elitarna, polska wojskowa jednostka specjalna, znana na całym świecie z trudnych misji?;łatwe;GROM;Formoza;BOA;SOP
Społeczeństwo i Prawo;Służby Mundurowe;W jakim charakterystycznym, jaskrawym kolorze tradycyjnie maluje się wozy Państwowej Straży Pożarnej?;łatwe;W kolorze czerwonym;W kolorze białym;W kolorze żółtym;W kolorze niebieskim
Społeczeństwo i Prawo;Służby Mundurowe;Kto dba o nienaruszalność terytorium RP, kontrolując osoby i towary przejeżdżające z państw trzecich?;łatwe;Straż Graniczna;Służba Celna;Służba Więzienna;Straż Miejska
Społeczeństwo i Prawo;Dokumenty Osobiste;Od którego roku życia obywatel Polski może całkowicie samodzielnie wyrobić pełnoprawny dowód osobisty?;łatwe;Od 18. roku życia;Od 16. roku życia;Od 15. roku życia;Od 21. roku życia
Społeczeństwo i Prawo;Dokumenty Osobiste;Jaki dokument książeczkowy jest bezwzględnie wymagany, by wyjechać z Polski np. do USA czy Australii?;łatwe;Paszport;Dowód osobisty;Karta EKUZ;Wiza turystyczna (tylko wiza)
Społeczeństwo i Prawo;Dokumenty Osobiste;Co upoważnia i certyfikuje dorosłego Polaka do legalnego prowadzenia samochodu po drogach publicznych?;łatwe;Prawo jazdy;Dowód rejestracyjny;Karta pojazdu;Ubezpieczenie OC
Społeczeństwo i Prawo;Dokumenty Osobiste;Jaki polski dokument urzędowy uczeń polskiej szkoły pokazuje w PKP, by otrzymać zniżkę na pociąg?;łatwe;Legitymację szkolną;Paszport tymczasowy;Zaświadczenie ze szkoły;Akt urodzenia
Społeczeństwo i Prawo;Dokumenty Osobiste;Co oznacza w całej Unii Europejskiej dokument EKUZ, przydatny podczas wakacyjnych urazów i chorób?;łatwe;Europejska Karta Ubezpieczenia Zdrowotnego;Europejski Kod Ubezpieczeń Zwrotnych;Elektroniczna Karta Urzędu Zdrowia;Ewidencja Krajowych Usług Zdrowotnych
Społeczeństwo i Prawo;Rynek Pracy;Jaki typ umowy daje polskiemu pracownikowi największą ochronę praw i pełne świadczenia urlopowe?;łatwe;Umowa o pracę;Umowa zlecenie;Umowa o dzieło;Kontrakt B2B
Społeczeństwo i Prawo;Rynek Pracy;Która instytucja państwowa czuwa nad przestrzeganiem praw zatrudnionych w zakładach pracy?;łatwe;Państwowa Inspekcja Pracy (PIP);Zakład Ubezpieczeń Społecznych (ZUS);Urząd Ochrony Konkurencji;Główny Urząd Statystyczny
Społeczeństwo i Prawo;Rynek Pracy;Jak w ekonomii nazywa się powszechne, negatywne zjawisko braku pracy dla osób mogących ją podjąć?;łatwe;Bezrobocie;Recesja;Stagflacja;Zastój gospodarczy
Społeczeństwo i Prawo;Rynek Pracy;Ile minimalnie dni bezpłatnego lub płatnego urlopu należy się w Polsce każdemu pracownikowi z rocznym stażem na UoP?;łatwe;20 lub 26 dni (zależnie od lat pracy/nauki);Tylko 14 dni;10 dni;30 dni
Społeczeństwo i Prawo;Rynek Pracy;Czym w Polsce i Europie są tzw. 'związki zawodowe' w dużych korporacjach i kopalniach?;łatwe;Organizacjami zrzeszającymi i broniącymi pracowników;Organami władzy sądowniczej;Radami dyrektorów;Klubami rekreacyjnymi
Społeczeństwo i Prawo;Media i Dziennikarstwo;Jaką 'władzą' powszechnie i nieformalnie nazywa się opiniotwórcze media w każdym demokratycznym państwie?;łatwe;Czwartą władzą;Pierwszą władzą;Drugą władzą;Piątą władzą
Społeczeństwo i Prawo;Media i Dziennikarstwo;Jak z języka angielskiego nazywa się fabrykowane, kłamliwe wiadomości w internecie, mające siać zamęt?;łatwe;Fake news;Clickbait;Spam;Trolling
Społeczeństwo i Prawo;Media i Dziennikarstwo;Rozwinięciem jakiej znanej nazwy informacyjnej jest polski skrót PAP?;łatwe;Polska Agencja Prasowa;Polski Autorytet Prasowy;Państwowa Agencja Publikacyjna;Publiczny Aparat Przekazu
Społeczeństwo i Prawo;Media i Dziennikarstwo;Czym w prasie i portalach internetowych jest tzw. 'clickbait'?;łatwe;Sensacyjnym nagłówkiem zmuszającym do kliknięcia;Rzetelnym felietonem naukowym;Wywiadem z politykiem;Płatną zaporą za czytanie (paywallem)
Społeczeństwo i Prawo;Media i Dziennikarstwo;Jaka krajowa rada w Polsce dba od lat o ład, wolność słowa i etykę w telewizji oraz radiu?;łatwe;Krajowa Rada Radiofonii i Telewizji (KRRiT);Rada Mediów Narodowych;Urząd Ochrony Konkurencji;Sąd Najwyższy
Społeczeństwo i Prawo;Organizacje Międzynarodowe;Jaki główny cel na świecie posiada Organizacja Narodów Zjednoczonych (ONZ)?;łatwe;Utrzymanie pokoju i bezpieczeństwa;Darmowy handel dobrami luksusowymi;Odkrycia w kosmosie;Eksploracja Oceanów
Społeczeństwo i Prawo;Organizacje Międzynarodowe;Który sojusz militarny i polityczny powołano na podstawie Paktu Północnoatlantyckiego, do którego należy Polska?;łatwe;NATO;Układ Warszawski;ONZ;WHO
Społeczeństwo i Prawo;Organizacje Międzynarodowe;O co na poziomie globalnym i światowym dba znana wszystkim powszechnie organizacja WHO?;łatwe;O zdrowie publiczne i walkę z pandemiami;O ochronę zwierząt wymarłych;O rolnictwo i rynki zbytu;O zabytki wpisane na listę
Społeczeństwo i Prawo;Organizacje Międzynarodowe;Co jest nadrzędnym celem Funduszu Narodów Zjednoczonych na rzecz Dzieci (UNICEF)?;łatwe;Pomoc i ochrona dzieci (m.in po wojnach i klęskach);Edukacja uniwersytecka dorosłych;Walka z piractwem morskim;Emisja ogólnoświatowej waluty
Społeczeństwo i Prawo;Organizacje Międzynarodowe;Która agenda ONZ zajmuje się wspieraniem nauki oraz dodawaniem cudów świata na słynną listę dziedzictwa?;łatwe;UNESCO;UNICEF;NATO;Interpol
Społeczeństwo i Prawo;Ustrój Samorządowy;Jaka terytorialna jednostka podziału administracyjnego jest w państwie polskim najniższym i podstawowym szczeblem?;łatwe;Gmina;Powiat;Województwo;Dzielnica
Społeczeństwo i Prawo;Ustrój Samorządowy;Kto sprawuje najwyższą władzę wykonawczą, pełniąc rolę bezpośredniego 'szefa' w typowej gminie wiejskiej?;łatwe;Wójt;Burmistrz;Prezydent Miasta;Starosta
Społeczeństwo i Prawo;Ustrój Samorządowy;Kto stoi na samym czele i kieruje miastem powyżej 100 tysięcy mieszkańców (np. Krakowem czy Warszawą)?;łatwe;Prezydent miasta;Burmistrz miasta;Wójt;Marszałek
Społeczeństwo i Prawo;Ustrój Samorządowy;Jaki państwowy urzędnik, będący przedstawicielem Rządu (Rady Ministrów) w terenie, sprawuje władzę w województwie?;łatwe;Wojewoda;Starosta powatowy;Marszałek województwa;Radny wojewódzki
Społeczeństwo i Prawo;Ustrój Samorządowy;W jakiej instytucji zasiadają radni wybierani przez lokalną społeczność, aby tworzyć lokalne prawo miejskie?;łatwe;W Radzie Miasta (Radzie Gminy);W Sejmiku Ustawodawczym;W Trybunale Stanu;W Wojewódzkiej Radzie Bezpieczeństwa
Społeczeństwo i Prawo;Dokumenty Osobiste;Na jaki okres ważności wydawany jest paszport pełnoletniemu obywatelowi Rzeczypospolitej Polskiej?;trudne;10 lat;5 lat;15 lat;8 lat
Społeczeństwo i Prawo;Edukacja i Szkolnictwo;Który artykuł Konstytucji RP gwarantuje każdemu prawo do nauki oraz stanowi o bezpłatności nauki w szkołach publicznych?;trudne;Artykuł 70;Artykuł 65;Artykuł 48;Artykuł 72
Społeczeństwo i Prawo;Instytucje Państwowe;Jaka jest długość kadencji Prezesa Najwyższej Izby Kontroli (NIK)?;trudne;6 lat;4 lata;5 lat;8 lat
Społeczeństwo i Prawo;Konstytucja RP;Jaką większością głosów Sejm uchwala zmianę Konstytucji Rzeczypospolitej Polskiej?;trudne;Co najmniej 2/3 głosów w obecności co najmniej połowy ustawowej liczby posłów;Bezwzględną większością głosów w obecności co najmniej połowy ustawowej liczby posłów;Co najmniej 3/4 głosów w obecności co najmniej dwóch trzecich ustawowej liczby posłów;Zwykłą większością głosów przy obecności dowolnej liczby posłów
Społeczeństwo i Prawo;Media i Dziennikarstwo;Który organ państwowy w Polsce jest uprawniony do przyznawania koncesji na nadawanie programów radiowych i telewizyjnych?;trudne;Krajowa Rada Radiofonii i Telewizji;Urząd Komunikacji Elektronicznej;Ministerstwo Kultury i Dziedzictwa Narodowego;Urząd Ochrony Konkurencji i Konsumentów
Społeczeństwo i Prawo;Organizacje Międzynarodowe;Ile państw założycielskich podpisało Kartę Narodów Zjednoczonych w San Francisco w 1945 roku?;trudne;51;44;49;57
Społeczeństwo i Prawo;Podatki i Finanse;Jaka jest podstawowa (standardowa) stawka podatku od towarów i usług (VAT) obowiązująca w Polsce?;trudne;23%;20%;22%;25%
Społeczeństwo i Prawo;Prawa Człowieka;W którym roku Zgromadzenie Ogólne ONZ przyjęło Powszechną Deklarację Praw Człowieka?;trudne;1948;1945;1950;1966
Społeczeństwo i Prawo;Prawo Karne i Sądowe;Co oznacza łacińska zasada nullum crimen sine lege stosowana w prawie karnym?;trudne;Nie ma przestępstwa bez ustawy;Nie ma kary bez winy;Nikt nie jest winny, dopóki nie udowodniono mu winy;Prawo nie działa wstecz
Społeczeństwo i Prawo;Rynek Pracy;Ile dni urlopu wypoczynkowego przysługuje rocznie pracownikowi posiadającemu co najmniej 10-letni staż pracy?;trudne;26 dni;20 dni;24 dni;30 dni
Społeczeństwo i Prawo;Systemy Polityczne;Jak nazywa się system polityczny, w którym głowa państwa pełni jednocześnie funkcję szefa rządu i dysponuje szeroką władzą wykonawczą niezależną od parlamentu?;trudne;Republika prezydencka;Republika parlamentarna;Monarchia konstytucyjna;Republika półprezydencka
Społeczeństwo i Prawo;Służby Mundurowe;Która polska służba mundurowa podlega ministrowi właściwemu do spraw wewnętrznych i jest odpowiedzialna za ochronę granicy państwowej?;trudne;Straż Graniczna;Żandarmeria Wojskowa;Agencja Bezpieczeństwa Wewnętrznego;Służba Ochrony Państwa
Społeczeństwo i Prawo;Unia Europejska;Ile państw wchodziło w skład Unii Europejskiej bezpośrednio przed wielkim rozszerzeniem w 2004 roku (tzw. UE-15)?;trudne;15;12;14;18
Społeczeństwo i Prawo;Ustrój Samorządowy;Na jakie trzy szczeble podzielony jest samorząd terytorialny w Polsce zgodnie z Konstytucją RP?;trudne;Gmina, powiat i województwo;Gmina, dzielnica i województwo;Sołectwo, gmina i powiat;Gmina, powiat i region
Społeczeństwo i Prawo;Wybory i Głosowanie;Jaki minimalny próg wyborczy musi przekroczyć samodzielny komitet wyborczy partii politycznej (nie koalicja), aby uzyskać mandaty w wyborach do Sejmu RP?;trudne;5%;3%;7%;8%
Społeczeństwo i Prawo;Władza w Polsce;Ile senatorów wchodzi w skład Senatu Rzeczypospolitej Polskiej?;trudne;100;90;110;120
